,ID,,,RunfileC,pcC,normd13C,d13Csd,RunfileN,pcN,normd15Nav,normd15N,d15Nsd,d15n28th,,normd15N1,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN,,,,
151,C6EM245-4A,#N/A,,131022,60.56564499,-25.37015276,0.047813552,130903,2.935484311,1.647543338,1.647543338,0.192587063,1.65,TRUE,1.65,EM,4,A,245,7,2.09324,1.13212,charred,45.91542298,24.07095786,,,,
156,C6EM245-8C,#N/A,,131016,59.54664545,-25.67534937,0.047097328,130902,3.051418797,1.098975867,1.098975867,0.330785133,1.1,TRUE,1.1,EM,8,C,245,8,2.17178,1.12741,charred,48.08820415,22.76681471,,,,
155,C6EM245-8B,#N/A,,131026,61.60382797,-25.86998489,0.073794807,130819,3.147934788,1.913147513,1.913147513,0.321651389,1.91,TRUE,1.91,EM,8,B,245,8,2.17178,1.12741,charred,48.08820415,22.83120124,,,,
154,C6EM245-8A,#N/A,,131021,64.20593765,-25.31594662,0.049829351,130819,3.356072843,2.341518075,2.341518075,0.31864625,2.34,TRUE,2.34,EM,8,A,245,8,2.17178,1.12741,charred,48.08820415,22.31981568,,,,
149,C6EM245-24B,#N/A,,131025,64.24001318,-25.08820562,0.071402864,130902,3.398269408,1.636327759,1.636327759,0.323536588,1.64,TRUE,1.64,EM,24,B,245,9,2.62841,1.24193,charred,52.74976126,22.0543674,,,,
148,C6EM245-24A,#N/A,,131026,60.9113083,-25.42105179,0.072419058,130910,3.532376007,2.248405085,2.248405085,0.208952718,2.25,TRUE,2.25,EM,24,A,245,9,2.62841,1.24193,charred,52.74976126,20.11767515,,,,
150,C6EM245-24C,#N/A,,131022,63.29918017,-25.17351818,0.047567592,130819,3.515973877,2.808862206,2.808862206,0.315580194,2.81,TRUE,2.81,EM,24,C,245,9,2.62841,1.24193,charred,52.74976126,21.00386582,,,,
205,C7EM260-4A,#N/A,,131021,64.20166733,-25.35534085,0.049887818,130902,3.253988937,1.700466512,1.700466512,0.322675021,1.7,TRUE,1.7,EM,4,A,260,10,2.15689,1.0765,charred,50.09017613,23.01850027,,,,
207,C7EM260-4C,#N/A,,131025,60.53308454,-25.59582724,0.072318193,130819,3.164664202,1.995840075,1.995840075,0.32105702,2,TRUE,2,EM,4,C,260,10,2.15689,1.0765,charred,50.09017613,22.31577427,,,,
206,C7EM260-4B,#N/A,,131026,60.54534008,-25.36119155,0.072239442,130819,3.196820888,2.973414786,2.973414786,0.314554593,2.97,TRUE,2.97,EM,4,B,260,10,2.15689,1.0765,charred,50.09017613,22.09577345,,,,
209,C7EM260-8B,#N/A,,131017,63.89857143,-25.79759505,0.048667119,130903,3.298223151,1.604722484,1.604722484,0.192716133,1.6,TRUE,1.6,EM,8,B,260,11,2.0826,1.03435,charred,50.33371747,22.60257415,,,,
210,C7EM260-8C,#N/A,,131025,65.07640843,-25.68086013,0.072479831,130926,3.365714981,1.597373381,1.597373381,0.216804226,1.6,TRUE,1.6,EM,8,C,260,11,2.0826,1.03435,charred,50.33371747,22.55760721,,,,
208,C7EM260-8A,#N/A,,131023,64.87582181,-25.98160157,0.083185632,130819,3.350281827,2.08882879,2.08882879,0.320396748,2.09,TRUE,2.09,EM,8,A,260,11,2.0826,1.03435,charred,50.33371747,22.5916692,,,,
204,C7EM260-24C,#N/A,,131023,69.19592458,-25.47606195,0.082452267,131027,2.863779184,0.227148795,0.227148795,0.417205264,0.23,TRUE,0.23,EM,24,C,260,12,2.12219,0.987,charred,53.49144045,28.18952632,,,,
202,C7EM260-24A,#N/A,,131022,65.61822651,-25.81855888,0.048410395,130910,3.631179134,1.736526836,1.736526836,0.210321378,1.74,TRUE,1.74,EM,24,A,260,12,2.12219,0.987,charred,53.49144045,21.08257256,,,,
203,C7EM260-24B,#N/A,,131016,66.79150721,-25.48358394,0.046912493,130910,2.638023814,2.295045751,2.295045751,0.208837212,2.3,TRUE,2.3,EM,24,B,260,12,2.12219,0.987,charred,53.49144045,29.53856014,,,,
264,EM0-0C,#N/A,,131022,39.36380021,-25.78102086,0.048358545,130930,1.887532208,0.747447818,0.747447818,0.332400785,0.75,TRUE,0.75,EM,0,C,0,13,2.8696,2.8696,fresh,0,24.33041056,,,,
262,EM0-0A,#N/A,,131025,40.13658715,-25.93681885,0.072980454,130930,1.971674275,0.902606693,0.902606693,0.331068768,0.9,TRUE,0.9,EM,0,A,0,13,2.8696,2.8696,fresh,0,23.74936821,,,,
263,EM0-0B,#N/A,,131025,40.3799993,-25.79166395,0.072693969,130930,1.841686321,0.960145188,0.960145188,0.330577028,0.96,TRUE,0.96,EM,0,B,0,13,2.8696,2.8696,fresh,0,25.57981707,,,,
23,FT3004B,#N/A,,181219,72.71315767,-26.57169562,0.072346009,NA,2.936957301,2.432018822,2.432018822,0.268055925,2.43,TRUE,2.43,BW,4,B,300,13,2561.57,1056.42,charred,58.75888615,28.88432094,,,,
24,FT3004C,#N/A,,181219,67.40570383,-26.96179696,0.073333027,NA,3.216258723,2.528758507,2.528758507,0.267195988,2.53,TRUE,2.53,BW,4,C,300,13,2561.57,1056.42,charred,58.75888615,24.45076549,,,,
22,FT3004A,#N/A,,181219,70.03993225,-26.66783823,0.072586224,NA,3.098322336,2.600300327,2.600300327,0.266566277,2.6,TRUE,2.6,BW,4,A,300,13,2561.57,1056.42,charred,58.75888615,26.37338708,,,,
27,FT3008C,#N/A,,181219,67.28988319,-26.94110953,0.07327987,NA,2.732381388,2.123227975,2.123227975,0.270864679,2.12,TRUE,2.12,BW,8,C,300,14,2603.15,1038.03,charred,60.12408044,28.73129794,,,,
26,FT3008B,#N/A,,181219,64.84520057,-27.15730519,0.073839805,NA,2.528414692,2.311059396,2.311059396,0.269144668,2.31,TRUE,2.31,BW,8,B,300,14,2603.15,1038.03,charred,60.12408044,29.92101503,,,,
25,FT3008A,#N/A,,181219,66.95298257,-26.75150999,0.072796911,NA,2.383315935,2.428008052,2.428008052,0.268091785,2.43,TRUE,2.43,BW,8,A,300,14,2603.15,1038.03,charred,60.12408044,32.77442652,,,,
20,FT30024B,#N/A,,181219,69.5152288,-26.61025779,0.072442116,NA,3.249596107,2.24459422,2.24459422,0.269749246,2.24,TRUE,2.24,BW,24,B,300,15,2695.86,947.61,charred,64.8494358,24.95728626,,,,
19,FT30024A,#N/A,,181219,60.59389773,-26.65137047,0.072544936,NA,3.624725552,2.373190876,2.373190876,0.268583563,2.37,TRUE,2.37,BW,24,A,300,15,2695.86,947.61,charred,64.8494358,19.50296089,,,,
21,FT30024C,#N/A,,181219,65.90186347,-26.71045281,0.07269334,NA,3.603010929,2.520332412,2.520332412,0.267270505,2.52,TRUE,2.52,BW,24,C,300,15,2695.86,947.61,charred,64.8494358,21.3392379,,,,
16,FT0A,FT0A,,190308,30.89418779,-27.09037208,0.075089975,NA,1.388525288,1.518685966,1.518685966,0.407833602,1.52,TRUE,1.52,BW,0,A,0,16,NA,NA,fresh,NA,32.867902,,,,
18,FT0C,FT0C,,190308,43.71392608,-27.05987935,0.075039592,NA,1.367086258,2.038977809,2.038977809,0.406125652,2.04,TRUE,2.04,BW,0,C,0,16,NA,NA,fresh,NA,46.34384682,,,,
17,FT0B,#N/A,not using 190122A,190117,39.31012703,-26.81619976,0.273621034,190322,1.324415149,2.848450151,2.848450151,0.409309652,2.85,TRUE,2.85,BW,0,B,0,16,NA,NA,fresh,NA,34.62797516,,,,
268,HBH0-0A,#N/A,,131130,40.05687752,-26.28239388,0.055065336,131128,1.541434248,0.16978484,0.16978484,0.178547202,0.17,TRUE,0.17,Barley,0,A,0,H0,2.53,2.53,fresh,0,30.31788339,,,,
269,HBH0-0B,#N/A,,131204,38.35146618,-26.71787454,0.074838697,131128,1.302089933,0.670510993,0.670510993,0.177503573,0.67,TRUE,0.67,Barley,0,B,0,H0,2.53,2.53,fresh,0,34.36273954,,,,
270,HBH0-0C,#N/A,,131120,40.52899357,-26.84264006,0.072355317,131121,1.363117296,0.689419134,0.689419134,0.29780726,0.69,TRUE,0.69,Barley,0,C,0,H0,2.53,2.53,fresh,0,34.6880096,,,,
239,C8HBH215-4B,#N/A,,131120,47.38721781,-26.91415656,0.072489435,131121,1.96731149,0.462525452,0.462525452,0.298492126,0.46,TRUE,0.46,Barley,4,B,215,H1,2.49,1.86,charred,25.30120482,28.10184748,,,,
238,C8HBH215-4A,#N/A,,131130,50.7793765,-26.05318914,0.054717343,131128,1.886632171,0.683878487,0.683878487,0.177476511,0.68,TRUE,0.68,Barley,4,A,215,H1,2.49,1.86,charred,25.30120482,31.40124865,,,,
240,C8HBH215-4C,#N/A,,131130,50.60870736,-26.53013991,0.055456108,131128,1.805438664,1.077267166,1.077267166,0.176698937,1.08,TRUE,1.08,Barley,4,C,215,H1,2.49,1.86,charred,25.30120482,32.7031281,,,,
16,C11HBH260-4A,#N/A,,131130,62.17338649,-26.20156543,0.054941119,131128,2.605149174,0.420052995,0.420052995,0.178018315,0.42,TRUE,0.42,Barley,4,A,260,H10,2.48,1.26,charred,49.19354839,27.8431724,,,,
17,C11HBH260-4B,#N/A,,131130,66.18348186,-26.28104116,0.055063244,131128,2.593963103,0.754946357,0.754946357,0.177333343,0.75,TRUE,0.75,Barley,4,B,260,H10,2.48,1.26,charred,49.19354839,29.76683134,,,,
18,C11HBH260-4C,#N/A,,131130,60.51538203,-26.81740081,0.055927821,131128,2.370682876,1.500444325,1.500444325,0.175903478,1.5,TRUE,1.5,Barley,4,C,260,H10,2.48,1.26,charred,49.19354839,29.78098832,,,,
21,C11HBH260-8C,#N/A,,131130,67.32437719,-26.03858133,0.054695612,131206,2.446124931,0.200800156,0.200800156,0.881883367,0.2,TRUE,0.2,Barley,8,C,260,H11,2.52,1.22,charred,51.58730159,32.11001439,,,,
19,C11HBH260-8A,#N/A,,131130,66.25863785,-26.39489721,0.055240923,131206,2.267658666,0.207039298,0.207039298,0.88198626,0.21,TRUE,0.21,Barley,8,A,260,H11,2.52,1.22,charred,51.58730159,34.08879181,,,,
20,C11HBH260-8B,#N/A,,131130,64.09682598,-26.55732825,0.055499904,131128,2.69070441,1.074367658,1.074367658,0.176704535,1.07,TRUE,1.07,Barley,8,B,260,H11,2.52,1.22,charred,51.58730159,27.79184144,,,,
13,C11HBH260-24A,#N/A,,131130,66.32006829,-26.44895258,0.055326395,131206,2.239901329,-0.059222289,-0.059222289,0.877849781,-0.06,TRUE,-0.06,Barley,24,A,260,H12,2.5,1.08,charred,56.8,34.54322385,,,,
14,C11HBH260-24B,#N/A,,131130,64.82393976,-26.16658571,0.054887867,131128,2.984192168,0.482867949,0.482867949,0.177887845,0.48,TRUE,0.48,Barley,24,B,260,H12,2.5,1.08,charred,56.8,25.3428484,,,,
15,C11HBH260-24C,#N/A,,131130,61.73138196,-26.33396817,0.055145442,131128,3.077796542,1.509581444,1.509581444,0.175886776,1.51,TRUE,1.51,Barley,24,C,260,H12,2.5,1.08,charred,56.8,23.39983967,,,,
243,C8HBH215-8C,#N/A,,131130,55.87437395,-26.28022252,0.055061978,131128,2.227096691,0.051500291,0.051500291,0.178802189,0.05,TRUE,0.05,Barley,8,C,215,H2,2.62,1.72,charred,34.35114504,29.26984261,,,,
241,C8HBH215-8A,#N/A,,131130,54.93991234,-26.58769781,0.055549037,131128,1.935211299,0.421721825,0.421721825,0.178014837,0.42,TRUE,0.42,Barley,8,A,215,H2,2.62,1.72,charred,34.35114504,33.12122269,,,,
242,C8HBH215-8B,#N/A,,131120,53.52543785,-26.01954179,0.070859321,131121,2.38981968,0.652983205,0.652983205,0.29791587,0.65,TRUE,0.65,Barley,8,B,215,H2,2.62,1.72,charred,34.35114504,26.13014893,,,,
236,C8HBH215-24B,#N/A,,131130,57.52613643,-26.50128306,0.05540982,131128,2.573487105,-0.064726963,-0.064726963,0.179055862,-0.06,TRUE,-0.06,Barley,24,B,215,H3,2.53,1.42,charred,43.87351779,26.0789439,,,,
237,C8HBH215-24C,#N/A,,131120,60.44078375,-26.11709175,0.07103195,131121,3.304082013,0.34119989,0.34119989,0.298866652,0.34,TRUE,0.34,Barley,24,C,215,H3,2.53,1.42,charred,43.87351779,21.34155491,,,,
235,C8HBH215-24A,#N/A,,131120,60.95143294,-26.38483588,0.071512292,131121,2.476458488,0.414570175,0.414570175,0.298639471,0.41,TRUE,0.41,Barley,24,A,215,H3,2.53,1.42,charred,43.87351779,28.71439414,,,,
250,C9HBH230-4A,#N/A,,131120,57.86877959,-26.33305471,0.071418655,131121,2.047839965,0.505172511,0.505172511,0.298361849,0.51,TRUE,0.51,Barley,4,A,230,H4,2.56,1.54,charred,39.84375,32.96818958,,,,
252,C9HBH230-4C,#N/A,,131130,58.88719613,-26.70247396,0.055736729,131128,2.400260041,1.315338209,1.315338209,0.176246164,1.32,TRUE,1.32,Barley,4,C,230,H4,2.56,1.54,charred,39.84375,28.62261907,,,,
251,C9HBH230-4B,#N/A,,131130,59.63688911,-25.59692915,0.054064342,131128,2.691508237,1.418624067,1.418624067,0.176053939,1.42,TRUE,1.42,Barley,4,B,230,H4,2.56,1.54,charred,39.84375,25.85032796,,,,
255,C9HBH230-8C,#N/A,,131130,61.41498993,-26.07740189,0.054753482,131128,2.220443857,0.638868462,0.638868462,0.177567797,0.64,TRUE,0.64,Barley,8,C,230,H5,2.56,1.4,charred,45.3125,32.2686932,,,,
253,C9HBH230-8A,#N/A,,131130,68.92255372,-26.50181901,0.055410678,131128,2.647136049,0.848410865,0.848410865,0.177146861,0.85,TRUE,0.85,Barley,8,A,230,H5,2.56,1.4,charred,45.3125,30.37609119,,,,
254,C9HBH230-8B,#N/A,,131130,64.50465665,-26.27217121,0.055049537,131128,2.193600098,1.312692,1.312692,0.176251122,1.31,TRUE,1.31,Barley,8,B,230,H5,2.56,1.4,charred,45.3125,34.30681501,,,,
248,C9HBH230-24B,#N/A,,131130,61.92322975,-26.36828794,0.055199112,131128,2.812171337,0.60741008,0.60741008,0.17763188,0.61,TRUE,0.61,Barley,24,B,230,H6,2.57,1.22,charred,52.52918288,25.68967513,,,,
247,C9HBH230-24A,#N/A,,131130,61.80965276,-26.53415871,0.05546257,131128,2.730997733,1.547377306,1.547377306,0.175817899,1.55,TRUE,1.55,Barley,24,A,230,H6,2.57,1.22,charred,52.52918288,26.40473139,,,,
249,C9HBH230-24C,#N/A,,131130,59.38994874,-26.28612418,0.055071108,131128,2.851549225,1.635797045,1.635797045,0.175658113,1.64,TRUE,1.64,Barley,24,C,230,H6,2.57,1.22,charred,52.52918288,24.29846657,,,,
7,C10HBH245-4A,#N/A,,131204,59.44726943,-26.45308489,0.075937255,131121,2.52043384,0.618547597,0.618547597,0.298019,0.62,TRUE,0.62,Barley,4,A,245,H7,2.58,1.46,charred,43.41085271,27.51714668,,,,
9,C10HBH245-4C,#N/A,,131130,60.78234013,-26.70470946,0.055740416,131128,2.59852579,0.745573184,0.745573184,0.177352158,0.75,TRUE,0.75,Barley,4,C,245,H7,2.58,1.46,charred,43.41085271,27.28960029,,,,
8,C10HBH245-4B,#N/A,,131120,61.81132389,-26.45731145,0.071643943,131121,2.567276384,1.593145288,1.593145288,0.295282947,1.59,TRUE,1.59,Barley,4,B,245,H7,2.58,1.46,charred,43.41085271,28.08938362,,,,
11,C10HBH245-8B,#N/A,,131120,61.37298963,-26.75941684,0.072200061,131121,2.534496563,0.480251084,0.480251084,0.298437891,0.48,TRUE,0.48,Barley,8,B,245,H8,2.5,1.35,charred,46,28.25090484,,,,
12,C10HBH245-8C,#N/A,,131120,62.11179655,-26.48498785,0.071694398,131121,2.598215139,0.754481277,0.754481277,0.297614627,0.75,TRUE,0.75,Barley,8,C,245,H8,2.5,1.35,charred,46,27.88982388,,,,
10,C10HBH245-8A,#N/A,,131130,62.48765398,-26.60562225,0.05557814,131128,2.637621357,0.924866476,0.924866476,0.176995844,0.92,TRUE,0.92,Barley,8,A,245,H8,2.5,1.35,charred,46,27.63939668,,,,
6,C10HBH245-24C,#N/A,,131130,62.46967972,-26.4164749,0.055274956,131128,2.989825579,0.418416646,0.418416646,0.178021726,0.42,TRUE,0.42,Barley,24,C,245,H9,2.49,1.19,charred,52.20883534,24.37643638,,,,
4,C10HBH245-24A,#N/A,,131130,62.40749792,-26.42329666,0.055285739,131128,2.581060412,0.686938906,0.686938906,0.177470322,0.69,TRUE,0.69,Barley,24,A,245,H9,2.49,1.19,charred,52.20883534,28.20885061,,,,
5,C10HBH245-24B,#N/A,,131130,62.87342906,-26.50762835,0.055419981,131206,2.655605079,1.161685397,1.161685397,0.901021706,1.16,TRUE,1.16,Barley,24,B,245,H9,2.49,1.19,charred,52.20883534,27.62170267,,,,
54,C4LEN215-4C,#N/A,,131021,49.72526002,-26.02692162,0.050919884,130927,4.890441602,0.222999891,0.222999891,0.322736888,0.22,TRUE,0.22,LE,4,C,215,1,1.39993,1.04942,charred,25.03768046,11.8624877,,,,
53,C4LEN215-4B,#N/A,,131017,48.85625,-26.16093512,0.049207001,130927,4.885403615,0.231931108,0.231931108,0.32268877,0.23,TRUE,0.23,LE,4,B,215,1,1.39993,1.04942,charred,25.03768046,11.66719535,,,,
52,C4LEN215-4A,#N/A,,131016,50.20491573,-26.32424465,0.047805277,130926,4.871976421,0.598543406,0.598543406,0.218246657,0.6,TRUE,0.6,LE,4,A,215,1,1.39993,1.04942,charred,25.03768046,12.02230812,,,,
55,C4LEN215-8A,#N/A,,131021,53.41229505,-26.42215143,0.051557418,130927,5.73044663,0.63217157,0.63217157,0.32055081,0.63,TRUE,0.63,LE,8,A,215,2,1.40023,0.91672,charred,34.53075566,10.8742561,,,,
57,C4LEN215-8C,#N/A,,131026,52.77038031,-26.4988421,0.075803099,130927,5.736507986,0.663485199,0.663485199,0.320385069,0.66,TRUE,0.66,LE,8,C,215,2,1.40023,0.91672,charred,34.53075566,10.73221616,,,,
56,C4LEN215-8B,#N/A,,131026,51.38169781,-25.86450158,0.073777704,130927,6.01170059,0.787719486,0.787719486,0.319729711,0.79,TRUE,0.79,LE,8,B,215,2,1.40023,0.91672,charred,34.53075566,9.971440396,,,,
50,C4LEN215-24B,#N/A,,131023,61.88275323,-25.77752362,0.082882107,131027,6.058210429,0.444507683,0.444507683,0.415760606,0.44,TRUE,0.44,LE,24,B,215,3,1.52062,0.89772,charred,40.96355434,11.91714059,,,,
49,C4LEN215-24A,#N/A,,131023,59.10194741,-26.01326407,0.083233622,130819,5.965282004,0.769880709,0.769880709,0.330543388,0.77,TRUE,0.77,LE,24,A,215,3,1.52062,0.89772,charred,40.96355434,11.55892914,,,,
51,C4LEN215-24C,#N/A,,131023,61.09693664,-25.72012899,0.08279856,131027,7.716726244,0.898356652,0.898356652,0.412860828,0.9,TRUE,0.9,LE,24,C,215,3,1.52062,0.89772,charred,40.96355434,9.237046535,,,,
108,C5LEN230-4C,#N/A,,131016,55.03550886,-26.32966221,0.047811714,130926,5.560198895,0.493606818,0.493606818,0.218447529,0.49,TRUE,0.49,LE,4,C,230,4,1.59689,0.98698,charred,38.19361384,11.54780519,,,,
107,C5LEN230-4B,#N/A,,131016,54.50069156,-25.91739727,0.047346653,130927,5.777559373,0.91088221,0.91088221,0.319083496,0.91,TRUE,0.91,LE,4,B,230,4,1.59689,0.98698,charred,38.19361384,11.00536334,,,,
106,C5LEN230-4A,#N/A,,131017,56.82352941,-26.3728835,0.049533004,130926,5.866952696,1.078591277,1.078591277,0.217446892,1.08,TRUE,1.08,LE,4,A,230,4,1.59689,0.98698,charred,38.19361384,11.29958278,,,,
110,C5LEN230-8B,#N/A,,131016,59.06674059,-26.21819937,0.047681018,130927,6.641295417,0.468614798,0.468614798,0.321420119,0.47,TRUE,0.47,LE,8,B,230,5,1.53211,0.88232,charred,42.41144565,10.37616806,,,,
109,C5LEN230-8A,#N/A,,131016,59.40477061,-25.92530558,0.047355097,130927,6.180983835,0.586863457,0.586863457,0.320791017,0.59,TRUE,0.59,LE,8,A,230,5,1.53211,0.88232,charred,42.41144565,11.21270781,,,,
111,C5LEN230-8C,#N/A,,131026,57.58046481,-26.43101627,0.075582129,130927,6.293408771,0.736716543,0.736716543,0.319998334,0.74,TRUE,0.74,LE,8,C,230,5,1.53211,0.88232,charred,42.41144565,10.67421669,,,,
104,C5LEN230-24B,#N/A,,131022,59.78227692,-26.22008391,0.048986042,130926,6.487178376,0.912980081,0.912980081,0.217700633,0.91,TRUE,0.91,LE,24,B,230,6,1.56617,0.8429,charred,46.18081051,10.75135994,,,,
103,C5LEN230-24A,#N/A,,131017,58.50769231,-25.53518277,0.048292498,130926,6.632653485,0.997870926,0.997870926,0.217567642,1,TRUE,1,LE,24,A,230,6,1.56617,0.8429,charred,46.18081051,10.2913524,,,,
105,C5LEN230-24C,#N/A,,131026,59.73708727,-25.97540924,0.074125032,130926,6.787304286,1.539435825,1.539435825,0.216864512,1.54,TRUE,1.54,LE,24,C,230,6,1.56617,0.8429,charred,46.18081051,10.26818094,,,,
162,C6LEN245-4C,#N/A,,131017,58.44925373,-25.72694559,0.048564981,130926,6.031064267,0.692912878,0.692912878,0.218073968,0.69,TRUE,0.69,LE,4,C,245,7,1.49022,0.83068,charred,44.25789481,11.30659416,,,,
160,C6LEN245-4A,#N/A,,131022,60.3849281,-26.57974336,0.049533571,130926,6.071294374,1.124238656,1.124238656,0.217381074,1.12,TRUE,1.12,LE,4,A,245,7,1.49022,0.83068,charred,44.25789481,11.60363482,,,,
161,C6LEN245-4B,#N/A,,131021,59.97578709,-26.48031595,0.051653063,130926,6.199420414,1.126150322,1.126150322,0.217378357,1.13,TRUE,1.13,LE,4,B,245,7,1.49022,0.83068,charred,44.25789481,11.2868215,,,,
164,C6LEN245-8B,#N/A,,131016,63.12318848,-26.15040691,0.047603315,130930,6.15431123,0.763228326,0.763228326,0.332264914,0.76,TRUE,0.76,LE,8,B,245,8,1.31942,0.7092,charred,46.24910946,11.96620014,,,,
163,C6LEN245-8A,#N/A,,131022,60.78789018,-26.08874905,0.048793557,130927,6.692505353,0.857194766,0.857194766,0.319364756,0.86,TRUE,0.86,LE,8,A,245,8,1.31942,0.7092,charred,46.24910946,10.59680964,,,,
165,C6LEN245-8C,#N/A,,131016,60.44309444,-26.34929111,0.047835106,130930,6.655221224,1.398235551,1.398235551,0.326873042,1.4,TRUE,1.4,LE,8,C,245,8,1.31942,0.7092,charred,46.24910946,10.59573245,,,,
159,C6LEN245-24C,#N/A,,131017,62.25857143,-25.91870841,0.048844378,130902,7.372080841,1.26035047,1.26035047,0.328602691,1.26,TRUE,1.26,LE,24,C,245,9,1.5564,0.74733,charred,51.98342328,9.852713443,,,,
158,C6LEN245-24B,#N/A,,131023,70.47459658,-26.05723522,0.083300667,131027,8.993540342,1.307336851,1.307336851,0.410385165,1.31,TRUE,1.31,LE,24,B,245,9,1.5564,0.74733,charred,51.98342328,9.142157544,,,,
157,C6LEN245-24A,#N/A,,131016,62.74280252,-26.41585103,0.047915264,130910,7.493178683,1.78752873,1.78752873,0.21017676,1.79,TRUE,1.79,LE,24,A,245,9,1.5564,0.74733,charred,51.98342328,9.768876383,,,,
214,C7LEN260-4A,#N/A,,131025,63.36501915,-25.75878113,0.072630007,130927,6.480491177,1.143234307,1.143234307,0.317873921,1.14,TRUE,1.14,LE,4,A,260,10,1.73374,0.89385,charred,48.44382664,11.40744639,,,,
215,C7LEN260-4B,#N/A,,131021,63.37028394,-26.18353738,0.051169912,130926,6.728168013,1.200030267,1.200030267,0.217275734,1.2,TRUE,1.2,LE,4,B,260,10,1.73374,0.89385,charred,48.44382664,10.98842921,,,,
216,C7LEN260-4C,#N/A,,131026,61.57050666,-25.89241718,0.073864849,130927,6.60167603,1.594012996,1.594012996,0.315563295,1.59,TRUE,1.59,LE,4,C,260,10,1.73374,0.89385,charred,48.44382664,10.88091228,,,,
218,C7LEN260-8B,#N/A,,131016,61.66269478,-26.75425906,0.048342551,130819,7.532954739,1.591167367,1.591167367,0.324029594,1.59,TRUE,1.59,LE,8,B,260,11,1.49895,0.74778,charred,50.11307916,9.550012322,,,,
217,C7LEN260-8A,#N/A,,131017,60.38695652,-25.95907953,0.048904069,130903,7.285588818,1.595974268,1.595974268,0.192742534,1.6,TRUE,1.6,LE,8,A,260,11,1.49895,0.74778,charred,50.11307916,9.669973291,,,,
219,C7LEN260-8C,#N/A,,131016,63.15812743,-26.39457989,0.047889507,130819,6.516729783,1.607426977,1.607426977,0.323907081,1.61,TRUE,1.61,LE,8,C,260,11,1.49895,0.74778,charred,50.11307916,11.30697212,,,,
212,C7LEN260-24B,#N/A,,131023,64.93353914,-26.64711265,0.08424431,131027,7.1784315,0.898044221,0.898044221,0.412862769,0.9,TRUE,0.9,LE,24,B,260,12,1.50684,0.70436,charred,53.25582013,10.55325187,,,,
211,C7LEN260-24A,#N/A,,131026,63.61657295,-26.07883452,0.074451567,130926,7.510235376,1.285734854,1.285734854,0.217162549,1.29,TRUE,1.29,LE,24,A,260,12,1.50684,0.70436,charred,53.25582013,9.882424636,,,,
213,C7LEN260-24C,#N/A,,131022,60.85889797,-26.13469333,0.048860434,130926,7.437700869,1.472215302,1.472215302,0.216938084,1.47,TRUE,1.47,LE,24,C,260,12,1.50684,0.70436,charred,53.25582013,9.546235978,,,,
273,LEN0-0C,#N/A,,131025,42.60279628,-26.27026328,0.073663751,130930,3.889951318,-0.069968306,-0.069968306,0.339558612,-0.07,TRUE,-0.07,LE,0,C,0,13,1.54484,1.54484,fresh,0,12.77734817,,,,
271,LEN0-0A,#N/A,,131026,41.23615197,-26.50358981,0.075818606,130930,4.088098564,-0.011797374,-0.011797374,0.339041612,-0.01,TRUE,-0.01,LE,0,A,0,13,1.54484,1.54484,fresh,0,11.76802448,,,,
272,LEN0-0B,#N/A,,131026,41.23201944,-26.12858281,0.07460953,130930,4.060936777,0.336383131,0.336383131,0.335971263,0.34,TRUE,0.34,LE,0,B,0,13,1.54484,1.54484,fresh,0,11.84554828,,,,
61,C4NB215-4A,#N/A,,131025,48.29929908,-28.09364208,0.077981104,130926,1.634710932,3.722122105,3.722122105,0.216605233,3.72,TRUE,3.72,NB,4,A,215,1,1.97168,1.41168,charred,28.4021748,34.47042603,,,,
63,C4NB215-4C,#N/A,,131021,51.13271899,-27.916968,0.054155044,130902,1.713083625,4.155619638,4.155619638,0.290358045,4.16,TRUE,4.16,NB,4,C,215,1,1.97168,1.41168,charred,28.4021748,34.82307456,,,,
