,ID,,,RunfileC,pcC,normd13C,d13Csd,RunfileN,pcN,normd15Nav,normd15N,d15Nsd,d15n28th,,normd15N1,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN,,,,
175,C6PEA245-24A,#N/A,,131026,62.8399225,-27.27356284,0.078397552,130910,6.372909222,2.077247132,2.077247132,0.209389817,2.08,TRUE,2.08,PE,24,A,245,9,6.14764,2.82293,charred,54.08107827,11.50388941,,,,
177,C6PEA245-24C,#N/A,,131023,65.21291785,-27.47570638,0.085704977,130903,6.679533728,2.650999623,2.650999623,0.189639775,2.65,TRUE,2.65,PE,24,C,245,9,6.14764,2.82293,charred,54.08107827,11.39027671,,,,
281,PEA0-0B,#N/A,,131026,40.24451322,-27.89133328,0.080553597,130903,3.416224034,1.224649955,1.224649955,0.193873312,1.22,TRUE,1.22,PE,0,B,0,10,6.07954,6.07954,fresh,0,13.74380943,,,,
282,PEA0-0C,#N/A,,131026,39.55311047,-27.29033184,0.07845509,130903,3.580983997,1.905942526,1.905942526,0.191813868,1.91,TRUE,1.91,PE,0,C,0,10,6.07954,6.07954,fresh,0,12.88620547,,,,
280,PEA0-0A,#N/A,,131023,40.52227802,-27.57591608,0.085892003,130910,3.164879651,2.154246421,2.154246421,0.209190611,2.15,TRUE,2.15,PE,0,A,0,10,6.07954,6.07954,fresh,0,14.93768997,,,,
231,C7PEA260-4A,#N/A,,131023,65.51724898,-27.9741364,0.086656719,131027,5.926649191,1.35721705,1.35721705,0.410092263,1.36,TRUE,1.36,PE,4,A,260,11,4.12726,1.98933,charred,51.80022582,12.89713429,,,,
232,C7PEA260-4B,#N/A,,131023,61.48285461,-27.99249308,0.086692789,131027,6.494955634,2.082448339,2.082448339,0.406059307,2.08,TRUE,2.08,PE,4,B,260,11,4.12726,1.98933,charred,51.80022582,11.04395489,,,,
234,C7PEA260-8B,#N/A,,131026,62.08222997,-27.56844983,0.079417515,130903,6.243977277,1.746890401,1.746890401,0.192288639,1.75,TRUE,1.75,PE,8,B,260,12,4.1148,1.92322,charred,53.26091183,11.59986097,,,,
233,C7PEA260-8A,#N/A,,131016,72.2210461,-28.23189715,0.050575261,130910,7.315523532,2.689877655,2.689877655,0.207921682,2.69,TRUE,2.69,PE,8,A,260,12,4.1148,1.92322,charred,53.26091183,11.51768383,,,,
229,C7PEA260-24A,#N/A,,131017,66.38636364,-27.45281095,0.051314334,130910,6.842440764,2.507831192,2.507831192,0.208329928,2.51,TRUE,2.51,PE,24,A,260,13,4.078,1.76786,charred,56.64884747,11.31917107,,,,
230,C7PEA260-24B,#N/A,,131021,64.08089692,-27.76028837,0.053869707,130926,6.428853231,3.111638636,3.111638636,0.216260682,3.11,TRUE,3.11,PE,24,B,260,13,4.078,1.76786,charred,56.64884747,11.62898634,,,,
95,RYE2154E,1.673764914,not using 190228 ,181031,47.38589472,-25.78553174,0.082062899,181112,1.445875133,3.769880543,3.769880543,0.270995572,3.77,TRUE,3.77,rye,4,E,215,1,1309.28,994.88,charred,24.01319809,42.33074995,,,,
94,RYE2154C,1.935192161,not using 190228 ,181031,42.30934627,-25.62407343,0.081952439,181112,1.380744398,3.888653257,3.888653257,0.270459371,3.89,TRUE,3.89,rye,4,C,215,1,1309.28,994.88,charred,24.01319809,44.28191553,,,,
93,RYE2154B,2.265098033,not using 190228 ,181031,43.95258208,-25.77702964,0.082056943,181112,1.432668851,3.967638551,3.967638551,0.270109195,3.97,TRUE,3.97,rye,4,B,215,1,1309.28,994.88,charred,24.01319809,38.20212699,,,,
97,RYE2158C,1.804810963,not using 190228 ,181031,48.40876535,-25.88101167,0.082129507,181112,1.45463054,3.586436543,3.586436543,0.271846317,3.59,TRUE,3.59,rye,8,C,215,2,1367.11,1008.17,charred,26.25538545,40.102005,,,,
96,RYE2158B,2.457597013,not using 190228 ,181031,45.21146001,-26.03039395,0.082235899,181112,1.399550234,4.34983502,4.34983502,0.268487698,4.35,TRUE,4.35,rye,8,B,215,2,1367.11,1008.17,charred,26.25538545,37.67540713,,,,
98,RYE2158E,3.525593207,not using 190228 ,181031,43.70081381,-25.6846581,0.081993513,181112,1.426897759,5.519361206,5.519361206,0.26429557,5.52,TRUE,5.52,rye,8,E,215,2,1367.11,1008.17,charred,26.25538545,32.81472169,,,,
92,RYE21524C,2.195280041,190402 and 181031 ,185716.5,64.28368166,-26.06087947,0.072376483,181112,1.845735323,4.175881505,4.175881505,0.269210648,4.18,TRUE,4.18,rye,24,C,215,3,1260.24,764.62,charred,39.3274297,45.77932228,,,,
90,RYE21524A,3.681029904,190402 and 181031 ,185716.5,50.62846116,-24.99637328,0.070499562,181112,1.997766856,5.676192305,5.676192305,0.263823711,5.68,TRUE,5.68,rye,24,A,215,3,1260.24,764.62,charred,39.3274297,40.07520881,,,,
91,RYE21524B,3.793253015,190402 and 181031 ,185716.5,85.72833681,-24.85490151,0.070114206,181112,2.195270994,5.83519579,5.83519579,0.263367512,5.84,TRUE,5.84,rye,24,B,215,3,1260.24,764.62,charred,39.3274297,35.19174737,not dAs - not using low value from 190228?,,,
103,RYE2304B,,not using 190228 ,181129,51.8787542,-25.7642876,0.079718614,181210,2.488514939,4.035961762,4.035961762,0.385609656,4.04,TRUE,4.04,rye,4,B,230,4,1199.55,777.88,charred,35.1523488,15.18214001,,,,
104,RYE2304E,,da/db,181129,56.80593376,-25.27898158,0.077957306,181210,2.2946921,4.205826822,4.205826822,0.384165838,4.205826822,DA/DB average,4.21,rye,4,E,230,4,1199.55,777.88,charred,35.1523488,35.93940151,,,,
102,RYE2304A,,not using 190228 ,181129,56.59867753,-25.39296974,0.078366345,181210,3.227693497,6.213413115,6.213413115,0.373998178,6.21,TRUE,6.21,rye,4,A,230,4,1199.55,777.88,charred,35.1523488,16.75311228,,,,
105,RYE2308A,,,181129,61.84891946,-25.22253447,0.077755818,181210,2.870117465,4.263498291,4.263498291,0.383661772,4.26,TRUE,4.26,rye,8,A,230,5,1378.23,772.26,charred,43.96726236,32.2799102,,,,
107,RYE2308C,,not using 190228 ,181129,50.50477487,-24.6333366,0.075697119,181210,2.961457191,4.83280619,4.83280619,0.37952193,4.83,TRUE,4.83,rye,8,C,230,5,1378.23,772.26,charred,43.96726236,23.91772921,,,,
106,RYE2308B,,,181129,60.63415545,-25.36956087,0.078282105,181210,2.60405181,5.3198024,5.3198024,0.376832804,5.32,TRUE,5.32,rye,8,B,230,5,1378.23,772.26,charred,43.96726236,32.62698086,,,,
99,RYE23024A,,not using 190228 ,181129,66.52515563,-25.28189959,0.077967731,181210,2.83197265,4.98542496,4.98542496,0.378593637,4.99,TRUE,4.99,rye,24,A,230,6,1317.36,655.14,charred,50.26871926,24.96271942,,,,
101,RYE23024C,,not using 190228 ,181129,59.30053982,-25.05685436,0.077168657,181210,2.52230443,4.992480854,4.992480854,0.378552599,4.99,TRUE,4.99,rye,24,C,230,6,1317.36,655.14,charred,50.26871926,12.46996732,,,,
100,RYE23024B,,not using 190228 ,181129,61.16668977,-25.13976381,0.077461694,181210,2.840089734,5.021985655,5.021985655,0.378382803,5.02,TRUE,5.02,rye,24,B,230,6,1317.36,655.14,charred,50.26871926,16.88579786,,,,
113,RYE2454C,#N/A,,181206,61.57455433,-25.46532232,0.072347654,200825,2.545942125,2.727279405,2.727279405,0.404359434,2.73,TRUE,2.73,rye,4,C,245,7,1254.2,674.38,charred,46.23026631,36.45246774,,,,
111,RYE2454A,#N/A,,181206,61.87366082,-25.5344956,0.072547847,200825,2.394457232,3.495901816,3.495901816,0.403059218,3.5,TRUE,3.5,rye,4,A,245,7,1254.2,674.38,charred,46.23026631,59.09567891,,,,
112,RYE2454B,#N/A,,181206,60.27564151,-25.45739584,0.072324769,200825,2.439873414,3.895736831,3.895736831,0.402665552,3.9,TRUE,3.9,rye,4,B,245,7,1254.2,674.38,charred,46.23026631,33.62055111,,,,
114,RYE2458B,#N/A,DA/DB,181206,65.61020412,-25.28037739,0.071816637,200825,2.383249748,2.723107349,2.723107349,0.404369469,2.723107349,DA/DB average,2.72,rye,8,B,245,8,1050.01,536.86,charred,48.87096313,35.99337055,,,,
115,RYE2458C,#N/A,,181206,57.50119231,-25.7986652,0.073320358,200825,2.364578885,3.000610967,3.000610967,0.403815412,3,TRUE,3,rye,8,C,245,8,1050.01,536.86,charred,48.87096313,32.01871069,,,,
116,RYE2458D,#N/A,,181206,63.66420673,-24.75367416,0.070339151,190208,2.507338698,4.98567036,4.98567036,0.285817658,4.99,TRUE,4.99,rye,8,D,245,8,1050.01,536.86,charred,48.87096313,29.62300542,,,,
121,RYE2604B,#N/A,just using200827 as 190214 has low nug,181213,53.41597091,-25.83872024,0.097792557,200827,2.012884936,1.759916107,1.759916107,,1.76,FALSE,1.76,rye,4,B,260,10,1266.09,632.93,charred,50.00908308,28.14228682,,,,
122,RYE2604C,#N/A,just using200827 as 190214 has low nug,181213,65.95792596,-25.14128578,0.096548034,200827,2.305622312,3.660707665,3.660707665,,3.66,FALSE,3.66,rye,4,C,260,10,1266.09,632.93,charred,50.00908308,32.95908882,,,,
120,RYE2604A,#N/A,,181213,65.07902535,-25.2481884,0.096731768,190214,2.611998233,4.461134074,4.461134074,0.36954224,4.46,TRUE,4.46,rye,4,A,260,10,1266.09,632.93,charred,50.00908308,29.06798657,,,,
124,RYE2608B,#N/A,,181213,57.6421443,-25.21277265,0.096670614,190214,2.920878047,3.287576193,3.287576193,0.38282054,3.29,TRUE,3.29,rye,8,B,260,11,1160.39,544.6,charred,53.06750317,23.02361388,,,,
125,RYE2608C,#N/A,DA/DB,181213,67.37113086,-25.20256698,0.096653044,190214,2.830085551,4.227763309,2.723107349,0.372010612,2.723107349,DA/DB average,2.72,rye,8,C,260,11,1160.39,544.6,charred,53.06750317,27.77288928,,,,
123,RYE2608A,#N/A,,181213,67.0078852,-25.48053009,0.097139924,190214,2.930725753,4.419073364,4.419073364,0.369977203,4.42,TRUE,4.42,rye,8,A,260,11,1160.39,544.6,charred,53.06750317,26.67457574,,,,
118,RYE26024B,#N/A,not using 190122A,181213,65.23859275,-25.33882382,0.096889554,190214,2.38018851,2.845795084,2.845795084,0.388404285,2.85,TRUE,2.85,rye,24,B,260,12,1308.68,544.31,charred,58.40770853,31.97716954,,,,
117,RYE26024A,#N/A,not using 190122A,181213,65.06767517,-25.8023929,0.097725088,190214,2.422366677,3.475996217,3.475996217,0.380533438,3.48,TRUE,3.48,rye,24,A,260,12,1308.68,544.31,charred,58.40770853,31.33806637,,,,
119,RYE26024C,#N/A,,181213,66.05231986,-25.31927634,0.096855383,190214,2.575672047,4.571495738,4.571495738,0.36841597,4.57,TRUE,4.57,rye,24,C,260,12,1308.68,544.31,charred,58.40770853,29.91880893,,,,
130,RYE3004B,#N/A,not using 190122A,181219,70.41117123,-25.55107632,0.069924679,190222,2.711372914,2.93413335,2.93413335,0.263699161,2.93,TRUE,2.93,rye,4,B,300,13,1410.64,570.16,charred,59.58146657,30.29696359,,,,
131,RYE3004C,#N/A,,181219,68.0178549,-25.36184695,0.069502753,190222,2.677614485,3.033017074,3.033017074,0.26287281,3.03,TRUE,3.03,rye,4,C,300,13,1410.64,570.16,charred,59.58146657,29.63614236,,,,
129,RYE3004A,#N/A,not using 190122A,181219,66.40682971,-25.15640686,0.069054693,190222,2.61511845,3.495812881,3.495812881,0.259148495,3.5,TRUE,3.5,rye,4,A,300,13,1410.64,570.16,charred,59.58146657,29.62566941,,,,
133,RYE3008B,#N/A,,181219,70.34850152,-25.23950914,0.069234669,190222,2.558755206,3.154973454,3.154973454,0.261868322,3.15,TRUE,3.15,rye,8,B,300,14,1251.59,478.18,charred,61.79419778,32.0754606,,,,
132,RYE3008A,#N/A,,181219,66.81856807,-25.60638329,0.070049643,190222,2.399921588,3.28322367,3.28322367,0.260829675,3.28,TRUE,3.28,rye,8,A,300,14,1251.59,478.18,charred,61.79419778,32.48230962,,,,
134,RYE3008C,#N/A,,181219,69.36553866,-25.25959927,0.069278438,190222,3.04097103,3.42760469,3.42760469,0.259682343,3.43,TRUE,3.43,rye,8,C,300,14,1251.59,478.18,charred,61.79419778,26.61204628,,,,
127,RYE30024B,#N/A,not using 190122A,181219,71.42731354,-25.25123952,0.069260213,190222,4.624377945,2.654620523,2.654620523,0.266091719,2.65,TRUE,2.65,rye,24,B,300,15,1278.56,408.5,charred,68.04999374,18.02012439,,,,
128,RYE30024C,#N/A,Da/DB,181219,67.61696821,-25.10624532,0.068946918,190222,4.826937206,3.30947326,3.30947326,0.260620281,3.30947326,FALSE,3.31,rye,24,C,300,15,1278.56,408.5,charred,68.04999374,16.3429644,,,,
126,RYE30024A,#N/A,not using 190122A,181219,72.30977534,-25.489629,0.06978671,190222,4.188624753,4.405992071,4.405992071,0.252543586,4.41,TRUE,4.41,rye,24,A,300,15,1278.56,408.5,charred,68.04999374,20.14059734,,,,
89,RYE0C,#N/A,"not using 190122A , also average of 190402 and 190117 for C",190259.5,33.45971965,-24.89035155,0.153170373,190405,1.62857425,3.353983843,3.353983843,0.392668591,3.35,TRUE,3.35,rye,0,C,0,16,1627.4,1627.4,fresh,0,30.48714852,,,,
87,RYE0A,#N/A,also average of 190402 and 190117 for C,190259.5,40.70540803,-25.61662021,0.159106867,190405,1.417245323,3.734427714,3.734427714,0.386997767,3.73,TRUE,3.73,rye,0,A,0,16,1627.4,1627.4,fresh,0,46.31099615,,,,
88,RYE0B,#N/A,also average of 190402 and 190117 for C,190259.5,37.69578645,-25.82604767,0.160929011,190405,1.221305395,4.082014977,4.082014977,0.382050955,4.08,TRUE,4.08,rye,0,B,0,16,1627.4,1627.4,fresh,0,39.5156128,,,,
86,RYE24524C,#N/A,,190308,57.24574527,-25.65776175,0.073259561,190322,2.635236414,3.842234765,3.842234765,0.39498585,3.84,TRUE,3.84,rye,24,C,245,9,1261.9,554.28,charred,56.07575878,25.34372342,,,,
85,RYE24524B,#N/A,,190308,63.31922829,-25.49496423,0.073122809,190322,3.080853049,4.567550644,4.567550644,0.38540673,4.57,TRUE,4.57,rye,24,B,245,9,1261.9,554.28,charred,56.07575878,23.97791516,,,,
84,RYE24524A,#N/A,,190308,68.35645887,-25.12486514,0.072867464,190322,2.764362977,4.705266819,4.705266819,0.383676807,4.71,TRUE,4.71,rye,24,A,245,9,1261.9,554.28,charred,56.07575878,28.84903418,,,,
145,SPT2154B,#N/A,,181031,50.42485745,-26.93169807,0.082930972,181112,2.120022874,6.338267102,6.338267102,0.262072644,6.34,TRUE,6.34,spelt,4,B,215,1,2780.5,2242.28,charred,19.35695019,27.74922906,,,,
144,SPT2154A,#N/A,,181031,43.17104542,-27.77070411,0.083658486,181112,2.257882806,7.239298419,7.239298419,0.260325676,7.24,TRUE,7.24,spelt,4,A,215,1,2780.5,2242.28,charred,19.35695019,22.3068352,,,,
146,SPT2154C,#N/A,,181031,45.6861399,-27.35416014,0.083287723,181112,2.364611602,7.278452641,7.278452641,0.2602666,7.28,TRUE,7.28,spelt,4,C,215,1,2780.5,2242.28,charred,19.35695019,22.54090967,,,,
149,SPT2158C,#N/A,Da/DB C,181031,64.55999164,-27.04441979,0.083024269,181112,1.761348838,6.213301907,6.213301907,0.262373115,6.21,TRUE,6.21,spelt,8,C,215,2,2757.69,1928.8,charred,30.05740312,42.76267633,,,,
147,SPT2158A,#N/A,,181031,51.57609381,-27.15498358,0.083117092,181112,2.916498091,7.177086505,7.177086505,0.260422441,7.18,TRUE,7.18,spelt,8,A,215,2,2757.69,1928.8,charred,30.05740312,20.63162997,,,,
148,SPT2158B,#N/A,,181031,62.28882516,-27.5228635,0.083435625,181112,2.946103183,7.522711598,7.522711598,0.25992997,7.52,TRUE,7.52,spelt,8,B,215,2,2757.69,1928.8,charred,30.05740312,24.66658209,,,,
143,SPT21524C,#N/A,Da/DB C,181031,55.36014801,-27.38595842,0.083315601,181112,2.94480302,6.985503308,6.985503308,0.260742759,6.99,TRUE,6.99,spelt,24,C,215,3,2710.15,1608.74,charred,40.64018597,21.93248204,,,,
142,SPT21524B,#N/A,,181031,61.69535031,-27.70859606,0.083602017,181112,3.71595023,7.741405322,7.741405322,0.259675355,7.74,TRUE,7.74,spelt,24,B,215,3,2710.15,1608.74,charred,40.64018597,19.36998728,,,,
141,SPT21524A,#N/A,,181031,63.80832982,-27.54778183,0.083457732,181112,3.600689843,7.848070062,7.848070062,0.259567248,7.85,TRUE,7.85,spelt,24,A,215,3,2710.15,1608.74,charred,40.64018597,20.67466366,,,,
154,SPT2304B,#N/A,,181129,61.32930905,-27.25790321,0.085437616,181210,3.267573083,6.274534232,6.274534232,0.373904966,6.27,TRUE,6.27,spelt,4,B,230,4,2644.56,1679.74,charred,36.48319569,21.89724873,,,,
155,SPT2304C,#N/A,,181129,53.35521791,-27.15445153,0.085028209,181210,3.701909356,6.355121856,6.355121856,0.37380189,6.36,TRUE,6.36,spelt,4,C,230,4,2644.56,1679.74,charred,36.48319569,16.81504009,,,,
153,SPT2304A,#N/A,,181129,56.86251385,-27.46790531,0.086274311,181210,3.154139739,6.759640561,6.759640561,0.3736256,6.76,TRUE,6.76,spelt,4,A,230,4,2644.56,1679.74,charred,36.48319569,21.03254928,,,,
157,SPT2308B,#N/A,,181129,65.182099,-27.23191527,0.085334596,181210,3.155871845,6.626072389,6.626072389,0.373620863,6.63,TRUE,6.63,spelt,8,B,230,5,2658.01,1510.65,charred,43.16612804,24.09660021,,,,
156,SPT2308A,#N/A,,181206,60.46593387,-27.35374105,0.078097672,181210,3.55696379,6.880185792,6.880185792,0.373683161,6.88,TRUE,6.88,spelt,8,A,230,5,2658.01,1510.65,charred,43.16612804,19.83252956,,,,
158,SPT2308D,#N/A,Da/DA both,181129,66.42397373,-27.05814892,0.08464885,181210,3.086805467,6.806863889,6.806863889,0.373642624,6.79,FALSE,6.81,spelt,8,D,230,5,2658.01,1510.65,charred,43.16612804,25.10512465,,,,
150,SPT23024A,#N/A,,181129,57.59868886,-27.2077939,0.085239079,181210,4.822783485,6.876772617,6.876772617,0.373680836,6.88,TRUE,6.88,spelt,24,A,230,6,2790.49,1439.43,charred,48.41658633,13.93354492,,,,
151,SPT23024B,#N/A,,181129,61.22591808,-26.82533426,0.083738249,181210,4.510884267,7.031727202,7.031727202,0.37382721,7.03,TRUE,7.03,spelt,24,B,230,6,2790.49,1439.43,charred,48.41658633,15.83508544,,,,
152,SPT23024C,#N/A,Da/DA both,181129,62.11653212,-27.12164728,0.084898867,181210,4.124146464,6.9361174,6.9361174,0.373749826,7.05,FALSE,6.94,spelt,24,C,230,6,2790.49,1439.43,charred,48.41658633,17.57194807,Duplicated,,,
162,SPT2454B,#N/A,,181206,64.31302771,-27.33942483,0.078052013,190208,3.447664688,6.426671087,6.426671087,0.283092582,6.43,TRUE,6.43,spelt,4,B,245,7,2923.83,1487.87,charred,49.11229449,21.76309835,,,,
163,SPT2454C,#N/A,,181206,62.70594695,-27.38033832,0.078182576,190208,3.142112927,6.49357932,6.49357932,0.283056317,6.49,TRUE,6.49,spelt,4,C,245,7,2923.83,1487.87,charred,49.11229449,23.28272083,,,,
164,SPT2454D,#N/A,,181206,63.22570964,-27.03180052,0.077078244,190208,3.027284647,6.215022198,6.215022198,0.283290181,6.22,TRUE,6.22,spelt,4,D,245,7,2923.83,1487.87,charred,49.11229449,24.36616854,,,,
166,SPT2458B,#N/A,,181206,68.37783789,-26.97415835,0.076897106,190208,3.291222665,6.296710249,6.296710249,0.283186049,6.3,TRUE,6.3,spelt,8,B,245,8,2737.37,1456.61,charred,46.78797532,24.2384525,,,,
167,SPT2458C,#N/A,,181206,69.28442369,-27.38320238,0.078191724,190208,3.2349972,6.711611238,6.711611238,0.28299409,6.71,TRUE,6.71,spelt,8,C,245,8,2737.37,1456.61,charred,46.78797532,24.98667623,,,,
165,SPT2458A,#N/A,,181206,65.39979068,-27.3901103,0.078213795,190208,3.394136293,7.020318285,7.020318285,0.283052486,7.02,TRUE,7.02,spelt,8,A,245,8,2737.37,1456.61,charred,46.78797532,22.47987388,,,,
160,SPT24524B,#N/A,not using 190228 ,181206,65.66056882,-26.93532781,0.076775486,190208,3.652747677,5.101271678,5.101271678,0.285463175,5.1,TRUE,5.1,spelt,24,B,245,9,2587.1,1234.58,charred,52.27938619,23.1980225,duplicated plus extra,average of all three,,
159,SPT24524A,#N/A,,181206,66.2175626,-27.09452535,0.077275529,190208,4.087335822,6.442113917,6.442113917,0.283083497,6.44,TRUE,6.44,spelt,24,A,245,9,2587.1,1234.58,charred,52.27938619,18.90077703,,,,
161,SPT24524C,#N/A,,181206,61.12773895,-26.70698718,0.076064914,190208,3.792118672,6.519837759,6.519837759,0.283044287,6.52,TRUE,6.52,spelt,24,C,245,9,2587.1,1234.58,charred,52.27938619,18.80629316,,,,
171,SPT2604A,#N/A,,181213,75.80268278,-26.98981645,0.1000758,190208,3.524317944,5.816875352,5.816875352,0.357270414,5.82,TRUE,5.82,spelt,4,A,260,10,2683.39,1418.53,charred,47.13664432,25.09321368,,,,
172,SPT2604B,#N/A,,181213,69.24831487,-27.17877756,0.100476804,190214,3.400234312,6.073642114,6.073642114,0.355344123,6.07,TRUE,6.07,spelt,4,B,260,10,2683.39,1418.53,charred,47.13664432,23.76003924,,,,
173,SPT2604C,#N/A,da/db,181213,63.08643282,-27.30885284,0.100757007,190214,3.535092772,6.126851166,6.126851166,0.35499939,6.13,TRUE,6.13,spelt,4,C,260,10,2683.39,1418.53,charred,47.13664432,20.82005849,,,,
174,SPT2608A,#N/A,,181213,64.31264933,-26.88089305,0.099847933,190214,3.892602058,6.15840298,6.15840298,0.354737138,6.16,TRUE,6.16,spelt,8,A,260,11,2583.47,1313.97,charred,49.13933585,19.27539037,,,,
176,SPT2608C,#N/A,,181213,64.53110529,-27.60057162,0.101397598,190214,4.091445279,6.220828993,6.220828993,0.354299345,6.22,TRUE,6.22,spelt,8,C,260,11,2583.47,1313.97,charred,49.13933585,18.40090344,,,,
175,SPT2608B,#N/A,,181213,58.58792038,-27.11775971,0.100346529,190214,3.918202861,6.610387167,6.610387167,0.351746464,6.61,TRUE,6.61,spelt,8,B,260,11,2583.47,1313.97,charred,49.13933585,17.44487873,,,,
168,SPT26024A,#N/A,,181213,57.70645442,-27.68845057,0.101593839,190214,4.18931417,6.307738975,6.307738975,0.35370297,6.31,TRUE,6.31,spelt,24,A,260,12,2762.57,1279.25,charred,53.69348107,16.07045786,,,,
169,SPT26024B,#N/A,,181213,63.88160872,-26.95857757,0.100010202,190214,3.872523199,6.309277581,6.309277581,0.353692551,6.31,TRUE,6.31,spelt,24,B,260,12,2762.57,1279.25,charred,53.69348107,19.24547374,,,,
170,SPT26024C,#N/A,Da/DB C,181213,54.38008128,-27.3937978,0.100942237,190214,3.89435826,6.372750922,6.372750922,0.353266889,6.37,TRUE,6.37,spelt,24,C,260,12,2762.57,1279.25,charred,53.69348107,16.2911124,,,,
180,SPT3004A,#N/A,,181219,69.02668047,-26.883885,0.0731333,190222,3.636459453,5.36717761,5.36717761,0.246674187,5.37,TRUE,5.37,spelt,4,A,300,13,2845.63,1250.25,charred,56.06421074,22.14547646,,,,
181,SPT3004B,#N/A,,181219,65.82073991,-26.65933641,0.072564901,190222,4.02949227,6.205887503,6.205887503,0.242544142,6.21,TRUE,6.21,spelt,4,B,300,13,2845.63,1250.25,charred,56.06421074,19.05720574,,,,
182,SPT3004C,#N/A,,181219,64.12973558,-26.90939209,0.073198547,190222,4.486008587,6.269426843,6.269426843,0.242270419,6.27,TRUE,6.27,spelt,4,C,300,13,2845.63,1250.25,charred,56.06421074,16.67808329,,,,
184,SPT3008B,#N/A,,181219,72.65529263,-27.08649672,0.073655345,190222,4.091012161,5.920214707,5.920214707,0.243843676,5.92,TRUE,5.92,spelt,8,B,300,14,2674.97,1121.49,charred,58.07467,20.71969105,,,,
183,SPT3008A,#N/A,,181219,61.14999406,-26.73262471,0.072749226,190222,3.87818619,6.080164585,6.080164585,0.243102223,6.08,TRUE,6.08,spelt,8,A,300,14,2674.97,1121.49,charred,58.07467,18.39562523,,,,
185,SPT3008C,#N/A,,181219,67.24083182,-27.70146405,0.075291235,190222,5.039806293,6.608441742,6.608441742,0.240905353,6.61,TRUE,6.61,spelt,8,C,300,14,2674.97,1121.49,charred,58.07467,15.56560561,,,,
178,SPT30024B,#N/A,,181219,65.89323417,-26.99489435,0.073418259,190222,5.51457054,5.668838628,5.668838628,0.24507935,5.67,TRUE,5.67,spelt,24,B,300,15,2608.59,938.12,charred,64.03727684,13.94042189,,,,
177,SPT30024A,#N/A,,181219,59.980314,-26.55416231,0.072302419,190222,5.522102314,5.985988081,5.985988081,0.243534537,5.99,TRUE,5.99,spelt,24,A,300,15,2608.59,938.12,charred,64.03727684,12.67217248,,,,
179,SPT30024C,#N/A,Da/DA both,181219,65.60832587,-26.88176694,0.073128294,190222,5.635679325,6.10124238,6.10124238,0.243010483,6.1,TRUE,6.1,spelt,24,C,300,15,2608.59,938.12,charred,64.03727684,13.58186696,Duplicated,,,
138,SPT0A,#N/A,not using 190122A,190117,43.37972714,-26.97032288,0.275822445,200827,1.952478716,5.382926378,5.382926378,NA,6.59,FALSE,5.38,spelt,0,A,0,16,1627.4,1627.4,fresh,0,25.71598139,,,,
139,SPT0B,#N/A,not using 190122A,190117,39.48200722,-27.67850743,0.286021507,200827,2.038118904,6.017594675,6.017594675,NA,6.02,TRUE,6.02,spelt,0,B,0,16,1627.4,1627.4,fresh,0,24.92075742,,,,
140,SPT0C,#N/A,not using 190122A and a da/db,190117,45.35377806,-26.96712263,0.275776665,200827,2.08547442,4.87962469,4.87962469,NA,5.08,FALSE,4.88,spelt,0,C,0,16,1627.4,1627.4,fresh,0,25.08673917,,,,