,ID,X.x,Cugdc,RunfileC,pcC,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15N,d15Nsd,,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN
80,C5BW230-4B,18,347.1717244,131016,57.86195407,-26.96919404,0.048630793,54.83839403,130927,1.878027193,1.676370501,0.315146345,0,BW,4,B,230,4,3.16556,1.95498,charred,38.24220675,35.9449604
81,C5BW230-4C,61,382.7571892,131021,55.47205641,-26.89667434,0.052350982,56.48960132,130819,1.947917287,1.530061429,0.324492294,0,BW,4,C,230,4,3.16556,1.95498,charred,38.24220675,33.22389486
79,C5BW230-4A,53,386.39,131017,61.33174603,-26.96835752,0.050491009,74.88329528,130930,2.463266292,1.75563042,0.323904935,0,BW,4,A,230,4,3.16556,1.95498,charred,38.24220675,29.04830222
75,C4PEA215-8C,60,384.7423883,131026,56.57976299,-27.80864206,0.080260768,79.97164436,130902,5.061496478,0.929852866,0.333077373,0,PE,8,C,215,2,6.14241,3.75692,charred,38.83638507,13.0415429
73,C4PEA215-8A,45,352.4159252,131016,55.93903575,-27.67846245,0.04967165,83.66624951,130910,5.19666146,0.606042813,0.213985065,0,PE,8,A,215,2,6.14241,3.75692,charred,38.83638507,12.55848757
74,C4PEA215-8B,19,349.1836377,131022,58.19727295,-27.73725009,0.051488402,87.79025416,130910,5.320621464,1.635233023,0.210613972,0,PE,8,B,215,2,6.14241,3.75692,charred,38.83638507,12.76106915
89,C5EIN230-4B,58,403.86,131017,63.103125,-27.21058423,0.050897879,81.84223829,130819,2.783749602,1.567534256,0.32420812,0,EI,4,B,230,4,1.75698,1.07113,charred,39.03573177,26.44645641
88,C5EIN230-4A,34,353.79,131017,58.965,-27.41243983,0.051244269,90.48351616,130930,2.986254659,2.101345816,0.321081015,0,EI,4,A,230,4,1.75698,1.07113,charred,39.03573177,23.03638097
90,C5EIN230-4C,42,371.7445262,131021,59.00706765,-27.26016148,0.052978805,93.62670547,130903,3.069728048,1.599740795,0.192731166,0,EI,4,C,230,4,1.75698,1.07113,charred,39.03573177,22.42595365
99,C5EM230-4C,47,318.8089285,131021,49.81389508,-25.29893238,0.049804171,79.33790812,130902,2.803459651,1.075418519,0.331104116,0,EM,4,C,230,4,2.27731,1.38325,charred,39.25947719,20.73017563
97,C5EM230-4A,18,373.9840613,131025,59.36254941,-25.3492746,0.071862914,82.7511861,130926,2.833944729,1.141946525,0.217356022,0,EM,4,A,230,4,2.27731,1.38325,charred,39.25947719,24.43812927
98,C5EM230-4B,66,369.515589,131021,59.59928855,-25.60365364,0.05026171,82.98403917,130902,2.775385925,1.067398967,0.33121273,0,EM,4,B,230,4,2.27731,1.38325,charred,39.25947719,25.05327373
87,RYE21524C,87,501.666825,181031,70.6572993,-26.06087947,0.072376483,37.63403203,NA,1.664134082,1.81514957,0.387486875,-0.377014447,rye,24,C,215,3,1260.24,764.62,charred,39.3274297,45.77932228
85,RYE21524A,85,393.1935033,181031,61.43648489,-24.99637328,0.070499562,34.87642542,NA,1.77994461,3.365974786,0.367899751,-0.654455081,rye,24,A,215,3,1260.24,764.62,charred,39.3274297,40.07520881
86,RYE21524B,86,418.4996648,181031,66.42851822,-24.85490151,0.070114206,45.8061571,NA,2.062383585,3.425890724,0.367302203,-0.364856873,rye,24,B,215,3,1260.24,764.62,charred,39.3274297,35.19174737
250,C9HBH230-4A,67,370.3601894,131120,57.86877959,-26.33305471,0.071418655,63.27825491,131121,2.047839965,0.505172511,0.298361849,0,HBH,4,A,230,H4,2.56,1.54,charred,39.84375,32.96818958
252,C9HBH230-4C,37,412.2103729,131130,58.88719613,-26.70247396,0.055736729,68.40741116,131128,2.400260041,1.315338209,0.176246164,0,HBH,4,C,230,H4,2.56,1.54,charred,39.84375,28.62261907
251,C9HBH230-4B,52,393.6034681,131130,59.63688911,-25.59692915,0.054064342,83.16760452,131128,2.691508237,1.418624067,0.176053939,0,HBH,4,B,230,H4,2.56,1.54,charred,39.84375,25.85032796
64,C4NB215-8A,45,395.384139,131016,62.75938714,-27.9479841,0.050102001,55.04707584,130902,1.87873979,3.674530276,0.296579594,0,NB,8,A,215,2,2.12588,1.26619,charred,40.43925339,38.97255245
65,C4NB215-8B,37,423.9196145,131023,65.21840223,-28.01606968,0.086739221,55.70802881,131027,1.844636716,1.76523118,0.407771037,0,NB,8,B,215,2,2.12588,1.26619,charred,40.43925339,41.24830396
66,C4NB215-8C,24,510.5645457,131023,81.04199138,-27.52270242,0.085792415,72.62838728,131027,2.373476708,2.452031133,0.40416906,0,NB,8,C,215,2,2.12588,1.26619,charred,40.43925339,39.83565105
139,SPT21524C,139,379.6639856,181031,55.36014801,-27.38595842,0.083315601,82.45448456,NA,2.94480302,6.450247159,0.267833933,-0.535256149,spelt,24,C,215,3,2710.15,1608.74,charred,40.64018597,21.93248204
137,SPT21524A,137,421.1349768,181031,63.80832982,-27.54778183,0.083457732,100.8193156,NA,3.600689843,7.347489964,0.266752811,-0.500580098,spelt,24,A,215,3,2710.15,1608.74,charred,40.64018597,20.67466366
138,SPT21524B,138,438.0369872,181031,61.69535031,-27.70859606,0.083602017,101.8170363,NA,3.71595023,7.236537194,0.266849711,-0.504868128,spelt,24,B,215,3,2710.15,1608.74,charred,40.64018597,19.36998728
125,C5PEA230-4B,48,398.1048766,131025,57.69635893,-27.6859139,0.076934924,83.84717363,130926,5.207898983,1.413934571,0.217005022,0,PE,4,B,230,4,5.67661,3.35292,charred,40.93446617,12.92506229
126,C5PEA230-4C,56,377.0387006,131021,58.00595394,-28.1312258,0.054549914,84.07038968,130926,5.254399355,0.771586696,0.217935773,0,PE,4,C,230,4,5.67661,3.35292,charred,40.93446617,12.87941939
124,C5PEA230-4A,55,389.8084857,131026,56.49398343,-27.87203496,0.080485143,84.52368525,130903,5.63491235,0.711768845,0.19546734,0,PE,4,A,230,4,5.67661,3.35292,charred,40.93446617,11.69665884
49,C4LEN215-24A,51,360.5218792,131023,59.10194741,-26.01326407,0.083233622,89.47923006,130819,5.965282004,0.769880709,0.330543388,0,LE,24,A,215,3,1.52062,0.89772,charred,40.96355434,11.55892914
50,C4LEN215-24B,44,383.67307,131023,61.88275323,-25.77752362,0.082882107,101.7779352,131027,6.058210429,0.444507683,0.415760606,0,LE,24,B,215,3,1.52062,0.89772,charred,40.96355434,11.91714059
51,C4LEN215-24C,25,403.2397818,131023,61.09693664,-25.72012899,0.08279856,126.5543104,131027,7.716726244,0.898356652,0.412860828,0,LE,24,C,215,3,1.52062,0.89772,charred,40.96355434,9.237046535
51,OAT2454C,51,486.2537346,181206,58.5847873,-27.76946986,0.079436074,88.54038466,NA,3.621266578,2.744478852,0.332492878,-0.678474247,oat,4,C,245,7,1602.45,943.94,charred,41.09394989,18.87431291
49,OAT2454A,49,559.3487807,181206,65.80573891,-28.13512859,0.080632655,116.099937,NA,4.972510639,3.045511475,0.329958668,-0.666840136,oat,4,A,245,7,1602.45,943.94,charred,41.09394989,15.43955712
50,OAT2454B,50,538.3284546,181206,63.33275936,-27.53895245,0.078690977,122.469819,NA,5.023856728,2.369742318,0.335803332,-0.692956818,oat,4,B,245,7,1602.45,943.94,charred,41.09394989,14.70746943
116,C5NB230-4B,64,380.608501,131022,59.47007828,-27.93622776,0.051852411,51.7963252,130927,1.811060322,6.532860173,0.293651433,0,NB,4,B,230,4,1.73741,1.023,charred,41.11925222,38.31002047
115,C5NB230-4A,45,379.6211381,131022,58.40325202,-27.85017483,0.051694022,59.29232105,130927,2.03055894,3.993264571,0.304105718,0,NB,4,A,230,4,1.73741,1.023,charred,41.11925222,33.5558481
117,C5NB230-4C,69,351.1132249,131025,57.55954507,-28.07041464,0.077920327,60.55954501,130927,1.998664852,4.14983157,0.303409567,0,NB,4,C,230,4,1.73741,1.023,charred,41.11925222,33.598831
54,OAT2458C,54,549.9405077,181206,65.46910806,-27.65928496,0.079079016,75.61625256,NA,3.217712875,3.199806261,0.298255499,-0.660877052,oat,8,C,245,8,1596.71,937.32,charred,41.29679153,23.73755181
53,OAT2458B,53,513.7204014,181206,61.15719064,-27.05199751,0.077141581,92.1394534,NA,4.006063191,3.313577547,0.297718288,-0.656480095,oat,8,B,245,8,1596.71,937.32,charred,41.29679153,17.81051679
52,OAT2458A,52,485.4279055,181206,65.59836561,-27.16819695,0.077508199,108.0225508,NA,4.696632643,3.515976212,0.296813518,-0.648657924,oat,8,A,245,8,1596.71,937.32,charred,41.29679153,16.29495691
45,OAT2308D,45,505.9324945,181129,64.04208791,-27.7434147,0.087383107,94.20112315,NA,4.008558432,3.890333754,0.394190151,-0.63419,oat,8,D,230,5,1496.39,876,charred,41.4591116,18.63906202
43,OAT2308A,43,506.6602261,181129,60.31669358,-27.09284209,0.084785273,113.1197169,NA,4.854923472,4.064795575,0.392987378,-0.627447514,oat,8,A,230,5,1496.39,876,charred,41.4591116,14.49445625
44,OAT2308B,44,483.2681411,181129,64.43575215,-27.01612796,0.08448371,117.305307,NA,5.43080125,3.883854844,0.394236658,-0.634440393,oat,8,B,230,5,1496.39,876,charred,41.4591116,13.84234862
111,C5LEN230-8C,29,385.7891142,131026,57.58046481,-26.43101627,0.075582129,95.65981332,130927,6.293408771,0.736716543,0.319998334,0,LE,8,C,230,5,1.53211,0.88232,charred,42.41144565,10.67421669
109,C5LEN230-8A,20,380.1905319,131016,59.40477061,-25.92530558,0.047355097,101.3681349,130927,6.180983835,0.586863457,0.320791017,0,LE,8,A,230,5,1.53211,0.88232,charred,42.41144565,11.21270781
110,C5LEN230-8B,60,360.3071176,131016,59.06674059,-26.21819937,0.047681018,103.6042085,130927,6.641295417,0.468614798,0.321420119,0,LE,8,B,230,5,1.53211,0.88232,charred,42.41144565,10.37616806
92,C5EIN230-8B,17,382.36,131017,60.69206349,-27.0793781,0.050676286,87.93413283,130927,2.940940897,1.375875354,0.316675454,0,EI,8,B,230,5,1.75721,1.0048,charred,42.81844515,24.07644692
93,C5EIN230-8C,43,416.6922885,131022,61.27827772,-27.29436122,0.05070692,95.93806707,130927,3.045652923,1.412966031,0.316485555,0,EI,8,C,230,5,1.75721,1.0048,charred,42.81844515,23.47323409
91,C5EIN230-8A,25,409.57,131017,61.12985075,-27.44271817,0.051296793,101.9451778,130930,3.226113222,2.236198185,0.319992347,0,EI,8,A,230,5,1.75721,1.0048,charred,42.81844515,22.10652705
33,C4EIN215-24C,29,375.2468169,131025,60.52368015,-27.32964916,0.0760576,88.84516976,130910,3.173041777,1.244814714,0.21180805,0,EI,24,C,215,3,1.7714,1.01271,charred,42.829965,22.25339757
32,C4EIN215-24B,45,438.1313201,131022,67.40481848,-27.20189194,0.05054889,98.1074232,130903,3.27024744,1.383052791,0.193388516,0,EI,24,B,215,3,1.7714,1.01271,charred,42.829965,24.04679044
31,C4EIN215-24A,33,423.0172602,131022,60.43103717,-27.0693225,0.050325493,99.1922465,130910,3.262902845,1.445447858,0.211181321,0,EI,24,A,215,3,1.7714,1.01271,charred,42.829965,21.60740912
154,SPT2308D,154,551.228322,181129,66.42397373,-27.05814892,0.08464885,77.78618934,NA,3.086805467,6.264426256,0.38627826,-0.542437633,spelt,8,D,230,5,2658.01,1510.65,charred,43.16612804,25.10512465
153,SPT2308B,153,554.0478415,181129,65.182099,-27.23191527,0.085334596,86.47088855,NA,3.155871845,6.076366757,0.38622731,-0.549705632,spelt,8,B,230,5,2658.01,1510.65,charred,43.16612804,24.09660021
152,SPT2308A,152,465.5876908,181206,60.46593387,-27.35374105,0.078097672,96.7494151,NA,3.55696379,6.340695774,0.386331719,-0.539490018,spelt,8,A,230,5,2658.01,1510.65,charred,43.16612804,19.83252956
118,C5NB230-8A,28,394.9274991,131016,57.23586943,-28.00574311,0.050196641,63.98598993,130819,2.161688849,2.900052296,0.315008326,0,NB,8,A,230,5,2.20995,1.25212,charred,43.34170456,30.89028333
119,C5NB230-8B,27,404.4421365,131025,59.47678478,-27.87916741,0.077425284,64.97815003,130903,2.256185765,6.860790433,0.179023113,0,NB,8,B,230,5,2.20995,1.25212,charred,43.34170456,30.75526108
120,C5NB230-8C,29,415.8164589,131022,61.14947925,-28.03262368,0.052031562,67.07251877,130926,2.258333965,5.959847072,0.22059836,0,NB,8,C,230,5,2.20995,1.25212,charred,43.34170456,31.59012804
8,C10HBH245-4B,50,407.9547377,131120,61.81132389,-26.45731145,0.071643943,76.76156387,131121,2.567276384,1.593145288,0.295282947,0,HBH,4,B,245,H7,2.58,1.46,charred,43.41085271,28.08938362
9,C10HBH245-4C,32,413.3199129,131130,60.78234013,-26.70470946,0.055740416,78.21562627,131128,2.59852579,0.745573184,0.177352158,0,HBH,4,C,245,H7,2.58,1.46,charred,43.41085271,27.28960029
7,C10HBH245-4A,57,356.6836166,131204,59.44726943,-26.45308489,0.075937255,78.38549243,131121,2.52043384,0.618547597,0.298019,0,HBH,4,A,245,H7,2.58,1.46,charred,43.41085271,27.51714668
59,OAT2604B,59,577.2839707,181213,69.55228563,-27.63139453,0.101466257,80.85950107,NA,4.104543202,3.516111312,0.481198215,-0.513471215,oat,4,B,260,10,1576.138,891.37,charred,43.44594192,19.76939436
60,OAT2604C,60,478.8726525,181213,59.12008056,-27.51580267,0.101209728,83.18460938,NA,4.159230469,3.136952488,0.488505286,-0.52507086,oat,4,C,260,10,1576.138,891.37,charred,43.44594192,16.58321842
58,OAT2604A,58,576.267277,181213,73.88042013,-27.30035912,0.100738607,94.94098638,NA,4.794999312,4.390417761,0.465141377,-0.48672347,oat,4,A,260,10,1576.138,891.37,charred,43.44594192,17.9757739
40,C4EM215-24A,68,391.0240645,131025,60.15754838,-25.2939445,0.071763506,87.98155213,130902,3.023421035,1.056349218,0.331362402,0,EM,24,A,215,3,2.42423,1.37076,charred,43.45586021,23.21337506
41,C4EM215-24B,60,434.6389395,131016,62.99115065,-25.38183383,0.046819029,89.10355812,130903,3.000119802,1.280905027,0.193700732,0,EM,24,B,215,3,2.42423,1.37076,charred,43.45586021,24.49558038
42,C4EM215-24C,23,384.9372667,131016,62.08665592,-25.41751051,0.046851435,94.98780795,130819,3.025089425,1.962077516,0.321298878,0,EM,24,C,215,3,2.42423,1.37076,charred,43.45586021,23.9445589
37,OAT23024A,37,544.2381866,181129,64.02802195,-26.90178962,0.084036186,85.73852883,NA,3.827612894,4.434064377,0.390759536,-0.613176256,oat,24,A,230,6,1461.53,824.42,charred,43.59198922,19.51591266
39,OAT23024C,39,502.4273956,181129,61.27163361,-27.28926628,0.085562099,93.04640682,NA,4.117097647,3.620487613,0.396237736,-0.644618836,oat,24,C,230,6,1461.53,824.42,charred,43.59198922,17.36261286
38,OAT23024B,38,529.4623618,181129,67.02055213,-26.97893577,0.084337882,99.91814255,NA,4.251835853,3.837546562,0.394572883,-0.636230084,oat,24,B,230,6,1461.53,824.42,charred,43.59198922,18.38985484
102,C5EM230-8C,55,385.8084926,131026,60.28257697,-25.26729022,0.071959543,80.66736636,130902,2.593805992,1.484147863,0.325583943,0,EM,8,C,230,5,2.29969,1.29155,charred,43.83808252,27.11446937
101,C5EM230-8B,30,374.7185486,131023,57.64900748,-25.30582681,0.082219411,85.62610264,130819,2.993919673,1.708493316,0.323151303,0,EM,8,B,230,5,2.29969,1.29155,charred,43.83808252,22.46458915
100,C5EM230-8A,34,406.89,131017,62.59846154,-25.41406941,0.04812402,90.13718498,130902,3.097497766,1.840670948,0.320794449,0,EM,8,A,230,5,2.29969,1.29155,charred,43.83808252,23.57759197
235,C8HBH215-24A,56,426.6600306,131120,60.95143294,-26.38483588,0.071512292,79.24667161,131121,2.476458488,0.414570175,0.298639471,0,HBH,24,A,215,H3,2.53,1.42,charred,43.87351779,28.71439414
236,C8HBH215-24B,45,373.9198868,131130,57.52613643,-26.50128306,0.05540982,80.03544897,131128,2.573487105,-0.064726963,0.179055862,0,HBH,24,B,215,H3,2.53,1.42,charred,43.87351779,26.0789439
237,C8HBH215-24C,61,380.7769376,131120,60.44078375,-26.11709175,0.07103195,105.069808,131121,3.304082013,0.34119989,0.298866652,0,HBH,24,C,215,H3,2.53,1.42,charred,43.87351779,21.34155491
101,RYE2308A,101,500.9762476,181129,61.84891946,-25.22253447,0.077755818,44.7071087,NA,2.235355435,2.128869892,0.354338963,-0.702265898,rye,8,A,230,5,1378.23,772.26,charred,43.96726236,32.2799102
102,RYE2308B,102,454.7561659,181129,60.63415545,-25.36956087,0.078282105,43.36279126,NA,2.168139563,3.149222278,0.343841647,-0.66283199,rye,8,B,230,5,1378.23,772.26,charred,43.96726236,32.62698086
103,RYE2308C,103,429.2905864,181129,50.50477487,-24.6333366,0.075697119,48.53170072,NA,2.463538108,3.066605494,0.344655518,-0.666024909,rye,8,C,230,5,1378.23,772.26,charred,43.96726236,23.91772921
162,C6LEN245-4C,58,391.61,131017,58.44925373,-25.72694559,0.048564981,92.27528329,130926,6.031064267,0.692912878,0.218073968,0,LE,4,C,245,7,1.49022,0.83068,charred,44.25789481,11.30659416
161,C6LEN245-4B,28,389.8426161,131021,59.97578709,-26.48031595,0.051653063,96.09101642,130926,6.199420414,1.126150322,0.217378357,0,LE,4,B,245,7,1.49022,0.83068,charred,44.25789481,11.2868215
160,C6LEN245-4A,26,416.6560039,131022,60.3849281,-26.57974336,0.049533571,97.14070998,130926,6.071294374,1.124238656,0.217381074,0,LE,4,A,245,7,1.49022,0.83068,charred,44.25789481,11.60363482
69,C4PEA215-24C,58,388.7780035,131016,59.81200054,-27.81557415,0.049888245,81.22890878,130910,5.076806799,1.319832676,0.211570485,0,PE,24,C,215,3,5.46016,3.03592,charred,44.39869894,13.7449917
67,C4PEA215-24A,36,394.7610765,131026,61.6814182,-27.95860759,0.080792767,92.41939555,130903,5.70490096,1.273337286,0.193723922,0,PE,24,A,215,3,5.46016,3.03592,charred,44.39869894,12.61400594
68,C4PEA215-24B,36,376.1545766,131026,58.77415259,-27.46168322,0.079046249,96.53651153,130927,5.886372654,0.82078977,0.319555854,0,PE,24,B,215,3,5.46016,3.03592,charred,44.39869894,11.6489133
143,C6EIN245-4B,57,410.6773468,131023,65.18688044,-27.37661704,0.085522209,95.61742098,130930,3.074515144,1.094490365,0.329433595,0,EI,4,B,245,7,1.7547,0.96856,charred,44.80196045,24.73605006
144,C6EIN245-4C,61,401.73,131017,65.85737705,-26.94817196,0.050457543,95.96250064,130930,3.252966123,1.296550174,0.327726401,0,EI,4,C,245,7,1.7547,0.96856,charred,44.80196045,23.61955325
142,C6EIN245-4A,59,400.1715882,131022,61.56485972,-27.46211831,0.050998186,97.99228171,130927,3.212861695,2.293945911,0.312071912,0,EI,4,A,245,7,1.7547,0.96856,charred,44.80196045,22.35566809
127,C5PEA230-8A,54,422.1172766,131025,61.1764169,-27.92265519,0.077537004,77.154133,130902,4.977686,2.711593216,0.309201984,0,PE,8,A,230,5,6.10898,3.36757,charred,44.87508553,14.33848708
129,C5PEA230-8C,28,415.9151445,131025,61.16399184,-27.4779349,0.076418508,92.75670927,130902,5.908070654,0.919799261,0.333213795,0,PE,8,C,230,5,6.10898,3.36757,charred,44.87508553,12.078053
128,C5PEA230-8B,37,365.509696,131022,58.95317677,-27.72128312,0.051459533,97.95854491,130903,5.865781132,1.454049308,0.193172395,0,PE,8,B,230,5,6.10898,3.36757,charred,44.87508553,11.72541298
255,C9HBH230-8C,18,423.7634305,131130,61.41498993,-26.07740189,0.054753482,65.28104939,131128,2.220443857,0.638868462,0.177567797,0,HBH,8,C,230,H5,2.56,1.4,charred,45.3125,32.2686932
254,C9HBH230-8B,21,387.0279399,131130,64.50465665,-26.27217121,0.055049537,66.24672295,131128,2.193600098,1.312692,0.176251122,0,HBH,8,B,230,H5,2.56,1.4,charred,45.3125,34.30681501
253,C9HBH230-8A,53,413.5353223,131130,68.92255372,-26.50181901,0.055410678,82.32593112,131128,2.647136049,0.848410865,0.177146861,0,HBH,8,A,230,H5,2.56,1.4,charred,45.3125,30.37609119
82,C5BW230-8A,53,390.73,131017,61.0515625,-27.21058423,0.050897879,66.61020226,130819,2.235241687,2.921088521,0.314877642,0,BW,8,A,230,5,2.8869,1.5755,charred,45.42588936,31.86537874
84,C5BW230-8C,27,397.340754,131022,61.12934677,-26.8085438,0.049897105,68.55224885,130927,2.413811579,1.589111039,0.315588164,0,BW,8,C,230,5,2.8869,1.5755,charred,45.42588936,29.54562479
83,C5BW230-8B,32,368.57,131017,61.42833333,-26.93807918,0.050440835,76.27523645,130927,2.559571693,2.781729833,0.309709912,0,BW,8,B,230,5,2.8869,1.5755,charred,45.42588936,27.99936766
86,C5EIN230-24B,43,448.88,131017,65.05507246,-27.15002755,0.050795254,94.03573479,130930,3.113766053,1.268224562,0.327964806,0,EI,24,B,230,6,1.80015,0.97472,charred,45.85340111,24.37485131
87,C5EIN230-24C,22,401.5604374,131022,64.76781248,-27.16513764,0.050486579,96.56349204,130903,3.31833306,1.728151467,0.192344818,0,EI,24,C,230,6,1.80015,0.97472,charred,45.85340111,22.77120667
85,C5EIN230-24A,63,463.8763358,131021,73.63116441,-26.80518296,0.052195648,99.86280571,130819,3.242298887,2.364788366,0.318488287,0,EI,24,A,230,6,1.80015,0.97472,charred,45.85340111,26.49448066
61,OAT2608A,61,520.5538113,181213,64.26590263,-27.40749407,0.100971739,105.3453602,NA,4.724007184,4.185119289,0.468808269,-0.493004186,oat,8,A,260,11,1575.41,852.33,charred,45.89789325,15.87145901
62,OAT2608B,62,551.3455461,181213,64.86418189,-27.3343309,0.100812285,107.1563536,NA,5.127098258,3.794921244,0.475954618,-0.504941555,oat,8,B,260,11,1575.41,852.33,charred,45.89789325,14.75978713
63,OAT2608C,63,609.2330212,181213,73.40156882,-26.8501743,0.099784106,110.4979208,NA,5.286981856,4.347070519,0.465910155,-0.488049596,oat,8,C,260,11,1575.41,852.33,charred,45.89789325,16.19736287
152,C6EM245-4B,20,400.4359167,131026,61.60552565,-25.08330916,0.071417813,86.99927988,130902,3.074179501,1.212491586,0.329249446,0,EM,4,B,245,7,2.09324,1.13212,charred,45.91542298,23.37960852
153,C6EM245-4C,61,401.6865637,131026,62.76352558,-25.47462956,0.072580598,87.34050341,130902,3.053863756,0.980712431,0.332387505,0,EM,4,C,245,7,2.09324,1.13212,charred,45.91542298,23.9775311
151,C6EM245-4A,50,411.8463859,131022,60.56564499,-25.37015276,0.047813552,93.3484011,130903,2.935484311,1.647543338,0.192587063,0,EM,4,A,245,7,2.09324,1.13212,charred,45.91542298,24.07095786
11,C10HBH245-8B,60,411.1990305,131120,61.37298963,-26.75941684,0.072200061,73.75384999,131121,2.534496563,0.480251084,0.298437891,0,HBH,8,B,245,H8,2.5,1.35,charred,46,28.25090484
10,C10HBH245-8A,16,374.9259239,131130,62.48765398,-26.60562225,0.05557814,74.90844654,131128,2.637621357,0.924866476,0.176995844,0,HBH,8,A,245,H8,2.5,1.35,charred,46,27.63939668
12,C10HBH245-8C,53,397.5154979,131120,62.11179655,-26.48498785,0.071694398,77.94645418,131121,2.598215139,0.754481277,0.297614627,0,HBH,8,C,245,H8,2.5,1.35,charred,46,27.88982388
60,C4NB215-24C,47,419.7504485,131026,59.96434979,-27.93957414,0.080725015,62.98288696,130903,2.135013117,3.98672634,0.185955138,0,NB,24,C,215,3,2.32178,1.2505,charred,46.1404612,32.76720294
59,C4NB215-24B,67,426.096428,131022,60.87091829,-27.6169133,0.051272099,63.68141505,130903,2.218864636,6.068406591,0.18079206,0,NB,24,B,215,3,2.32178,1.2505,charred,46.1404612,32.00558979
58,C4NB215-24A,66,454.8585996,131022,65.92153617,-27.5854678,0.051216059,66.08346015,130903,2.3187179,8.995705174,0.174830329,0,NB,24,A,215,3,2.32178,1.2505,charred,46.1404612,33.16852769
104,C5LEN230-24B,25,382.6065723,131022,59.78227692,-26.22008391,0.048986042,101.8487005,130926,6.487178376,0.912980081,0.217700633,0,LE,24,B,230,6,1.56617,0.8429,charred,46.18081051,10.75135994
105,C5LEN230-24C,66,394.264776,131026,59.73708727,-25.97540924,0.074125032,109.275599,130926,6.787304286,1.539435825,0.216864512,0,LE,24,C,230,6,1.56617,0.8429,charred,46.18081051,10.26818094
103,C5LEN230-24A,50,380.3,131017,58.50769231,-25.53518277,0.048292498,109.4387825,130926,6.632653485,0.997870926,0.217567642,0,LE,24,A,230,6,1.56617,0.8429,charred,46.18081051,10.2913524
22,C4BW215-24A,35,415.4427953,131021,61.09452872,-27.33004235,0.05310143,64.63481879,130930,2.15449396,2.240941231,0.319954189,0,BW,24,A,215,3,3.65364,1.9661,charred,46.18791123,33.08291947
23,C4BW215-24B,51,408.6310783,131021,61.91379974,-27.12387037,0.052741418,66.91369564,130930,2.389774844,2.838512937,0.31522032,0,BW,24,B,215,3,3.65364,1.9661,charred,46.18791123,30.22576229
24,C4BW215-24C,66,380.9324176,131026,62.44793731,-27.18561568,0.078096715,69.51060325,130927,2.348331191,1.872385383,0.314160521,0,BW,24,C,215,3,3.65364,1.9661,charred,46.18791123,31.02455358
