,ID,X.x,Cugdc,RunfileC,pcC,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15N,d15Nsd,,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN
107,RYE2454A,107,525.926117,181206,61.87366082,-25.5344956,0.072547847,24.30804054,NA,1.221509575,2.825177856,0.300168439,-0.675355445,rye,4,A,245,7,1254.2,674.38,charred,46.23026631,59.09567891
108,RYE2454B,108,500.2878245,181206,60.27564151,-25.45739584,0.072324769,40.78668549,NA,2.091624897,3.481062769,0.296964916,-0.650007236,rye,4,B,245,7,1254.2,674.38,charred,46.23026631,33.62055111
109,RYE2454C,109,492.5964346,181206,61.57455433,-25.46532232,0.072347654,40.39940729,NA,1.970702795,2.498831955,0.302012357,-0.687967847,rye,4,C,245,7,1254.2,674.38,charred,46.23026631,36.45246774
164,C6LEN245-8B,49,410.3007251,131016,63.12318848,-26.15040691,0.047603315,101.5461353,130930,6.15431123,0.763228326,0.332264914,0,LE,8,B,245,8,1.31942,0.7092,charred,46.24910946,11.96620014
165,C6LEN245-8C,32,386.8358044,131016,60.44309444,-26.34929111,0.047835106,107.1490617,130930,6.655221224,1.398235551,0.326873042,0,LE,8,C,245,8,1.31942,0.7092,charred,46.24910946,10.59573245
163,C6LEN245-8A,50,370.8061301,131022,60.78789018,-26.08874905,0.048793557,113.772591,130927,6.692505353,0.857194766,0.319364756,0,LE,8,A,245,8,1.31942,0.7092,charred,46.24910946,10.59680964
171,C6NB245-4C,63,401.0924701,131026,61.70653386,-27.99247579,0.080913489,58.36023502,130902,2.040567658,1.787833492,0.321502711,0,NB,4,C,245,7,2.04438,1.09452,charred,46.46200804,35.27986729
169,C6NB245-4A,23,403.25,131017,60.18656716,-28.04828497,0.052377402,64.02395981,130902,2.058648225,5.808441439,0.269476985,0,NB,4,A,245,7,2.04438,1.09452,charred,46.46200804,34.10862566
170,C6NB245-4B,21,383.0734303,131021,61.78603715,-28.01851944,0.054341532,65.10819823,130910,2.163063064,4.152106122,0.205519818,0,NB,4,B,245,7,2.04438,1.09452,charred,46.46200804,33.32483051
146,C6EIN245-8B,19,420.1626564,131025,61.78862594,-27.22782268,0.075813333,96.14104876,130902,3.152165533,1.091060832,0.330892297,0,EI,8,B,245,8,1.77484,0.94561,charred,46.7213946,22.86895454
147,C6EIN245-8C,27,408.2761391,131023,64.80573637,-27.14169983,0.085097601,97.7401952,130926,3.302033622,2.211746991,0.216343596,0,EI,8,C,245,8,1.77484,0.94561,charred,46.7213946,22.89700866
145,C6EIN245-8A,18,407.2244114,131025,59.88594285,-27.27981596,0.075937692,99.11715749,130903,3.33727803,1.943876257,0.191701183,0,EI,8,A,245,8,1.77484,0.94561,charred,46.7213946,20.93530497
163,SPT2458C,163,588.9176014,181206,69.28442369,-27.38320238,0.078191724,74.4049356,NA,3.2349972,6.165344353,0.291194834,-0.546266885,spelt,8,C,245,8,2737.37,1456.61,charred,46.78797532,24.98667623
161,SPT2458A,161,510.1183673,181206,65.39979068,-27.3901103,0.078213795,76.36806659,NA,3.394136293,6.486461734,0.291317419,-0.533856551,spelt,8,A,245,8,2737.37,1456.61,charred,46.78797532,22.47987388
162,SPT2458B,162,519.671568,181206,68.37783789,-26.97415835,0.076897106,77.34373262,NA,3.291222665,5.733763927,0.291305943,-0.562946322,spelt,8,B,245,8,2737.37,1456.61,charred,46.78797532,24.2384525
168,SPT2604B,168,526.287193,181213,69.24831487,-27.17877756,0.100476804,69.02475654,NA,3.400234312,5.624678509,0.4445464,-0.448963605,spelt,4,B,260,10,2683.39,1418.53,charred,47.13664432,23.76003924
167,SPT2604A,167,606.4214622,181213,75.80268278,-26.98981645,0.1000758,69.7814953,NA,3.524317944,5.359808554,0.448747172,-0.457066798,spelt,4,A,260,10,2683.39,1418.53,charred,47.13664432,25.09321368
169,SPT2604C,169,517.3087491,181213,63.08643282,-27.30885284,0.100757007,76.01216625,NA,3.535092772,5.679566764,0.443727934,-0.447284402,spelt,4,C,260,10,2683.39,1418.53,charred,47.13664432,20.82005849
46,OAT24524A,46,504.005355,181206,60.72353675,-27.59379698,0.078867587,94.43687026,NA,4.215931708,3.816282799,0.295592317,-0.637051872,oat,24,A,245,9,1515.03,799.83,charred,47.206986,16.80390744
47,OAT24524B,47,507.4222933,181206,68.57058018,-27.33233609,0.078029416,99.9364886,NA,3.997459544,3.587161657,0.296510892,-0.645906795,oat,24,B,245,9,1515.03,799.83,charred,47.206986,20.01246275
48,OAT24524C,48,494.6983091,181206,61.83514136,-27.49445258,0.078547988,107.4068737,NA,4.445100188,3.600200218,0.296456345,-0.64540289,oat,24,C,245,9,1515.03,799.83,charred,47.206986,16.22933009
179,C6PEA245-4B,34,354.64,131017,61.14482759,-27.92717161,0.052156771,80.98907645,131027,4.999325707,0.524132468,0.415240392,0,PE,4,B,245,7,6.47363,3.41681,charred,47.21956615,14.26905074
180,C6PEA245-4C,51,543.7185351,131023,79.9586081,-27.74297692,0.086208658,90.72124609,130910,5.778423318,1.376645633,0.211393133,0,PE,4,C,245,7,6.47363,3.41681,charred,47.21956615,16.14368447
178,C6PEA245-4A,26,469.6218921,131022,69.06204296,-27.56493012,0.051179567,103.7638102,130903,6.103753541,0.839019206,0.195068408,0,PE,4,A,245,7,6.47363,3.41681,charred,47.21956615,13.20046475
134,C6BW245-4B,29,461.32,131017,72.08125,-27.10965644,0.050727172,69.6271115,130903,2.368269099,2.260606919,0.19076861,0,BW,4,B,245,7,3.77888,1.96678,charred,47.95336184,35.50896801
135,C6BW245-4C,19,390.8809704,131026,61.07515163,-26.98195188,0.077406128,72.71960576,130903,2.432093838,1.78252543,0.192181947,0,BW,4,C,245,7,3.77888,1.96678,charred,47.95336184,29.29753057
133,C6BW245-4A,20,419.6209459,131016,63.5789312,-26.84319334,0.048460248,78.1430837,131027,2.741862586,1.544482048,0.409010319,0,BW,4,A,245,7,3.77888,1.96678,charred,47.95336184,27.05293114
156,C6EM245-8C,62,410.8718536,131016,59.54664545,-25.67534937,0.047097328,92.15284768,130902,3.051418797,1.098975867,0.330785133,0,EM,8,C,245,8,2.17178,1.12741,charred,48.08820415,22.76681471
154,C6EM245-8A,18,398.0768134,131021,64.20593765,-25.31594662,0.049829351,96.99050516,130819,3.356072843,2.341518075,0.31864625,0,EM,8,A,245,8,2.17178,1.12741,charred,48.08820415,22.31981568
155,C6EM245-8B,46,388.1041162,131026,61.60382797,-25.86998489,0.073794807,99.47473929,130819,3.147934788,1.913147513,0.321651389,0,EM,8,B,245,8,2.17178,1.12741,charred,48.08820415,22.83120124
198,C7EIN260-4C,48,413.5067061,131021,62.65253123,-27.226952,0.052920745,88.66899621,131027,2.869546803,0.897645294,0.412865248,0,EI,4,C,260,10,1.78012,0.91968,charred,48.33606723,25.47253096
196,C7EIN260-4A,58,444.7984793,131021,63.5426399,-27.14400011,0.052776331,99.18818793,130903,3.396855751,1.693647632,0.192448394,0,EI,4,A,260,10,1.78012,0.91968,charred,48.33606723,21.82402943
197,C7EIN260-4B,27,428.6983241,131021,63.98482449,-27.08150349,0.052668106,103.620651,130902,3.635812316,1.293479586,0.328155237,0,EI,4,B,260,10,1.78012,0.91968,charred,48.33606723,20.53157738
148,SPT23024C,148,491.0667917,181129,62.11653212,-27.12164728,0.084898867,108.7898016,NA,4.124146464,6.398875889,0.386409459,-0.537241511,spelt,24,C,230,6,2790.49,1439.43,charred,48.41658633,17.57194807
147,SPT23024B,147,459.1943856,181129,61.22591808,-26.82533426,0.083738249,118.1851678,NA,4.510884267,6.498329301,0.386504529,-0.533397901,spelt,24,B,230,6,2790.49,1439.43,charred,48.41658633,15.83508544
146,SPT23024A,146,437.7500353,181129,57.59868886,-27.2077939,0.085239079,126.3569273,NA,4.822783485,6.337145385,0.386328778,-0.539627232,spelt,24,A,230,6,2790.49,1439.43,charred,48.41658633,13.93354492
214,C7LEN260-4A,41,411.8726245,131025,63.36501915,-25.75878113,0.072630007,102.3917606,130927,6.480491177,1.143234307,0.317873921,0,LE,4,A,260,10,1.73374,0.89385,charred,48.44382664,11.40744639
215,C7LEN260-4B,67,392.8957604,131021,63.37028394,-26.18353738,0.051169912,104.959421,130926,6.728168013,1.200030267,0.217275734,0,LE,4,B,260,10,1.73374,0.89385,charred,48.44382664,10.98842921
216,C7LEN260-4C,16,400.2082933,131026,61.57050666,-25.89241718,0.073864849,108.9276545,130927,6.60167603,1.594012996,0.315563295,0,LE,4,C,260,10,1.73374,0.89385,charred,48.44382664,10.88091228
95,C5EM230-24B,54,414.3829058,131025,61.8481949,-25.24826731,0.07168221,90.79741296,130903,2.976964359,1.022936431,0.194495822,0,EM,24,B,230,6,2.24282,1.15585,charred,48.46443317,24.23818987
96,C5EM230-24C,31,399.2983696,131025,63.38069359,-25.20713696,0.071609604,92.34334994,130902,3.228788459,1.105745881,0.33069348,0,EM,24,C,230,6,2.24282,1.15585,charred,48.46443317,22.90151351
94,C5EM230-24A,19,435.0472538,131021,64.93242594,-25.22420755,0.049694106,95.85107306,130819,3.423252609,2.436758371,0.318003227,0,EM,24,A,230,6,2.24282,1.15585,charred,48.46443317,22.12939142
244,C9HBA230-24A,33,422.8008438,131130,62.17659468,-28.45842832,0.058981415,67.8866764,131128,2.398822488,0.790747564,0.177261669,0,HBA,24,A,230,A1,2.06,1.06,charred,48.54368932,30.23956997
246,C9HBA230-24C,48,419.9001331,131130,63.62123229,-28.79844813,0.059685096,70.81780117,131128,2.484835129,1.043791014,0.176763684,0,HBA,24,C,230,A1,2.06,1.06,charred,48.54368932,29.87110499
245,C9HBA230-24B,65,436.7680591,131120,63.29971871,-28.31026175,0.075232441,77.69797797,131121,2.514497669,0.739612642,0.297658501,0,HBA,24,B,230,A1,2.06,1.06,charred,48.54368932,29.36955271
110,RYE2458B,110,485.5155105,181206,65.61020412,-25.28037739,0.071816637,42.74562963,NA,2.12664824,2.416067045,0.302505894,-0.691166491,rye,8,B,245,8,1050.01,536.86,charred,48.87096313,35.99337055
111,RYE2458C,111,455.1543625,181206,57.50119231,-25.7986652,0.073320358,41.91713913,NA,2.09517257,3.01132723,0.299191321,-0.668161267,rye,8,C,245,8,1050.01,536.86,charred,48.87096313,32.01871069
112,RYE2458D,112,541.1457572,181206,63.66420673,-24.75367416,0.070339151,49.39457235,NA,2.507338698,4.370018917,0.2937257,-0.615651443,rye,8,D,245,8,1050.01,536.86,charred,48.87096313,29.62300542
199,C7EIN260-8A,53,437.6483023,131016,64.36004446,-27.2954329,0.049092724,48.19035781,130903,3.089125501,0.95912175,0.194693958,0,EI,8,A,260,11,1.76344,0.89756,charred,49.10175566,24.30678796
200,C7EIN260-8B,26,454.3867794,131023,65.85315643,-27.22988715,0.085255557,108.7419452,130902,3.530582636,1.179107693,0.329700835,0,EI,8,B,260,11,1.76344,0.89756,charred,49.10175566,21.7609076
201,C7EIN260-8C,21,400.1193477,131022,65.59333569,-27.23600186,0.050606974,109.3802278,130902,3.494575968,1.134065714,0.330310175,0,EI,8,C,260,11,1.76344,0.89756,charred,49.10175566,21.89838166
160,SPT2454D,160,521.6947805,181206,63.22570964,-27.03180052,0.077078244,67.51396905,NA,3.027284647,5.648791934,0.291395538,-0.566230264,spelt,4,D,245,7,2923.83,1487.87,charred,49.11229449,24.36616854
159,SPT2454C,159,520.4593597,181206,62.70594695,-27.38033832,0.078182576,69.1264844,NA,3.142112927,5.938547333,0.291213784,-0.555031987,spelt,4,C,245,7,2923.83,1487.87,charred,49.11229449,23.28272083
158,SPT2454B,158,533.79813,181206,64.31302771,-27.33942483,0.078052013,72.40095844,NA,3.447664688,5.868949321,0.291237119,-0.557721766,spelt,4,B,245,7,2923.83,1487.87,charred,49.11229449,21.76309835
170,SPT2608A,170,501.6386648,181213,64.31264933,-26.88089305,0.099847933,90.69762794,NA,3.892602058,5.712114308,0.443187219,-0.446288672,spelt,8,A,260,11,2583.47,1313.97,charred,49.13933585,19.27539037
171,SPT2608B,171,456.985779,181213,58.58792038,-27.11775971,0.100346529,92.46958753,NA,3.918202861,6.178362473,0.43617684,-0.432024694,spelt,8,B,260,11,2583.47,1313.97,charred,49.13933585,17.44487873
172,SPT2608C,172,548.514395,181213,64.53110529,-27.60057162,0.101397598,93.28495237,NA,4.091445279,5.776510397,0.442195055,-0.444318596,spelt,8,C,260,11,2583.47,1313.97,charred,49.13933585,18.40090344
18,C11HBH260-4C,26,399.4015214,131130,60.51538203,-26.81740081,0.055927821,71.83169113,131128,2.370682876,1.500444325,0.175903478,0,HBH,4,C,260,H10,2.48,1.26,charred,49.19354839,29.78098832
17,C11HBH260-4B,29,430.1926321,131130,66.18348186,-26.28104116,0.055063244,74.18734474,131128,2.593963103,0.754946357,0.177333343,0,HBH,4,B,260,H10,2.48,1.26,charred,49.19354839,29.76683134
16,C11HBH260-4A,60,391.6923349,131130,62.17338649,-26.20156543,0.054941119,78.41499013,131128,2.605149174,0.420052995,0.178018315,0,HBH,4,A,260,H10,2.48,1.26,charred,49.19354839,27.8431724
172,C6NB245-8A,18,392.2237491,131026,62.25773795,-28.21647412,0.081717164,61.79026304,130902,2.183401521,4.159453496,0.290308706,0,NB,8,A,245,8,2.14522,1.08909,charred,49.23178042,33.26645462
173,C6NB245-8B,46,437.8729312,131022,62.55327589,-27.99822259,0.051967419,66.43058488,130903,2.267255457,3.117742838,0.188320598,0,NB,8,B,245,8,2.14522,1.08909,charred,49.23178042,32.18817785
174,C6NB245-8C,35,420.6055869,131021,60.95733143,-28.08711587,0.054468184,67.38654257,130902,2.231342469,4.890577189,0.280973291,0,NB,8,C,245,8,2.14522,1.08909,charred,49.23178042,31.87179362
122,C5PEA230-24B,38,389.5402481,131025,61.83178541,-27.86964971,0.0774009,96.76226547,130902,6.283263992,1.649423707,0.323360608,0,PE,24,B,230,6,5.77127,2.92179,charred,49.37353477,11.48082956
121,C5PEA230-24A,31,407.21368,131023,63.6271375,-27.56720345,0.085875656,102.4660211,130903,6.247928116,0.982752093,0.194620522,0,PE,24,A,230,6,5.77127,2.92179,charred,49.37353477,11.88100424
123,C5PEA230-24C,39,423.9601498,131026,62.34708085,-27.67979709,0.079807059,105.5025412,130903,6.355574771,2.260011439,0.19077035,0,PE,24,C,230,6,5.77127,2.92179,charred,49.37353477,11.44479667
55,OAT26024A,55,530.6039007,181213,70.74718676,-27.93118843,0.102143646,87.11125213,NA,4.270159418,3.176361346,0.48773658,-0.523865221,oat,24,A,260,12,1517.84,760.86,charred,49.87218679,19.32911081
56,OAT26024B,56,521.1697672,181213,69.48930229,-27.07430341,0.100254205,95.24084786,NA,4.556978367,4.367479322,0.465547831,-0.487425227,oat,24,B,260,12,1517.84,760.86,charred,49.87218679,17.79048443
57,OAT26024C,57,519.7728903,181213,62.75332315,-27.35118449,0.100849162,95.40869655,NA,4.259614926,4.021034891,0.471808026,-0.498024037,oat,24,C,260,12,1517.84,760.86,charred,49.87218679,17.1875185
117,RYE2604B,117,395.2781847,181213,53.41597091,-25.83872024,0.097792557,46.05978075,NA,2.214412536,1.693472036,0.518033659,-0.569231404,rye,4,B,260,10,1266.09,632.93,charred,50.00908308,28.14228682
118,RYE2604C,118,494.6844447,181213,65.95792596,-25.14128578,0.096548034,46.69480643,NA,2.334740322,3.419736543,0.483036566,-0.516419619,rye,4,C,260,10,1266.09,632.93,charred,50.00908308,32.95908882
116,RYE2604A,116,507.6163977,181213,65.07902535,-25.2481884,0.096731768,51.71756502,NA,2.611998233,3.961282011,0.472879891,-0.499852063,rye,4,A,260,10,1266.09,632.93,charred,50.00908308,29.06798657
183,C6PEA245-8C,32,456.520032,131023,67.13529882,-27.54899253,0.085841539,96.81469007,130926,6.369387505,1.458102708,0.216954025,0,PE,8,C,245,8,6.15518,3.07307,charred,50.07343408,12.29702467
181,C6PEA245-8A,52,422.4838788,131022,61.22954765,-27.68417456,0.051392639,98.19625363,130910,5.776250214,1.326015374,0.211551077,0,PE,8,A,245,8,6.15518,3.07307,charred,50.07343408,12.3669283
182,C6PEA245-8B,27,415.3285213,131023,65.92516211,-27.76599985,0.08625277,103.2357097,131027,6.412155882,0.809813884,0.413414052,0,PE,8,B,245,8,6.15518,3.07307,charred,50.07343408,11.99482523
207,C7EM260-4C,20,405.5716664,131025,60.53308454,-25.59582724,0.072318193,92.40819469,130819,3.164664202,1.995840075,0.32105702,0,EM,4,C,260,10,2.15689,1.0765,charred,50.09017613,22.31577427
206,C7EM260-4B,22,399.5992445,131026,60.54534008,-25.36119155,0.072239442,96.54399081,130819,3.196820888,2.973414786,0.314554593,0,EM,4,B,260,10,2.15689,1.0765,charred,50.09017613,22.09577345
205,C7EM260-4A,50,423.7310044,131021,64.20166733,-25.35534085,0.049887818,103.1514493,130902,3.253988937,1.700466512,0.322675021,0,EM,4,A,260,10,2.15689,1.0765,charred,50.09017613,23.01850027
77,C5BW230-24B,39,398.9998949,131021,63.33331665,-27.04824013,0.052610709,61.31096734,130819,1.946379916,2.628053339,0.31673971,0,BW,24,B,230,6,2.97155,1.4828,charred,50.1001161,37.96220298
76,C5BW230-24A,44,397.8453868,131016,62.16334169,-26.84558207,0.04846344,75.75333847,130910,2.559234408,2.142659264,0.20922032,0,BW,24,A,230,6,2.97155,1.4828,charred,50.1001161,28.33812269
78,C5BW230-24C,28,377.5581557,131021,61.89477962,-27.08380372,0.052672081,78.85559681,130930,2.479735749,2.0592606,0.321422259,0,BW,24,C,230,6,2.97155,1.4828,charred,50.1001161,29.12027068
219,C7LEN260-8C,68,429.4752665,131016,63.15812743,-26.39457989,0.047889507,102.3126576,130819,6.516729783,1.607426977,0.323907081,0,LE,8,C,260,11,1.49895,0.74778,charred,50.11307916,11.30697212
218,C7LEN260-8B,27,413.140055,131016,61.66269478,-26.75425906,0.048342551,115.2542075,130819,7.532954739,1.591167367,0.324029594,0,LE,8,B,260,11,1.49895,0.74778,charred,50.11307916,9.550012322
217,C7LEN260-8A,69,416.67,131017,60.38695652,-25.95907953,0.048904069,115.8408622,130903,7.285588818,1.595974268,0.192742534,0,LE,8,A,260,11,1.49895,0.74778,charred,50.11307916,9.669973291
224,C7NB260-4B,69,424.3221086,131025,62.40031009,-27.9221218,0.077535631,56.71815148,130902,2.018439554,3.117032422,0.303861077,0,NB,4,B,260,10,2.08956,1.04204,charred,50.13112808,36.06764523
223,C7NB260-4A,44,418.1278572,131025,62.40714287,-28.017176,0.077781553,66.38175293,130902,2.242626788,4.356145996,0.287782691,0,NB,4,A,260,10,2.08956,1.04204,charred,50.13112808,32.46564864
225,C7NB260-4C,35,394.3935009,131025,60.67592322,-27.73410093,0.077056254,67.6276892,130926,2.300261537,3.203819231,0.216291964,0,NB,4,C,260,10,2.08956,1.04204,charred,50.13112808,30.77414282
137,C6BW245-8B,33,415.59,131017,62.02835821,-27.01882142,0.050574971,49.59077258,131027,1.758538035,0.915550057,0.41275411,0,BW,8,B,245,8,2.86262,1.4259,charred,50.18898771,41.15146587
136,C6BW245-8A,16,444.09,131017,64.36086957,-26.76650192,0.050159439,73.96899587,131027,2.433190654,2.192106403,0.405486708,0,BW,8,A,245,8,2.86262,1.4259,charred,50.18898771,30.85976064
138,C6BW245-8C,19,427.0437127,131023,62.80054599,-27.1525461,0.085116934,75.86109834,130930,2.447132205,1.729394886,0.324121146,0,BW,8,C,245,8,2.86262,1.4259,charred,50.18898771,29.94006761
140,C6EIN245-24B,52,389.1110685,131016,58.9562225,-27.45956195,0.049336028,95.5333351,130902,3.317129691,0.857059163,0.334065548,0,EI,24,B,245,9,1.777018,0.88503,charred,50.19577742,20.73547494
139,C6EIN245-24A,42,412.3166711,131016,62.47222289,-27.15495607,0.04889025,101.0029496,130819,3.543963144,2.194115938,0.31965957,0,EI,24,A,245,9,1.777018,0.88503,charred,50.19577742,20.56575
141,C6EIN245-24C,59,431.7666711,131025,61.68095301,-27.25339911,0.075874412,112.596433,130930,3.529668746,1.208662458,0.328467093,0,EI,24,C,245,9,1.777018,0.88503,charred,50.19577742,20.38749725
94,RYE23024A,94,525.5487295,181129,66.52515563,-25.28189959,0.077967731,62.49378818,NA,3.109143691,2.838876244,0.346932516,-0.674826038,rye,24,A,230,6,1317.36,655.14,charred,50.26871926,24.96271942
95,RYE23024B,95,513.8001941,181129,61.16668977,-25.13976381,0.077461694,82.83163863,NA,4.226104012,3.076307313,0.344559605,-0.665649959,rye,24,B,230,6,1317.36,655.14,charred,50.26871926,16.88579786
96,RYE23024C,96,498.1245345,181129,59.30053982,-25.05685436,0.077168657,112.0705467,NA,5.548046866,3.188880777,0.343453294,-0.661299294,rye,24,C,230,6,1317.36,655.14,charred,50.26871926,12.46996732
208,C7EM260-8A,29,447.6431705,131023,64.87582181,-25.98160157,0.083185632,100.843483,130819,3.350281827,2.08882879,0.320396748,0,EM,8,A,260,11,2.0826,1.03435,charred,50.33371747,22.5916692
210,C7EM260-8C,61,422.9966548,131025,65.07640843,-25.68086013,0.072479831,104.6737359,130926,3.365714981,1.597373381,0.216804226,0,EM,8,C,260,11,2.0826,1.03435,charred,50.33371747,22.55760721
209,C7EM260-8B,63,447.29,131017,63.89857143,-25.79759505,0.048667119,104.8834962,130903,3.298223151,1.604722484,0.192716133,0,EM,8,B,260,11,2.0826,1.03435,charred,50.33371747,22.60257415
114,C5NB230-24C,48,381.1909826,131021,59.56109103,-27.73219845,0.053818861,67.67137181,130927,2.190012033,4.875487988,0.300269589,0,NB,24,C,230,6,2.15194,1.06689,charred,50.42194485,31.72947842
113,C5NB230-24B,40,406.7241319,131023,61.62486847,-27.92921054,0.086568745,68.10510288,130910,2.189874691,3.80682391,0.205944723,0,NB,24,B,230,6,2.15194,1.06689,charred,50.42194485,32.83095612
112,C5NB230-24A,68,374.2748525,131025,58.4804457,-27.88586986,0.07744247,70.09975858,130927,2.232476388,1.526771539,0.315904917,0,NB,24,A,230,6,2.15194,1.06689,charred,50.42194485,30.56121311
227,C7NB260-8B,61,427.68,131017,66.825,-28.06847053,0.052414389,59.13608543,130910,2.112003051,5.856674347,0.204733391,0,NB,8,B,260,11,2.19667,1.06534,charred,51.50204628,36.91400917
226,C7NB260-8A,21,398.9815028,131025,63.33039727,-28.14500225,0.078115992,66.90008939,130926,2.222594332,3.20828397,0.216293667,0,NB,8,A,260,11,2.19667,1.06534,charred,51.50204628,33.24289207
228,C7NB260-8C,42,419.6066134,131026,62.62785275,-28.01450098,0.08099211,68.90261259,130926,2.244384775,3.110457342,0.216260329,0,NB,8,C,260,11,2.19667,1.06534,charred,51.50204628,32.55494736
257,C9PBA230-24B,19,434.0514796,131130,62.90601154,-28.60901795,0.059290238,74.84839419,131128,2.368620069,1.287375603,0.176298644,0,PBA,24,B,230,P1,1.9,0.92,charred,51.57894737,30.98443171
258,C9PBA230-24C,57,383.5795029,131130,62.88188572,-28.37882931,0.058820019,83.56598333,131128,2.704400755,1.085367207,0.176683311,0,PBA,24,C,230,P1,1.9,0.92,charred,51.57894737,27.12697069
256,C9PBA230-24A,64,424.9741675,131120,62.4962011,-28.49220556,0.075606656,84.7472931,131121,2.665009217,0.74981557,0.297628385,0,PBA,24,A,230,P1,1.9,0.92,charred,51.57894737,27.35909285
19,C11HBH260-8A,33,437.3070098,131130,66.25863785,-26.39489721,0.055240923,67.8029941,131206,2.267658666,0.207039298,0.88198626,0,HBH,8,A,260,H11,2.52,1.22,charred,51.58730159,34.08879181
21,C11HBH260-8C,29,417.4111386,131130,67.32437719,-26.03858133,0.054695612,73.87297291,131206,2.446124931,0.200800156,0.881883367,0,HBH,8,C,260,H11,2.52,1.22,charred,51.58730159,32.11001439
20,C11HBH260-8B,68,410.2196863,131130,64.09682598,-26.55732825,0.055499904,82.0664845,131128,2.69070441,1.074367658,0.176704535,0,HBH,8,B,260,H11,2.52,1.22,charred,51.58730159,27.79184144
231,C7PEA260-4A,28,393.1034939,131023,65.51724898,-27.9741364,0.086656719,94.23372214,131027,5.926649191,1.35721705,0.410092263,0,PE,4,A,260,11,4.12726,1.98933,charred,51.80022582,12.89713429
232,C7PEA260-4B,18,430.3799823,131023,61.48285461,-27.99249308,0.086692789,104.5687857,131027,6.494955634,2.082448339,0.406059307,0,PE,4,B,260,11,4.12726,1.98933,charred,51.80022582,11.04395489
189,C7BW260-4C,59,417.1690786,131022,63.20743615,-26.86723661,0.049992228,67.84062887,130910,2.284196258,2.205114531,0.209061311,0,BW,4,C,260,10,3.00901,1.44732,charred,51.90045895,32.28356958
187,C7BW260-4A,45,417.4645804,131022,63.25220915,-26.95485947,0.050135641,76.33648028,130926,2.502835419,2.403792112,0.216266782,0,BW,4,A,260,10,3.00901,1.44732,charred,51.90045895,29.48425751
188,C7BW260-4B,28,442.6210262,131022,63.23157517,-26.88345166,0.050018641,80.04499724,130910,2.659302234,2.272568986,0.208892683,0,BW,4,B,260,10,3.00901,1.44732,charred,51.90045895,27.74042382
