,ID,X.x,Cugdc,RunfileC,pcC,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15N,d15Nsd,,Species,time,rep,temp,CharrNo,Freshwt,Charwt,char,pcwtloss,newCN
159,C6LEN245-24C,59,435.81,131017,62.25857143,-25.91870841,0.048844378,115.7416692,130902,7.372080841,1.26035047,0.328602691,0,LE,24,C,245,9,1.5564,0.74733,charred,51.98342328,9.852713443
157,C6LEN245-24A,42,376.4568151,131016,62.74280252,-26.41585103,0.047915264,125.136084,130910,7.493178683,1.78752873,0.21017676,0,LE,24,A,245,9,1.5564,0.74733,charred,51.98342328,9.768876383
158,C6LEN245-24B,21,472.1797971,131023,70.47459658,-26.05723522,0.083300667,142.0979374,131027,8.993540342,1.307336851,0.410385165,0,LE,24,B,245,9,1.5564,0.74733,charred,51.98342328,9.142157544
67,OAT3004A,67,542.5461121,181219,71.38764633,-27.53520028,0.074841504,132.0802644,NA,5.41312559,3.051411455,0.263335242,-0.666612117,oat,4,A,300,13,1705.54,816.05,charred,52.15298381,15.38585906
68,OAT3004B,68,644.0902738,181219,83.64808751,-26.72777031,0.072736981,138.5801692,NA,5.679515131,3.45673429,0.260483437,-0.650947467,oat,4,B,300,13,1705.54,816.05,charred,52.15298381,17.18270542
69,OAT3004C,69,535.2817134,181219,72.33536668,-27.17922006,0.073897104,144.8368077,NA,5.613829756,3.456514433,0.260484934,-0.650955964,oat,4,C,300,13,1705.54,816.05,charred,52.15298381,15.03274321
4,C10HBH245-24A,41,405.6487365,131130,62.40749792,-26.42329666,0.055285739,76.91560028,131128,2.581060412,0.686938906,0.177470322,0,HBH,24,A,245,H9,2.49,1.19,charred,52.20883534,28.20885061
5,C10HBH245-24B,26,433.8266605,131130,62.87342906,-26.50762835,0.055419981,78.60591034,131206,2.655605079,1.161685397,0.901021706,0,HBH,24,B,245,H9,2.49,1.19,charred,52.20883534,27.62170267
6,C10HBH245-24C,56,381.0650463,131130,62.46967972,-26.4164749,0.055274956,91.18968017,131128,2.989825579,0.418416646,0.178021726,0,HBH,24,C,245,H9,2.49,1.19,charred,52.20883534,24.37643638
156,SPT24524B,156,512.1524368,181206,65.66056882,-26.93532781,0.076775486,78.03202648,NA,3.302177889,4.407768633,0.319552981,-0.614192517,spelt,24,B,245,9,2587.1,1234.58,charred,52.27938619,23.1980225
157,SPT24524C,157,507.3602333,181206,61.12773895,-26.70698718,0.076064914,94.80296679,NA,3.792118672,5.965861387,0.291206874,-0.553976372,spelt,24,C,245,9,2587.1,1234.58,charred,52.27938619,18.80629316
155,SPT24524A,155,542.9840133,181206,66.2175626,-27.09452535,0.077275529,99.32226047,NA,4.087335822,5.885012969,0.291231003,-0.557100948,spelt,24,A,245,9,2587.1,1234.58,charred,52.27938619,18.90077703
194,C7EIN260-24B,43,536.9901198,131023,77.82465504,-27.25087057,0.085293397,88.97558072,131027,3.078739817,0.497942663,0.415410963,0,EI,24,B,260,12,1.86801,0.89049,charred,52.32948432,29.49110229
195,C7EIN260-24C,41,463.6500507,131016,70.25000768,-27.21602425,0.048977612,108.8609689,131027,3.466909838,0.796410467,0.413498328,0,EI,24,C,260,12,1.86801,0.89049,charred,52.32948432,23.64017126
193,C7EIN260-24A,47,416.5384869,131021,65.08413858,-27.10627916,0.05271095,110.9997039,130819,3.775500133,2.079657757,0.320461485,0,EI,24,A,260,12,1.86801,0.89049,charred,52.32948432,20.11163881
249,C9HBH230-24C,36,403.8516514,131130,59.38994874,-26.28612418,0.055071108,82.12461768,131128,2.851549225,1.635797045,0.175658113,0,HBH,24,C,230,H6,2.57,1.22,charred,52.52918288,24.29846657
247,C9HBH230-24A,61,420.3056388,131130,61.80965276,-26.53415871,0.05546257,83.02233108,131128,2.730997733,1.547377306,0.175817899,0,HBH,24,A,230,H6,2.57,1.22,charred,52.52918288,26.40473139
248,C9HBH230-24B,65,377.7317015,131130,61.92322975,-26.36828794,0.055199112,85.20879151,131128,2.812171337,0.60741008,0.17763188,0,HBH,24,B,230,H6,2.57,1.22,charred,52.52918288,25.68967513
191,C7BW260-8B,20,428.9975123,131023,67.0308613,-26.93892333,0.084741029,78.36862874,130910,2.480019897,2.201121494,0.209071395,0,BW,8,B,260,11,3.50419,1.6579,charred,52.68806771,31.5330823
192,C7BW260-8C,49,442.4175805,131022,67.03296674,-26.81042557,0.049900143,79.38847414,130926,2.691134717,2.02357161,0.216449933,0,BW,8,C,260,11,3.50419,1.6579,charred,52.68806771,29.06027981
190,C7BW260-8A,28,449.5960829,131022,66.11707101,-26.96609439,0.050154151,79.88714428,130903,2.536099818,2.087487773,0.191276496,0,BW,8,A,260,11,3.50419,1.6579,charred,52.68806771,30.41543645
149,C6EM245-24B,42,430.4080883,131025,64.24001318,-25.08820562,0.071402864,96.51085119,130902,3.398269408,1.636327759,0.323536588,0,EM,24,B,245,9,2.62841,1.24193,charred,52.74976126,22.0543674
148,C6EM245-24A,43,420.2880273,131026,60.9113083,-25.42105179,0.072419058,107.3842306,130910,3.532376007,2.248405085,0.208952718,0,EM,24,A,245,9,2.62841,1.24193,charred,52.74976126,20.11767515
150,C6EM245-24C,31,417.7745891,131022,63.29918017,-25.17351818,0.047567592,111.4563719,130819,3.515973877,2.808862206,0.315580194,0,EM,24,C,245,9,2.62841,1.24193,charred,52.74976126,21.00386582
121,RYE2608C,121,512.0205945,181213,67.37113086,-25.20256698,0.096653044,59.3355258,NA,2.830085551,3.720546397,0.477356167,-0.507216912,rye,8,C,260,11,1160.39,544.6,charred,53.06750317,27.77288928
119,RYE2608A,119,542.7638701,181213,67.0078852,-25.48053009,0.097139924,59.49373278,NA,2.930725753,3.917893924,0.473677848,-0.50117944,rye,8,A,260,11,1160.39,544.6,charred,53.06750317,26.67457574
120,RYE2608B,120,461.1371544,181213,57.6421443,-25.21277265,0.096670614,64.55140484,NA,2.920878047,2.750688314,0.496149629,-0.536887879,rye,8,B,260,11,1160.39,544.6,charred,53.06750317,23.02361388
212,C7LEN260-24B,40,370.1211731,131023,64.93353914,-26.64711265,0.08424431,111.9835314,131027,7.1784315,0.898044221,0.412862769,0,LE,24,B,260,12,1.50684,0.70436,charred,53.25582013,10.55325187
213,C7LEN260-24C,60,395.5828368,131022,60.85889797,-26.13469333,0.048860434,124.9533746,130926,7.437700869,1.472215302,0.216938084,0,LE,24,C,260,12,1.50684,0.70436,charred,53.25582013,9.546235978
211,C7LEN260-24A,36,388.061095,131026,63.61657295,-26.07883452,0.074451567,127.6740014,130926,7.510235376,1.285734854,0.217162549,0,LE,24,A,260,12,1.50684,0.70436,charred,53.25582013,9.882424636
234,C7PEA260-8B,35,434.5756098,131026,62.08222997,-27.56844983,0.079417515,96.7816478,130903,6.243977277,1.746890401,0.192288639,0,PE,8,B,260,12,4.1148,1.92322,charred,53.26091183,11.59986097
233,C7PEA260-8A,25,433.3262766,131016,72.2210461,-28.23189715,0.050575261,114.1221671,130910,7.315523532,2.689877655,0.207921682,0,PE,8,A,260,12,4.1148,1.92322,charred,53.26091183,11.51768383
203,C7EM260-24B,50,414.1073447,131016,66.79150721,-25.48358394,0.046912493,78.08550489,130910,2.638023814,2.295045751,0.208837212,0,EM,24,B,260,12,2.12219,0.987,charred,53.49144045,29.53856014
204,C7EM260-24C,36,429.0147324,131023,69.19592458,-25.47606195,0.082452267,83.62235217,131027,2.863779184,0.227148795,0.417205264,0,EM,24,C,260,12,2.12219,0.987,charred,53.49144045,28.18952632
202,C7EM260-24A,16,439.6421176,131022,65.61822651,-25.81855888,0.048410395,102.7623695,130910,3.631179134,1.736526836,0.210321378,0,EM,24,A,260,12,2.12219,0.987,charred,53.49144045,21.08257256
165,SPT26024B,165,530.2173524,181213,63.88160872,-26.95857757,0.100010202,77.45046397,NA,3.872523199,5.867750296,0.44080229,-0.441527285,spelt,24,B,260,12,2762.57,1279.25,charred,53.69348107,19.24547374
166,SPT26024C,166,420.139384,181213,54.38008128,-27.3937978,0.100942237,89.95967581,NA,3.89435826,5.933226766,0.439812256,-0.439524156,spelt,24,C,260,12,2762.57,1279.25,charred,53.69348107,16.2911124
164,SPT26024A,164,484.7342171,181213,57.70645442,-27.68845057,0.101593839,98.02995157,NA,4.18931417,5.866163134,0.440826387,-0.441575841,spelt,24,A,260,12,2762.57,1279.25,charred,53.69348107,16.07045786
175,C6PEA245-24A,64,402.175504,131026,62.8399225,-27.27356284,0.078397552,106.427584,130910,6.372909222,2.077247132,0.209389817,0,PE,24,A,245,9,6.14764,2.82293,charred,54.08107827,11.50388941
177,C6PEA245-24C,62,423.883966,131023,65.21291785,-27.47570638,0.085704977,108.2084464,130903,6.679533728,2.650999623,0.189639775,0,PE,24,C,245,9,6.14764,2.82293,charred,54.08107827,11.39027671
176,C6PEA245-24B,32,430.15,131017,61.45,-27.66475933,0.051686412,109.8895566,130910,6.783305963,1.640996923,0.210597131,0,PE,24,B,245,9,6.14764,2.82293,charred,54.08107827,10.56883871
130,C6BW245-24A,36,445.100966,131016,64.50738638,-26.90799413,0.048547404,71.66677852,130819,2.523478117,2.576581899,0.317075985,0,BW,24,A,245,9,3.23623,1.47959,charred,54.2804436,29.82336836
132,C6BW245-24C,37,397.7433195,131021,62.14739367,-27.06026058,0.052631434,72.37443388,130927,2.575602629,2.326375239,0.311913045,0,BW,24,C,245,9,3.23623,1.47959,charred,54.2804436,28.15080704
131,C6BW245-24B,58,422.7008348,131026,62.16188747,-26.56656905,0.076024769,78.43172513,130930,2.676850687,1.566792971,0.325467104,0,BW,24,B,245,9,3.23623,1.47959,charred,54.2804436,27.09235984
71,OAT3008B,71,554.2948253,181219,67.59692991,-27.45669418,0.074631044,115.7790587,NA,4.864666332,3.153536442,0.262599581,-0.662665259,oat,8,B,300,14,1543.28,702.77,charred,54.46257322,16.21140681
72,OAT3008C,72,570.3912204,181219,67.90371671,-26.55818472,0.072312413,118.4994697,NA,4.647038027,3.717656677,0.258745194,-0.64086351,oat,8,C,300,14,1543.28,702.77,charred,54.46257322,17.04763386
70,OAT3008A,70,557.7889537,181219,65.62222985,-27.17232781,0.073879073,141.3641105,NA,5.314440244,3.856816907,0.257850029,-0.635485337,oat,8,A,300,14,1543.28,702.77,charred,54.46257322,14.405895
220,C7NB260-24A,37,435.4527369,131016,65.97768741,-27.94196665,0.050092189,72.03996406,130910,2.47560014,2.493550562,0.20836296,0,NB,24,A,260,12,2.06038,0.92322,charred,55.19176074,31.09305393
222,C7NB260-24C,66,463.6320149,131023,67.19304564,-27.82341379,0.086363272,72.63327612,130910,2.381418889,2.459953633,0.208441247,0,NB,24,C,260,12,2.06038,0.92322,charred,55.19176074,32.9181426
221,C7NB260-24B,44,456.6469991,131022,65.23528559,-27.72076293,0.051458594,76.77679971,130903,2.684503486,3.410659013,0.187509935,0,NB,24,B,260,12,2.06038,0.92322,charred,55.19176074,28.35080437
168,C6NB245-24C,53,407.9014917,131022,64.74626852,-27.93980606,0.051859029,67.90806575,130926,2.382739149,6.390222989,0.221845541,0,NB,24,C,245,9,1.99298,0.89301,charred,55.19222471,31.70188113
167,C6NB245-24B,53,377.3963849,131021,59.90418808,-27.89798157,0.054120311,72.66034195,130910,2.514198683,4.847707803,0.204934558,0,NB,24,B,245,9,1.99298,0.89301,charred,55.19222471,27.7974131
166,C6NB245-24A,17,414.3884082,131026,62.78612245,-28.09035946,0.081263568,77.71220263,130910,2.54794107,4.399784797,0.205269823,0,NB,24,A,245,9,1.99298,0.89301,charred,55.19222471,28.74888947
8,BAR3004B,8,517.6096531,181219,61.6201968,-26.29364108,0.071662737,74.86936592,NA,3.043470159,-0.094995435,0.291101851,-0.788212384,Barley,4,B,300,13,2609.94,1148.74,charred,55.98596136,23.62113832
9,BAR3004C,9,523.0388313,181219,68.82089886,-25.9721023,0.070894345,77.66013845,NA,3.118881062,0.625101948,0.283942022,-0.760382533,Barley,4,C,300,13,2609.94,1148.74,charred,55.98596136,25.74354298
7,BAR3004A,7,557.8865174,181219,68.03494115,-26.27388776,0.071614853,80.4188386,NA,3.093032254,0.066546783,0.28945809,-0.781969207,Barley,4,A,300,13,2609.94,1148.74,charred,55.98596136,25.66222771
176,SPT3004A,176,572.9214479,181219,69.02668047,-26.883885,0.0731333,92.72971606,NA,3.636459453,4.766863142,0.252561007,-0.600314468,spelt,4,A,300,13,2845.63,1250.25,charred,56.06421074,22.14547646
177,SPT3004B,177,513.4017713,181219,65.82073991,-26.65933641,0.072564901,103.1550021,NA,4.02949227,5.639290016,0.248450566,-0.566597487,spelt,4,B,300,13,2845.63,1250.25,charred,56.06421074,19.05720574
178,SPT3004C,178,532.2768053,181219,64.12973558,-26.90939209,0.073198547,118.4306267,NA,4.486008587,5.705383701,0.248178875,-0.564043142,spelt,4,C,300,13,2845.63,1250.25,charred,56.06421074,16.67808329
75,RC2017RYE24524C,75,388.5637809,190308,61.67679062,-26.94620696,0.074856042,34.38880684,NA,1.728080746,0.16296592,0.454500102,-0.778242863,rye,24,C,245,NA,NA,NA,charred,56.07575878,41.63940597
74,RC2017RYE24524B,74,365.2700782,190308,56.19539665,-27.51340851,0.075838301,38.23479569,NA,1.865111985,0.226534982,0.453418059,-0.775786087,rye,24,B,245,NA,NA,NA,charred,56.07575878,35.15139928
73,RC2017RYE24524A,73,421.6908169,190308,68.01464789,-26.90635973,0.0747933,37.66839849,NA,1.768469413,0.695731441,0.445555925,-0.757652891,rye,24,A,245,NA,NA,NA,charred,56.07575878,44.86954762
104,RYE24524A,104,459.3469926,185661.5,63.2907136,-27.17783384,0.178751319,37.89419535,NA,1.923563216,1.308683848,0.310086553,-0.733963909,rye,24,A,245,9,1261.9,554.28,charred,56.07575878,38.38665933
106,RYE24524C,106,455.9351503,185661.5,62.35396993,-26.86815438,0.175693111,42.72913584,NA,2.04445626,1.36868151,0.309630397,-0.731645159,rye,24,C,245,9,1261.9,554.28,charred,56.07575878,35.58222285
105,RYE24524B,105,420.3848845,185661.5,59.98452464,-26.37415715,0.171342434,47.85173311,NA,2.357228232,1.579568221,0.308067554,-0.723494948,rye,24,B,245,9,1261.9,554.28,charred,56.07575878,29.68823488
76,RC2018RYE24524A,76,393.7791295,190308,62.50462373,-25.60483189,0.07321347,NA,NA,NA,NA,NA,#VALUE!,rye,24,A,245,NA,NA,NA,charred,56.07575878,NA
77,RC2018RYE24524B,77,403.9360616,190308,65.15097768,-25.50083525,0.073127482,NA,NA,NA,NA,NA,#VALUE!,rye,24,B,245,NA,NA,NA,charred,56.07575878,NA
78,RC2018RYE24524C,78,445.5614493,190308,68.98942389,-26.0779021,0.073681823,NA,NA,NA,NA,NA,#VALUE!,rye,24,C,245,NA,NA,NA,charred,56.07575878,NA
185,C7BW260-24B,65,396.9957963,131016,62.03059317,-26.84368141,0.0484609,80.60821679,130910,2.732481925,2.536901471,0.208263139,0,BW,24,B,260,12,3.46028,1.50016,charred,56.64628296,26.48472244
186,C7BW260-24C,33,442.2329828,131023,68.03584351,-26.95836215,0.084774808,82.13284853,130927,2.728666064,2.186853453,0.312598383,0,BW,24,C,260,12,3.46028,1.50016,charred,56.64628296,29.08936048
184,C7BW260-24A,36,393.64,131017,64.53114754,-26.90780084,0.050390816,87.27205161,130910,2.918797713,2.631763214,0.208049415,0,BW,24,A,260,12,3.46028,1.50016,charred,56.64628296,25.79361306
230,C7PEA260-24B,20,403.7096506,131021,64.08089692,-27.76028837,0.053869707,102.8616517,130926,6.428853231,3.111638636,0.216260682,0,PE,24,B,260,13,4.078,1.76786,charred,56.64884747,11.62898634
229,C7PEA260-24A,24,438.15,131017,66.38636364,-27.45281095,0.051314334,107.42632,130910,6.842440764,2.507831192,0.208329928,0,PE,24,A,260,13,4.078,1.76786,charred,56.64884747,11.31917107
13,C11HBH260-24A,38,437.7124507,131130,66.32006829,-26.44895258,0.055326395,64.7331484,131206,2.239901329,-0.059222289,0.877849781,0,HBH,24,A,260,H12,2.5,1.08,charred,56.8,34.54322385
15,C11HBH260-24C,66,413.6002591,131130,61.73138196,-26.33396817,0.055145442,88.64054041,131128,3.077796542,1.509581444,0.175886776,0,HBH,24,C,260,H12,2.5,1.08,charred,56.8,23.39983967
14,C11HBH260-24B,43,401.9084265,131130,64.82393976,-26.16658571,0.054887867,93.40521487,131128,2.984192168,0.482867949,0.177887845,0,HBH,24,B,260,H12,2.5,1.08,charred,56.8,25.3428484
12,BAR3008C,12,496.8567804,181219,65.37589216,-26.39047774,0.071898746,64.31482865,NA,2.690997015,0.223526944,0.287881278,-0.77590234,Barley,8,C,300,14,2489.91,1052.1,charred,57.74546068,28.34335147
11,BAR3008B,11,435.7390028,181219,58.88364903,-26.09799097,0.071192364,72.36851737,NA,3.002843044,1.19120688,0.27862847,-0.738504082,Barley,8,B,300,14,2489.91,1052.1,charred,57.74546068,22.87751625
10,BAR3008A,10,530.8560261,181219,68.05846488,-26.63105792,0.07249409,75.96959267,NA,2.967562214,0.135809711,0.288759853,-0.779292378,Barley,8,A,300,14,2489.91,1052.1,charred,57.74546068,26.75648787
179,SPT3008A,179,476.9699537,181219,61.14999406,-26.73262471,0.072749226,92.30083133,NA,3.87818619,5.50851291,0.249004852,-0.571651675,spelt,8,A,300,14,2674.97,1121.49,charred,58.07467,18.39562523
180,SPT3008B,180,544.9146947,181219,72.65529263,-27.08649672,0.073655345,104.3208101,NA,4.091012161,5.342132886,0.249741908,-0.578081821,spelt,8,B,300,14,2674.97,1121.49,charred,58.07467,20.71969105
181,SPT3008C,181,524.4784882,181219,67.24083182,-27.70146405,0.075291235,125.4911767,NA,5.039806293,6.058027339,0.246825906,-0.550414403,spelt,8,C,300,14,2674.97,1121.49,charred,58.07467,15.56560561
66,OAT30024C,66,518.8489131,181219,65.1402899,-27.62780925,0.075091447,106.8508901,NA,4.558705861,4.296840125,0.255177281,-0.618479609,oat,24,C,300,15,1461.56,609.78,charred,58.27882536,16.67074104
64,OAT30024A,64,434.9196478,181219,54.36495598,-27.0213508,0.073486554,110.4194629,NA,4.347222949,4.512463728,0.253939007,-0.610146329,oat,24,A,300,15,1461.56,609.78,charred,58.27882536,14.5899538
65,OAT30024B,65,582.9171008,181219,68.57848245,-27.0918358,0.073669217,112.8649553,NA,4.374610671,3.175802449,0.262440706,-0.661804737,oat,24,B,300,15,1461.56,609.78,charred,58.27882536,18.28922287
114,RYE26024B,114,548.0041791,181213,65.23859275,-25.33882382,0.096889554,49.98395872,NA,2.38018851,2.294965222,0.505416153,-0.550829862,rye,24,B,260,12,1308.68,544.31,charred,58.40770853,31.97716954
113,RYE26024A,113,488.0075638,181213,65.06767517,-25.8023929,0.097725088,52.80759356,NA,2.422366677,2.945054605,0.492278333,-0.530941612,rye,24,A,260,12,1308.68,544.31,charred,58.40770853,31.33806637
115,RYE26024C,115,530.0501786,181213,66.05231986,-25.31927634,0.096855383,53.05884417,NA,2.575672047,4.075126532,0.470799569,-0.496369206,rye,24,C,260,12,1308.68,544.31,charred,58.40770853,29.91880893
20,FT3004B,20,610.7905244,181219,72.71315767,-26.57169562,0.072346009,75.77349837,NA,2.936957301,1.71370802,0.273985707,-0.718310802,Free-T wheat,4,B,300,13,2561.57,1056.42,charred,58.75888615,28.88432094
19,FT3004A,19,595.3394241,181219,70.03993225,-26.66783823,0.072586224,80.86621298,NA,3.098322336,1.888754611,0.272488779,-0.711545716,Free-T wheat,4,A,300,13,2561.57,1056.42,charred,58.75888615,26.37338708
21,FT3004C,21,505.5427787,181219,67.40570383,-26.96179696,0.073333027,81.37134569,NA,3.216258723,1.814336738,0.273121513,-0.714421769,Free-T wheat,4,C,300,13,2561.57,1056.42,charred,58.75888615,24.45076549
127,RYE3004C,127,537.3410537,181219,68.0178549,-25.36184695,0.069502753,51.945721,NA,2.677614485,2.338867007,0.268779293,-0.694150067,rye,4,C,300,13,1410.64,570.16,charred,59.58146657,29.63614236
125,RYE3004A,125,531.2546377,181219,66.40682971,-25.15640686,0.069054693,55.70202298,NA,2.61511845,2.82026767,0.265042155,-0.675545211,rye,4,A,300,13,1410.64,570.16,charred,59.58146657,29.62566941
126,RYE3004B,126,549.2071356,181219,70.41117123,-25.55107632,0.069924679,57.20996848,NA,2.711372914,2.236008058,0.269608962,-0.698125292,rye,4,B,300,13,1410.64,570.16,charred,59.58146657,30.29696359
22,FT3008A,22,562.4050536,181219,66.95298257,-26.75150999,0.072796911,58.62957201,NA,2.383315935,1.709536013,0.274021748,-0.718472039,Free-T wheat,8,A,300,14,2603.15,1038.03,charred,60.12408044,32.77442652
24,FT3008C,24,571.9640071,181219,67.28988319,-26.94110953,0.07327987,66.39686772,NA,2.732381388,1.392503472,0.276809342,-0.730724503,Free-T wheat,8,C,300,14,2603.15,1038.03,charred,60.12408044,28.73129794
23,FT3008B,23,525.2461246,181219,64.84520057,-27.15730519,0.073839805,67.25583081,NA,2.528414692,1.587885905,0.275080044,-0.723173491,Free-T wheat,8,B,300,14,2603.15,1038.03,charred,60.12408044,29.92101503
129,RYE3008B,129,576.8577125,181219,70.34850152,-25.23950914,0.069234669,50.40747755,NA,2.558755206,2.465726155,0.267770993,-0.689247299,rye,8,B,300,14,1251.59,478.18,charred,61.79419778,32.0754606
128,RYE3008A,128,541.2304014,181219,66.81856807,-25.60638329,0.070049643,52.31829062,NA,2.399921588,2.599132159,0.266728671,-0.684091511,rye,8,A,300,14,1251.59,478.18,charred,61.79419778,32.48230962
130,RYE3008C,130,575.7339709,181219,69.36553866,-25.25959927,0.069278438,63.55629452,NA,3.04097103,2.749317441,0.265577613,-0.678287249,rye,8,C,300,14,1251.59,478.18,charred,61.79419778,26.61204628
4,BAR30024A,4,535.6669034,181219,71.42225379,-26.366087,0.071839103,63.98862535,NA,2.688597704,0.484763025,0.285303022,-0.76580626,Barley,24,A,300,15,2433.51,905.46,charred,62.79201647,30.99235064
5,BAR30024B,5,552.8814803,181219,65.04488004,-26.30982967,0.071702045,75.50790971,NA,3.172601248,0.356865423,0.286558085,-0.770749162,Barley,24,B,300,15,2433.51,905.46,charred,62.79201647,23.91907695
6,BAR30024C,6,505.2710136,181219,66.48302811,-26.21690629,0.071477218,75.87090067,NA,3.284454574,0.481135938,0.285338422,-0.765946437,Barley,24,C,300,15,2433.51,905.46,charred,62.79201647,23.61534649
174,SPT30024B,174,500.7885797,181219,65.89323417,-26.99489435,0.073418259,137.8642635,NA,5.51457054,5.080651236,0.25097166,-0.588187392,spelt,24,B,300,15,2608.59,938.12,charred,64.03727684,13.94042189
175,SPT30024C,175,525.0892246,181219,65.60832587,-26.88176694,0.073128294,139.7648473,NA,5.635679325,5.530438053,0.248913774,-0.570804327,spelt,24,C,300,15,2608.59,938.12,charred,64.03727684,13.58186696
173,SPT30024A,173,503.8346376,181219,59.980314,-26.55416231,0.072302419,145.7835011,NA,5.522102314,5.410550416,0.249434518,-0.575437665,spelt,24,A,300,15,2608.59,938.12,charred,64.03727684,12.67217248
16,FT30024A,16,484.7511818,181219,60.59389773,-26.65137047,0.072544936,80.10643469,NA,3.624725552,1.652515132,0.274516028,-0.720675744,Free-T wheat,24,A,300,15,2695.86,947.61,charred,64.8494358,19.50296089
17,FT30024B,17,563.0733533,181219,69.5152288,-26.61025779,0.072442116,83.18966033,NA,3.249596107,1.518748761,0.275687825,-0.725845459,Free-T wheat,24,B,300,15,2695.86,947.61,charred,64.8494358,24.95728626
18,FT30024C,18,546.9854668,181219,65.90186347,-26.71045281,0.07269334,85.75166012,NA,3.603010929,1.805571906,0.273196393,-0.714760506,Free-T wheat,24,C,300,15,2695.86,947.61,charred,64.8494358,21.3392379
123,RYE30024B,123,571.4185083,181219,71.42731354,-25.25123952,0.069260213,101.7363148,NA,4.624377945,1.945258534,0.272011997,-0.709361989,rye,24,B,300,15,1278.56,408.5,charred,68.04999374,18.02012439
124,RYE30024C,124,541.6553926,181219,67.61696821,-25.10624532,0.068946918,101.7083955,NA,4.826937206,2.626437009,0.266518586,-0.683036251,rye,24,C,300,15,1278.56,408.5,charred,68.04999374,16.3429644
122,RYE30024A,122,578.4782027,181219,72.30977534,-25.489629,0.06978671,94.66291941,NA,4.188624753,3.767036978,0.258424989,-0.638955093,rye,24,A,300,15,1278.56,408.5,charred,68.04999374,20.14059734
81,RCSPARERYE24524C,81,406.4447914,190308,57.24574527,-25.65776175,0.073259561,56.39405925,NA,2.635236414,3.180616062,0.408004549,-0.661618703,rye,24,C,245,NA,NA,NA,charred,56.07575878,25.34372342
80,RCSPARERYE24524B,80,392.5792154,190308,63.31922829,-25.49496423,0.073122809,65.31408463,NA,3.080853049,3.935090368,0.398154257,-0.632460276,rye,24,B,245,NA,NA,NA,charred,56.07575878,23.97791516
79,RCSPARERYE24524A,79,457.9882744,190308,68.35645887,-25.12486514,0.072867464,58.05162252,NA,2.764362977,4.078342872,0.396375214,-0.626923947,rye,24,A,245,NA,NA,NA,charred,56.07575878,28.84903418