,ID,ID,ID,RunfileC,pcC,normd13C,d13Csd,RunfileN,pcN,normd15N,d15Nsd,,RunfileC,pcC,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15N,d15Nsd
131,RYE2154E,RYE2154E,RYE2154E,NA,NA,NA,NA,181112,1.445875133,3.769880543,0.270995572,,,,,,,,,,
132,RYE2154EDA,RYE2154EDA,RYE2154EDA,181031,43.06228237,-25.82037348,0.082087041,NA,NA,NA,NA,,,,,,,,,,
133,RYE2154EDB,RYE2154EDB,RYE2154EDB,181031,51.70950706,-25.75069001,0.082038757,NA,NA,NA,NA,,,,,,,,,,
134,RYE2158B,RYE2158B,RYE2158B,181031,45.21146001,-26.03039395,0.082235899,181112,1.399550234,4.34983502,0.268487698,,,,,,,,,,
135,RYE2158C,RYE2158C,RYE2158C,181031,48.40876535,-25.88101167,0.082129507,181112,1.45463054,3.586436543,0.271846317,,,,,,,,,,
136,RYE2158E,RYE2158E,RYE2158E,181031,43.70081381,-25.6846581,0.081993513,181112,1.426897759,5.519361206,0.26429557,,,,,,,,,,
137,RYE23024A,RYE23024A,RYE23024A,181129,66.52515563,-25.28189959,0.077967731,190228,3.109143691,3.513702282,0.336853472,,,,,,,,,,
138,RYE23024A,RYE23024A,RYE23024A,181129,66.52515563,-25.28189959,0.077967731,181210,2.83197265,4.98542496,0.378593637,,,,,,,,,,
139,RYE23024B,RYE23024B,RYE23024B,181129,61.16668977,-25.13976381,0.077461694,190228,4.226104012,3.741957272,0.334524736,,,,,,,,,,
140,RYE23024B,RYE23024B,RYE23024B,181129,61.16668977,-25.13976381,0.077461694,181210,2.840089734,5.021985655,0.378382803,,,,,,,,,,
141,RYE23024C,RYE23024C,RYE23024C,181129,59.30053982,-25.05685436,0.077168657,190228,5.548046866,3.850180071,0.333439075,,,,,,,,,,
142,RYE23024C,RYE23024C,RYE23024C,181129,59.30053982,-25.05685436,0.077168657,181210,2.52230443,4.992480854,0.378552599,,,,,,,,,,
143,RYE2304A,RYE2304A,RYE2304A,181129,56.59867753,-25.39296974,0.078366345,190228,3.941464089,4.526644736,0.326930404,,,,,,,,,,
144,RYE2304A,RYE2304A,RYE2304A,181129,56.59867753,-25.39296974,0.078366345,181210,3.227693497,6.213413115,0.373998178,,,,,,,,,,
145,RYE2304B,RYE2304B,RYE2304B,181129,51.8787542,-25.7642876,0.079718614,190228,3.986606182,3.116628785,0.341027677,,,,,,,,,,
146,RYE2304B,RYE2304B,RYE2304B,181129,51.8787542,-25.7642876,0.079718614,181210,2.488514939,4.035961762,0.385609656,,,,,,,,,,
147,RYE2304EDA,RYE2304EDA,RYE2304EDA,181129,57.1339021,-25.26948169,0.077923337,181210,2.337094202,4.333267898,0.383097704,,,,,,,,,,
148,RYE2304EDB,RYE2304EDB,RYE2304EDB,181129,56.47796542,-25.28848147,0.077991275,181210,2.252289998,4.078385745,0.385233972,,,,,,,,,,
149,RYE2308A,RYE2308A,RYE2308A,181129,61.84891946,-25.22253447,0.077755818,181210,2.870117465,4.263498291,0.383661772,,,,,,,,,,
150,RYE2308B,RYE2308B,RYE2308B,181129,60.63415545,-25.36956087,0.078282105,181210,2.60405181,5.3198024,0.376832804,,,,,,,,,,
151,RYE2308C,RYE2308C,RYE2308C,181129,50.50477487,-24.6333366,0.075697119,181210,2.961457191,4.832806189,0.379521926,,,,,,,,,,
152,RYE2308C,RYE2308C,RYE2308C,181129,50.50477487,-24.6333366,0.075697119,190228,2.463538108,3.732630403,0.33461886,,,,,,,,,,
153,RYE24524A,RYE24524A,RYE24524A,181206,66.55284007,-27.07382304,0.077210291,NA,NA,NA,NA,,,,,,,,,,
154,RYE24524A,RYE24524A,RYE24524A,190117,60.02858713,-27.28184465,0.280292347,NA,NA,NA,NA,,,,,,,,,,
155,RYE24524B,RYE24524B,RYE24524B,190117,63.32587703,-26.40078873,0.267722189,190208,2.357228232,2.303063169,0.300365202,,,,,,,,,,
156,RYE24524B,RYE24524B,RYE24524B,181206,56.64317226,-26.34752558,0.074962678,190208,2.357228232,2.303063169,0.300365202,,,,,,,,,,
157,RYE24524C,RYE24524C,RYE24524C,181206,63.60591962,-26.82711759,0.076437759,NA,NA,NA,NA,,,,,,,,,,
158,RYE24524C,RYE24524C,RYE24524C,190117,61.10202024,-26.90919116,0.274948462,NA,NA,NA,NA,,,,,,,,,,
159,RYE2454A,RYE2454A,RYE2454A,181206,61.87366082,-25.5344956,0.072547847,200825,2.394457232,3.495901816,0.403059218,,,,,,,,,,
160,RYE2454B,RYE2454B,RYE2454B,181206,60.27564151,-25.45739584,0.072324769,200825,2.439873414,3.895736831,0.402665552,,,,,,,,,,
161,RYE2454C,RYE2454C,RYE2454C,181206,61.57455433,-25.46532232,0.072347654,200825,2.545942125,2.727279405,0.404359434,,,,,,,,,,
162,RYE2458B,RYE2458B,RYE2458B,181206,65.61020412,-25.28037739,0.071816637,NA,NA,NA,NA,,,,,,,,,,
163,RYE2458BDA,RYE2458BDA,RYE2458BDA,NA,NA,NA,NA,200825,2.462321472,2.764645226,0.404279763,,,,,,,,,,
164,RYE2458BDB,RYE2458BDB,RYE2458BDB,NA,NA,NA,NA,200825,2.304178024,2.681569472,0.404459175,,,,,,,,,,
165,RYE2458C,RYE2458C,RYE2458C,NA,NA,NA,NA,200825,2.364578885,3.000610967,0.403815412,,,,,,,,,,
166,RYE2458CDA,RYE2458CDA,RYE2458CDA,181206,55.71130584,-25.84927837,0.073469486,NA,NA,NA,NA,,,,,,,,,,
167,RYE2458CDB,RYE2458CDB,RYE2458CDB,181206,59.29107877,-25.74805203,0.07317123,NA,NA,NA,NA,,,,,,,,,,
168,RYE2458D,RYE2458D,RYE2458D,181206,63.66420673,-24.75367416,0.070339151,190208,2.507338698,4.98567036,0.285817658,,,,,,,,,,
169,RYE26024A,RYE26024A,RYE26024A,181213,65.06767517,-25.8023929,0.097725088,190214,2.422366677,3.475996217,0.380533438,,,,,,,,,,
170,RYE26024B,RYE26024B,RYE26024B,181213,65.23859275,-25.33882382,0.096889554,190214,2.38018851,2.845795084,0.388404285,,,,,,,,,,
171,RYE26024C,RYE26024C,RYE26024C,NA,NA,NA,NA,190214,2.575672047,4.571495738,0.36841597,,,,,,,,,,
172,RYE26024CDA,RYE26024CDA,RYE26024CDA,181213,61.97327053,-25.33037722,0.096874772,NA,NA,NA,NA,,,,,,,,,,
173,RYE26024CDB,RYE26024CDB,RYE26024CDB,181213,70.13136919,-25.30817545,0.096835993,NA,NA,NA,NA,,,,,,,,,,
174,RYE2604A,RYE2604A,RYE2604A,181213,65.07902535,-25.2481884,0.096731768,190214,2.611998233,4.461134074,0.36954224,,,,,,,,,,
175,RYE2604B,RYE2604B,RYE2604B,181213,53.41597091,-25.83872024,0.097792557,190214,2.214412536,2.26270344,0.39623041,,,,,,,,,,
176,RYE2604B,RYE2604B,RYE2604B,181213,53.41597091,-25.83872024,0.097792557,200827,2.012884936,1.759916107,NA,,,,,,,,,,
177,RYE2604C,RYE2604C,RYE2604C,181213,65.95792596,-25.14128578,0.096548034,190214,2.334740322,3.936156162,0.375193429,,,,,,,,,,
178,RYE2604C,RYE2604C,RYE2604C,181213,65.95792596,-25.14128578,0.096548034,200827,2.305622312,3.660707665,NA,,,,,,,,,,
179,RYE2608A,RYE2608A,RYE2608A,181213,67.0078852,-25.48053009,0.097139924,190214,2.930725753,4.419073364,0.369977203,,,,,,,,,,
180,RYE2608B,RYE2608B,RYE2608B,181213,57.6421443,-25.21277265,0.096670614,190214,2.920878047,3.287576193,0.38282054,,,,,,,,,,
181,RYE2608C,RYE2608C,RYE2608C,181213,67.37113086,-25.20256698,0.096653044,NA,NA,NA,NA,,,,,,,,,,
182,RYE2608CDA,RYE2608CDA,RYE2608CDA,NA,NA,NA,NA,190214,3.011019588,4.094316925,0.373440505,,,,,,,,,,
183,RYE2608CDB,RYE2608CDB,RYE2608CDB,NA,NA,NA,NA,190214,2.649151514,4.361209693,0.370580718,,,,,,,,,,
184,RYE30024A,RYE30024A,RYE30024A,181219,72.30977534,-25.489629,0.06978671,190222,4.188624753,4.405992071,0.252543586,,,,,,,,,,
185,RYE30024B,RYE30024B,RYE30024B,181219,71.42731354,-25.25123952,0.069260213,190222,4.624377945,2.654620523,0.266091719,,,,,,,,,,
186,RYE30024CDA,RYE30024CDA,RYE30024CDA,181219,71.2152026,-25.11906585,0.068974387,190222,4.946192858,3.350452465,0.260292527,,,,,,,,,,
187,RYE30024CDB,RYE30024CDB,RYE30024CDB,181219,64.01873382,-25.09342478,0.068919448,190222,4.707681554,3.268494056,0.260948036,,,,,,,,,,
188,RYE3004A,RYE3004A,RYE3004A,181219,66.40682971,-25.15640686,0.069054693,190222,2.61511845,3.495812881,0.259148495,,,,,,,,,,
189,RYE3004B,RYE3004B,RYE3004B,181219,70.41117123,-25.55107632,0.069924679,190222,2.711372914,2.93413335,0.263699161,,,,,,,,,,
190,RYE3004C,RYE3004C,RYE3004C,181219,68.0178549,-25.36184695,0.069502753,190222,2.677614485,3.033017074,0.26287281,,,,,,,,,,
191,RYE3008A,RYE3008A,RYE3008A,181219,66.81856807,-25.60638329,0.070049643,190222,2.399921588,3.28322367,0.260829675,,,,,,,,,,
192,RYE3008B,RYE3008B,RYE3008B,181219,70.34850152,-25.23950914,0.069234669,190222,2.558755206,3.154973454,0.261868322,,,,,,,,,,
193,RYE3008C,RYE3008C,RYE3008C,181219,69.36553866,-25.25959927,0.069278438,190222,3.04097103,3.42760469,0.259682343,,,,,,,,,,
194,RYEXX1,RYEXX1,RYEXX1,190308,32.90853409,-25.2807351,0.072965565,190228,1.286654889,4.545417681,0.326756762,,,,,,,,,,
195,RYEXX2,RYEXX2,RYEXX2,190308,29.98444978,-25.61614788,0.073223192,190228,1.239778604,3.332572655,0.338738432,,,,,,,,,,
196,RYEXX3,RYEXX3,RYEXX3,190308,37.40091673,-25.96340278,0.073556242,190228,1.334089941,3.155706994,0.340610058,,,,,,,,,,
197,SPT0A,SPT0A,SPT0A,190117,43.37972714,-26.97032288,0.275822445,200827,1.952478716,5.382926378,NA,,,,,,,,,,
198,SPT0B,SPT0B,SPT0B,190117,39.48200722,-27.67850743,0.286021507,200827,2.038118904,6.017594675,NA,,,,,,,,,,
199,SPT0C,SPT0C,SPT0C,190117,45.35377806,-26.96712263,0.275776665,NA,NA,NA,NA,,,,,,,,,,
200,SPT0CDA,SPT0CDA,SPT0CDA,NA,NA,NA,NA,200827,2.082955881,5.079849804,NA,,,,,,,,,,
201,SPT0CDB,SPT0CDB,SPT0CDB,NA,NA,NA,NA,200827,2.087992965,4.679399577,NA,,,,,,,,,,
202,SPT21524A,SPT21524A,SPT21524A,181031,63.80832982,-27.54778183,0.083457732,181112,3.600689843,7.848070062,0.259567248,,,,,,,,,,
203,SPT21524B,SPT21524B,SPT21524B,181031,61.69535031,-27.70859606,0.083602017,181112,3.71595023,7.741405322,0.259675355,,,,,,,,,,
204,SPT21524C,SPT21524C,SPT21524C,NA,NA,NA,NA,181112,2.94480302,6.985503308,0.260742759,,,,,,,,,,
205,SPT21524CDA,SPT21524CDA,SPT21524CDA,181031,57.14803486,-27.4519716,0.083373098,NA,NA,NA,NA,,,,,,,,,,
206,SPT21524CDB,SPT21524CDB,SPT21524CDB,181031,53.57226115,-27.31994523,0.083258104,NA,NA,NA,NA,,,,,,,,,,
207,SPT2154A,SPT2154A,SPT2154A,181031,43.17104542,-27.77070411,0.083658486,181112,2.257882806,7.239298419,0.260325676,,,,,,,,,,
208,SPT2154B,SPT2154B,SPT2154B,181031,50.42485745,-26.93169807,0.082930972,181112,2.120022874,6.338267102,0.262072644,,,,,,,,,,
209,SPT2154C,SPT2154C,SPT2154C,181031,45.6861399,-27.35416014,0.083287723,181112,2.364611602,7.278452641,0.2602666,,,,,,,,,,
210,SPT2158A,SPT2158A,SPT2158A,181031,51.57609381,-27.15498358,0.083117092,181112,2.916498091,7.177086505,0.260422441,,,,,,,,,,
211,SPT2158B,SPT2158B,SPT2158B,181031,62.28882516,-27.5228635,0.083435625,181112,2.946103183,7.522711598,0.25992997,,,,,,,,,,
212,SPT2158C,SPT2158C,SPT2158C,NA,NA,NA,NA,181112,1.761348838,6.213301907,0.262373115,,,,,,,,,,
213,SPT2158CDA,SPT2158CDA,SPT2158CDA,181031,58.54675838,-27.06451356,0.083041021,NA,NA,NA,NA,,,,,,,,,,
214,SPT2158CDB,SPT2158CDB,SPT2158CDB,181031,70.5732249,-27.02432603,0.083007517,NA,NA,NA,NA,,,,,,,,,,
215,SPT23024A,SPT23024A,SPT23024A,181129,57.59868886,-27.2077939,0.085239079,181210,4.822783485,6.876772617,0.373680836,,,,,,,,,,
216,SPT23024B,SPT23024B,SPT23024B,181129,61.22591808,-26.82533426,0.083738249,181210,4.510884267,7.031727202,0.37382721,,,,,,,,,,
217,SPT23024CDA,SPT23024CDA,SPT23024CDA,181129,60.38559253,-27.15429183,0.085027578,181210,3.904983858,6.821602612,0.373648874,,,,,,,,,,
218,SPT23024CDB,SPT23024CDB,SPT23024CDB,181129,63.84747172,-27.08900273,0.084770156,181210,4.343309069,7.050632189,0.373850779,,-27.12164728,,,,,,,,
219,SPT2304A,SPT2304A,SPT2304A,181129,56.86251385,-27.46790531,0.086274311,181210,3.154139739,6.759640561,0.3736256,,,,,,,,,,
220,SPT2304B,SPT2304B,SPT2304B,181129,61.32930905,-27.25790321,0.085437616,181210,3.267573083,6.274534232,0.373904966,,,,,,,,,,
221,SPT2304C,SPT2304C,SPT2304C,181129,53.35521791,-27.15445153,0.085028209,181210,3.701909356,6.355121856,0.37380189,,,,,,,,,,
222,SPT2308A,SPT2308A,SPT2308A,181206,60.46593387,-27.35374105,0.078097672,181210,3.55696379,6.880185792,0.373683161,,,,,,,,,,
223,SPT2308B,SPT2308B,SPT2308B,181129,65.182099,-27.23191527,0.085334596,181210,3.155871845,6.626072389,0.373620863,,,,,,,,,,
224,SPT2308DDA,SPT2308DDA,SPT2308DDA,181129,67.33057376,-27.08910814,0.084770571,181210,3.090076527,6.789961292,0.37363532,,,,,,,,,,
225,SPT2308DDB,SPT2308DDB,SPT2308DDB,181129,65.5173737,-27.0271897,0.084527129,181210,3.083534406,6.823766486,0.373649928,,,,,,,,,,
226,SPT24524A,SPT24524A,SPT24524A,181206,66.2175626,-27.09452535,0.077275529,190208,4.087335822,6.442113917,0.283083497,,,,,,,,,,
227,SPT24524B,SPT24524B,SPT24524B,181206,65.66056882,-26.93532781,0.076775486,190208,3.652747677,5.101271678,0.285463175,,,,,,,,,,
228,SPT24524BDA,SPT24524BDA,SPT24524BDA,NA,NA,NA,NA,190228,3.158587917,5.011383573,0.322571664,,,,,,,,,,
229,SPT24524BDB,SPT24524BDB,SPT24524BDB,NA,NA,NA,NA,190228,3.095198072,4.953228198,0.323080719,,,,,,,,,,
230,SPT24524C,SPT24524C,SPT24524C,181206,61.12773895,-26.70698718,0.076064914,190208,3.792118672,6.519837759,0.283044287,,,,,,,,,,
231,SPT2454B,SPT2454B,SPT2454B,181206,64.31302771,-27.33942483,0.078052013,190208,3.447664688,6.426671087,0.283092582,,,,,,,,,,
232,SPT2454C,SPT2454C,SPT2454C,181206,62.70594695,-27.38033832,0.078182576,190208,3.142112927,6.49357932,0.283056317,,,,,,,,,,
233,SPT2454DDA,SPT2454DDA,SPT2454DDA,181206,61.57219185,-26.98197801,0.076921625,190208,3.236465513,6.397249771,0.28311108,,,,,,,,,,
234,SPT2454DDB,SPT2454DDB,SPT2454DDB,181206,64.87922743,-27.08162303,0.077234863,190208,2.818103781,6.032794625,0.283469282,,,,,,,,,,
235,SPT2458A,SPT2458A,SPT2458A,181206,65.39979068,-27.3901103,0.078213795,190208,3.394136293,7.020318285,0.283052486,,,,,,,,,,
236,SPT2458B,SPT2458B,SPT2458B,181206,68.37783789,-26.97415835,0.076897106,190208,3.291222665,6.296710249,0.283186049,,,,,,,,,,
237,SPT2458C,SPT2458C,SPT2458C,181206,69.28442369,-27.38320238,0.078191724,190208,3.2349972,6.711611238,0.28299409,,,,,,,,,,
238,SPT26024A,SPT26024A,SPT26024A,181213,57.70645442,-27.68845057,0.101593839,190214,4.18931417,6.307738975,0.35370297,,,,,,,,,,
239,SPT26024B,SPT26024B,SPT26024B,181213,63.88160872,-26.95857757,0.100010202,190214,3.872523199,6.309277581,0.353692551,,,,,,,,,,
240,SPT26024C,SPT26024C,SPT26024C,NA,NA,NA,NA,190214,3.89435826,6.372750922,0.353266889,,,,,,,,,,
241,SPT26024CDA,SPT26024CDA,SPT26024CDA,181213,49.15509773,-27.32792464,0.100798374,NA,NA,NA,NA,,,,,,,,,,
242,SPT26024CDB,SPT26024CDB,SPT26024CDB,181213,59.60506483,-27.45967096,0.1010861,NA,NA,NA,NA,,,,,,,,,,
243,SPT2604A,SPT2604A,SPT2604A,181213,75.80268278,-26.98981645,0.1000758,190214,3.524317944,5.816875352,0.357270414,,,,,,,,,,
244,SPT2604B,SPT2604B,SPT2604B,181213,69.24831487,-27.17877756,0.100476804,190214,3.400234312,6.073642114,0.355344123,,,,,,,,,,
245,SPT2604C,SPT2604C,SPT2604C,181213,63.08643282,-27.30885284,0.100757007,NA,NA,NA,NA,,,,,,,,,,
246,SPT2604CDA,SPT2604CDA,SPT2604CDA,NA,NA,NA,NA,190214,3.509520629,6.321271723,0.353611488,,,,,,,,,,
247,SPT2604CDB,SPT2604CDB,SPT2604CDB,NA,NA,NA,NA,190214,3.560664915,5.93243061,0.356387292,,,,,,,,,,
248,SPT2608A,SPT2608A,SPT2608A,181213,64.31264933,-26.88089305,0.099847933,190214,3.892602058,6.15840298,0.354737138,,,,,,,,,,
249,SPT2608B,SPT2608B,SPT2608B,181213,58.58792038,-27.11775971,0.100346529,190214,3.918202861,6.610387167,0.351746464,,,,,,,,,,
250,SPT2608C,SPT2608C,SPT2608C,181213,64.53110529,-27.60057162,0.101397598,190214,4.091445279,6.220828993,0.354299345,,,,,,,,,,
251,SPT30024A,SPT30024A,SPT30024A,181219,59.980314,-26.55416231,0.072302419,190222,5.522102314,5.985988081,0.243534537,,,,,,,,,,
252,SPT30024B,SPT30024B,SPT30024B,181219,65.89323417,-26.99489435,0.073418259,190222,5.51457054,5.668838628,0.24507935,,,,,,,,,,
253,SPT30024CDA,SPT30024CDA,SPT30024CDA,181219,67.83450262,-26.9435985,0.073286261,190222,5.765208903,6.170922698,0.242697156,,,,,,,,,,
254,SPT30024CDB,SPT30024CDB,SPT30024CDB,181219,63.38214911,-26.81993537,0.072970326,190222,5.506149746,6.031562062,0.24332381,,,,,,,,,,
255,SPT3004A,SPT3004A,SPT3004A,181219,69.02668047,-26.883885,0.0731333,190222,3.636459453,5.36717761,0.246674187,,,,,,,,,,
256,SPT3004B,SPT3004B,SPT3004B,181219,65.82073991,-26.65933641,0.072564901,190222,4.02949227,6.205887503,0.242544142,,,,,,,,,,
257,SPT3004C,SPT3004C,SPT3004C,181219,64.12973558,-26.90939209,0.073198547,190222,4.486008587,6.269426843,0.242270419,,,,,,,,,,
258,SPT3008A,SPT3008A,SPT3008A,181219,61.14999406,-26.73262471,0.072749226,190222,3.87818619,6.080164585,0.243102223,,,,,,,,,,
259,SPT3008B,SPT3008B,SPT3008B,181219,72.65529263,-27.08649672,0.073655345,190222,4.091012161,5.920214707,0.243843676,,,,,,,,,,
260,SPT3008C,SPT3008C,SPT3008C,181219,67.24083182,-27.70146405,0.075291235,190222,5.039806293,6.608441742,0.240905353,,,,,,,,,,