,ID,ID,ID,Cugdc,RunfileC,pcC,CN_Crun,normd13C,d13Csd,Nugdc,RunfileN,pcN,normd15N,d15Nsd,,,
142,RYE2158B,RYE2158B,RYE2158B,302.9167821,181031,45.21146001,38.13903565,-26.03039395,0.082235899,54.86236917,181112,1.399550234,4.34983502,0.268487698,,,
143,RYE2158C,RYE2158C,RYE2158C,314.6569748,181031,48.40876535,41.11392858,-25.88101167,0.082129507,57.45790634,181112,1.45463054,3.586436543,0.271846317,,,
144,RYE2158E,RYE2158E,RYE2158E,292.7954525,181031,43.70081381,43.89241922,-25.6846581,0.081993513,54.93556374,181112,1.426897759,5.519361206,0.26429557,,,
145,RYE23024A,RYE23024A,RYE23024A,525.5487295,181129,66.52515563,38.70087544,-25.28189959,0.077967731,62.49378818,190228,3.109143691,3.513702282,0.336853472,,,
146,RYE23024A,RYE23024A,RYE23024A,525.5487295,181129,66.52515563,38.70087544,-25.28189959,0.077967731,128.0051638,181210,2.83197265,4.98542496,0.378593637,,,
147,RYE23024B,RYE23024B,RYE23024B,513.8001941,181129,61.16668977,37.22367273,-25.13976381,0.077461694,82.83163863,190228,4.226104012,3.741957272,0.334524736,,,
148,RYE23024B,RYE23024B,RYE23024B,513.8001941,181129,61.16668977,37.22367273,-25.13976381,0.077461694,131.2121457,181210,2.840089734,5.021985655,0.378382803,,,
149,RYE23024C,RYE23024C,RYE23024C,498.1245345,181129,59.30053982,43.29226547,-25.05685436,0.077168657,112.0705467,190228,5.548046866,3.850180071,0.333439075,,,
150,RYE23024C,RYE23024C,RYE23024C,498.1245345,181129,59.30053982,43.29226547,-25.05685436,0.077168657,116.0260038,181210,2.52230443,4.992480854,0.378552599,,,
151,RYE2304A,RYE2304A,RYE2304A,458.449288,181129,56.59867753,36.02092446,-25.39296974,0.078366345,80.01172101,190228,3.941464089,4.526644736,0.326930404,,,
152,RYE2304A,RYE2304A,RYE2304A,458.449288,181129,56.59867753,36.02092446,-25.39296974,0.078366345,150.0877476,181210,3.227693497,6.213413115,0.373998178,,,
153,RYE2304B,RYE2304B,RYE2304B,430.5936599,181129,51.8787542,42.96011177,-25.7642876,0.079718614,79.73212364,190228,3.986606182,3.116628785,0.341027677,,,
154,RYE2304B,RYE2304B,RYE2304B,430.5936599,181129,51.8787542,42.96011177,-25.7642876,0.079718614,110.4900633,181210,2.488514939,4.035961762,0.385609656,,,
155,RYE2304EDA,RYE2304EDA,RYE2304EDA,479.9247776,181129,57.1339021,45.12723068,-25.26948169,0.077923337,105.4029485,181210,2.337094202,4.333267898,0.383097704,2.2946921,4.205826822,0.384165838
156,RYE2304EDB,RYE2304EDB,RYE2304EDB,417.9369441,181129,56.47796542,47.98963718,-25.28848147,0.077991275,102.7044239,181210,2.252289998,4.078385745,0.385233972,,,
157,RYE2308A,RYE2308A,RYE2308A,500.9762476,181129,61.84891946,35.8881515,-25.22253447,0.077755818,128.8682742,181210,2.870117465,4.263498291,0.383661772,,,
158,RYE2308B,RYE2308B,RYE2308B,454.7561659,181129,60.63415545,36.2529501,-25.36956087,0.078282105,119.2655729,181210,2.60405181,5.3198024,0.376832804,,,
159,RYE2308C,RYE2308C,RYE2308C,429.2905864,181129,50.50477487,41.94144814,-24.6333366,0.075697119,134.7463022,181210,2.961457191,4.832806189,0.379521926,,,
160,RYE2308C,RYE2308C,RYE2308C,429.2905864,181129,50.50477487,41.94144814,-24.6333366,0.075697119,48.53170072,190228,2.463538108,3.732630403,0.33461886,,,
161,RYE24524A,RYE24524A,RYE24524A,492.4910165,181206,66.55284007,53.84986246,-27.07382304,0.077210291,NA,NA,NA,NA,NA,,,
162,RYE24524A,RYE24524A,RYE24524A,426.2029686,190117,60.02858713,41.94632516,-27.28184465,0.280292347,NA,NA,NA,NA,NA,,,
163,RYE24524B,RYE24524B,RYE24524B,398.9530253,190117,63.32587703,33.72386282,-26.40078873,0.267722189,47.85173311,190208,2.357228232,2.303063169,0.300365202,,,
164,RYE24524B,RYE24524B,RYE24524B,441.8167436,181206,56.64317226,38.74262136,-26.34752558,0.074962678,47.85173311,190208,2.357228232,2.303063169,0.300365202,,,
165,RYE24524C,RYE24524C,RYE24524C,502.486765,181206,63.60591962,47.70218493,-26.82711759,0.076437759,NA,NA,NA,NA,NA,,,
166,RYE24524C,RYE24524C,RYE24524C,409.3835356,190117,61.10202024,42.38394144,-26.90919116,0.274948462,NA,NA,NA,NA,NA,,,
167,RYE2454A,RYE2454A,RYE2454A,525.926117,181206,61.87366082,58.56443243,-25.5344956,0.072547847,88.83436329,200825,2.394457232,3.495901816,0.403059218,,,
168,RYE2454B,RYE2454B,RYE2454B,500.2878245,181206,60.27564151,50.36338896,-25.45739584,0.072324769,92.22721505,200825,2.439873414,3.895736831,0.402665552,,,
169,RYE2454C,RYE2454C,RYE2454C,492.5964346,181206,61.57455433,49.8321447,-25.46532232,0.072347654,97.25498916,200825,2.545942125,2.727279405,0.404359434,,,
170,RYE2458B,RYE2458B,RYE2458B,485.5155105,181206,65.61020412,44.97804854,-25.28037739,0.071816637,NA,NA,NA,NA,NA,,,
171,RYE2458BDA,RYE2458BDA,RYE2458BDA,NA,NA,NA,NA,NA,NA,89.62850159,200825,2.462321472,2.764645226,0.404279763,2.383249748,2.723107349,0.404369469
172,RYE2458BDB,RYE2458BDB,RYE2458BDB,NA,NA,NA,NA,NA,NA,85.2545869,200825,2.304178024,2.681569472,0.404459175,,,
173,RYE2458C,RYE2458C,RYE2458C,NA,NA,NA,NA,NA,NA,90.32691341,200825,2.364578885,3.000610967,0.403815412,,,
174,RYE2458CDA,RYE2458CDA,RYE2458CDA,412.2636632,181206,55.71130584,39.96133451,-25.84927837,0.073469486,NA,NA,NA,NA,NA,,,
175,RYE2458CDB,RYE2458CDB,RYE2458CDB,498.0450617,181206,59.29107877,47.60920807,-25.74805203,0.07317123,NA,NA,NA,NA,NA,,,
176,RYE2458D,RYE2458D,RYE2458D,541.1457572,181206,63.66420673,39.16422095,-24.75367416,0.070339151,49.39457235,190208,2.507338698,4.98567036,0.285817658,,,
177,RYE26024A,RYE26024A,RYE26024A,488.0075638,181213,65.06767517,34.40844159,-25.8023929,0.097725088,45.05877173,190122A,2.187319016,4.094337152,0.5690146,,,
178,RYE26024A,RYE26024A,RYE26024A,488.0075638,181213,65.06767517,34.40844159,-25.8023929,0.097725088,52.80759356,190214,2.422366677,3.475996217,0.380533438,,,
179,RYE26024B,RYE26024B,RYE26024B,548.0041791,181213,65.23859275,33.29638438,-25.33882382,0.096889554,49.98395872,190214,2.38018851,2.845795084,0.388404285,,,
180,RYE26024B,RYE26024B,RYE26024B,548.0041791,181213,65.23859275,33.29638438,-25.33882382,0.096889554,48.46686933,190122A,2.352760647,3.850740924,0.57076746,,,
181,RYE26024C,RYE26024C,RYE26024C,NA,NA,NA,NA,NA,NA,53.05884417,190214,2.575672047,4.571495738,0.36841597,,,
182,RYE26024CDA,RYE26024CDA,RYE26024CDA,470.996856,181213,61.97327053,31.88505984,-25.33037722,0.096874772,NA,NA,NA,NA,NA,,,
183,RYE26024CDB,RYE26024CDB,RYE26024CDB,589.1035012,181213,70.13136919,32.38001512,-25.30817545,0.096835993,NA,NA,NA,NA,NA,,,
184,RYE2604A,RYE2604A,RYE2604A,507.6163977,181213,65.07902535,32.05635796,-25.2481884,0.096731768,51.71756502,190214,2.611998233,4.461134074,0.36954224,,,
185,RYE2604B,RYE2604B,RYE2604B,395.2781847,181213,53.41597091,38.5751579,-25.83872024,0.097792557,59.38010562,200827,2.012884936,1.759916107,NA,2.113648736,2.011309774,0.39623041
186,RYE2604B,RYE2604B,RYE2604B,395.2781847,181213,53.41597091,38.5751579,-25.83872024,0.097792557,46.05978075,190214,2.214412536,2.26270344,0.39623041,,,
187,RYE2604C,RYE2604C,RYE2604C,494.6844447,181213,65.95792596,33.61960053,-25.14128578,0.096548034,70.78260499,200827,2.305622312,3.660707665,NA,,,
188,RYE2604C,RYE2604C,RYE2604C,494.6844447,181213,65.95792596,33.61960053,-25.14128578,0.096548034,46.69480643,190214,2.334740322,3.936156162,0.375193429,,,
189,RYE2608A,RYE2608A,RYE2608A,542.7638701,181213,67.0078852,35.50987972,-25.48053009,0.097139924,59.49373278,190214,2.930725753,4.419073364,0.369977203,,,
190,RYE2608B,RYE2608B,RYE2608B,461.1371544,181213,57.6421443,37.91760196,-25.21277265,0.096670614,64.55140484,190214,2.920878047,3.287576193,0.38282054,,,
191,RYE2608C,RYE2608C,RYE2608C,512.0205945,181213,67.37113086,34.92969551,-25.20256698,0.096653044,NA,NA,NA,NA,NA,,,
192,RYE2608CDA,RYE2608CDA,RYE2608CDA,NA,NA,NA,NA,NA,NA,63.83361527,190214,3.011019588,4.094316925,0.373440505,2.830085551,4.227763309,0.372010612
193,RYE2608CDB,RYE2608CDB,RYE2608CDB,NA,NA,NA,NA,NA,NA,54.83743633,190214,2.649151514,4.361209693,0.370580718,,,
194,RYE30024A,RYE30024A,RYE30024A,578.4782027,181219,72.30977534,33.38892427,-25.489629,0.06978671,59.05152542,190122A,2.952576271,4.830394352,0.563957409,,,
195,RYE30024A,RYE30024A,RYE30024A,578.4782027,181219,72.30977534,33.38892427,-25.489629,0.06978671,94.66291941,190222,4.188624753,4.405992071,0.252543586,,,
196,RYE30024B,RYE30024B,RYE30024B,571.4185083,181219,71.42731354,31.53480532,-25.25123952,0.069260213,59.85760455,190122A,2.94865047,2.835277224,0.578488192,,,
197,RYE30024B,RYE30024B,RYE30024B,571.4185083,181219,71.42731354,31.53480532,-25.25123952,0.069260213,101.7363148,190222,4.624377945,2.654620523,0.266091719,,,
198,RYE30024CDA,RYE30024CDA,RYE30024CDA,583.9646613,181219,71.2152026,32.59445996,-25.11906585,0.068974387,108.3216236,190222,4.946192858,3.350452465,0.260292527,,,
199,RYE30024CDB,RYE30024CDB,RYE30024CDB,499.3461238,181219,64.01873382,34.54491896,-25.09342478,0.068919448,95.0951674,190222,4.707681554,3.268494056,0.260948036,,,
200,RYE3004A,RYE3004A,RYE3004A,531.2546377,181219,66.40682971,40.30214535,-25.15640686,0.069054693,55.70202298,190222,2.61511845,3.495812881,0.259148495,,,
201,RYE3004A,RYE3004A,RYE3004A,531.2546377,181219,66.40682971,40.30214535,-25.15640686,0.069054693,51.36265643,190122A,2.568132822,4.177855816,0.568422613,,,
202,RYE3004B,RYE3004B,RYE3004B,549.2071356,181219,70.41117123,39.00673082,-25.55107632,0.069924679,57.20996848,190222,2.711372914,2.93413335,0.263699161,,,
203,RYE3004B,RYE3004B,RYE3004B,549.2071356,181219,70.41117123,39.00673082,-25.55107632,0.069924679,50.08707619,190122A,2.443272009,3.469586639,0.573587842,,,
204,RYE3004C,RYE3004C,RYE3004C,537.3410537,181219,68.0178549,33.65948201,-25.36184695,0.069502753,51.945721,190222,2.677614485,3.033017074,0.26287281,,,
205,RYE3008A,RYE3008A,RYE3008A,541.2304014,181219,66.81856807,39.67605991,-25.60638329,0.070049643,52.31829062,190222,2.399921588,3.28322367,0.260829675,,,
206,RYE3008B,RYE3008B,RYE3008B,576.8577125,181219,70.34850152,39.12105456,-25.23950914,0.069234669,50.40747755,190222,2.558755206,3.154973454,0.261868322,,,
207,RYE3008C,RYE3008C,RYE3008C,575.7339709,181219,69.36553866,34.26941754,-25.25959927,0.069278438,63.55629452,190222,3.04097103,3.42760469,0.259682343,,,
208,RYEXX1,RYEXX1,RYEXX1,365.2847284,190308,32.90853409,43.63637581,-25.2807351,0.072965565,51.33753009,190228,1.286654889,4.545417681,0.326756762,,,
209,RYEXX2,RYEXX2,RYEXX2,305.8413878,190308,29.98444978,49.85070781,-25.61614788,0.073223192,48.97125484,190228,1.239778604,3.332572655,0.338738432,,,
210,RYEXX3,RYEXX3,RYEXX3,392.7096257,190308,37.40091673,47.03432003,-25.96340278,0.073556242,53.63041561,190228,1.334089941,3.155706994,0.340610058,,,
211,SPT0A,SPT0A,SPT0A,425.121326,190117,43.37972714,25.66742105,-26.97032288,0.275822445,78.4896444,200827,1.952478716,5.382926378,NA,,,
212,SPT0A,SPT0A,SPT0A,425.121326,190117,43.37972714,25.66742105,-26.97032288,0.275822445,80.68900488,190122A,1.968024509,6.586980596,0.55338916,,,
213,SPT0B,SPT0B,SPT0B,390.8718715,190117,39.48200722,24.95073849,-27.67850743,0.286021507,74.11893119,190122A,1.848352399,5.759906566,0.558096712,,,
214,SPT0B,SPT0B,SPT0B,390.8718715,190117,39.48200722,24.95073849,-27.67850743,0.286021507,80.30188481,200827,2.038118904,6.017594675,NA,,,
215,SPT0C,SPT0C,SPT0C,467.143914,190117,45.35377806,24.87242174,-26.96712263,0.275776665,84.57858564,190122A,2.109191662,6.328089576,0.554810542,,,
216,SPT0CDA,SPT0CDA,SPT0CDA,NA,NA,NA,NA,NA,NA,84.56800876,200827,2.082955881,5.079849804,NA,2.085474423,4.879624691,
217,SPT0CDB,SPT0CDB,SPT0CDB,NA,NA,NA,NA,NA,NA,84.35491578,200827,2.087992965,4.679399577,NA,,,
218,SPT21524A,SPT21524A,SPT21524A,421.1349768,181031,63.80832982,23.60552552,-27.54778183,0.083457732,100.8193156,181112,3.600689843,7.848070062,0.259567248,,,
219,SPT21524B,SPT21524B,SPT21524B,438.0369872,181031,61.69535031,23.19903337,-27.70859606,0.083602017,101.8170363,181112,3.71595023,7.741405322,0.259675355,,,
220,SPT21524C,SPT21524C,SPT21524C,NA,NA,NA,NA,NA,NA,82.45448456,181112,2.94480302,6.985503308,0.260742759,,,
221,SPT21524CDA,SPT21524CDA,SPT21524CDA,405.7510475,181031,57.14803486,24.08028616,-27.4519716,0.083373098,NA,NA,NA,NA,NA,,,
222,SPT21524CDB,SPT21524CDB,SPT21524CDB,353.5769236,181031,53.57226115,25.46523856,-27.31994523,0.083258104,NA,NA,NA,NA,NA,,,
223,SPT2154A,SPT2154A,SPT2154A,284.9288998,181031,43.17104542,25.52103539,-27.77070411,0.083658486,68.41384902,181112,2.257882806,7.239298419,0.260325676,,,
224,SPT2154B,SPT2154B,SPT2154B,337.8465449,181031,50.42485745,25.50467493,-26.93169807,0.082930972,62.54067479,181112,2.120022874,6.338267102,0.262072644,,,
225,SPT2154C,SPT2154C,SPT2154C,306.0971373,181031,45.6861399,25.03941751,-27.35416014,0.083287723,69.51958111,181112,2.364611602,7.278452641,0.2602666,,,
226,SPT2158A,SPT2158A,SPT2158A,319.7717816,181031,51.57609381,25.31142675,-27.15498358,0.083117092,86.61999331,181112,2.916498091,7.177086505,0.260422441,,,
227,SPT2158B,SPT2158B,SPT2158B,423.5640111,181031,62.28882516,24.15417377,-27.5228635,0.083435625,84.84777167,181112,2.946103183,7.522711598,0.25992997,,,
228,SPT2158C,SPT2158C,SPT2158C,NA,NA,NA,NA,NA,NA,49.31776745,181112,1.761348838,6.213301907,0.262373115,,,
229,SPT2158CDA,SPT2158CDA,SPT2158CDA,386.4086053,181031,58.54675838,23.81677818,-27.06451356,0.083041021,NA,NA,NA,NA,NA,,,
230,SPT2158CDB,SPT2158CDB,SPT2158CDB,437.5539944,181031,70.5732249,23.36400407,-27.02432603,0.083007517,NA,NA,NA,NA,NA,,,
231,SPT23024A,SPT23024A,SPT23024A,437.7500353,181129,57.59868886,21.12834744,-27.2077939,0.085239079,126.3569273,181210,4.822783485,6.876772617,0.373680836,,,
232,SPT23024B,SPT23024B,SPT23024B,459.1943856,181129,61.22591808,21.67128355,-26.82533426,0.083738249,118.1851678,181210,4.510884267,7.031727202,0.37382721,,,
233,SPT23024CDA,SPT23024CDA,SPT23024CDA,464.9690625,181129,60.38559253,22.67225406,-27.15429183,0.085027578,104.6535674,181210,3.904983858,6.821602612,0.373648874,4.124146464,6.9361174,0.373749826
234,SPT23024CDB,SPT23024CDB,SPT23024CDB,517.1645209,181129,63.84747172,23.12707168,-27.08900273,0.084770156,112.9260358,181210,4.343309069,7.050632189,0.373850779,,,
235,SPT2304A,SPT2304A,SPT2304A,466.2726136,181129,56.86251385,23.13210533,-27.46790531,0.086274311,86.73884281,181210,3.154139739,6.759640561,0.3736256,,,
236,SPT2304B,SPT2304B,SPT2304B,496.7674033,181129,61.32930905,22.56685516,-27.25790321,0.085437616,85.61041478,181210,3.267573083,6.274534232,0.373904966,,,
237,SPT2304C,SPT2304C,SPT2304C,400.1641343,181129,53.35521791,23.71440073,-27.15445153,0.085028209,98.47078886,181210,3.701909356,6.355121856,0.37380189,,,
238,SPT2308A,SPT2308A,SPT2308A,465.5876908,181206,60.46593387,26.1951771,-27.35374105,0.078097672,96.7494151,181210,3.55696379,6.880185792,0.373683161,,,
239,SPT2308B,SPT2308B,SPT2308B,554.0478415,181129,65.182099,24.61392825,-27.23191527,0.085334596,86.47088855,181210,3.155871845,6.626072389,0.373620863,,,
240,SPT2308DDA,SPT2308DDA,SPT2308DDA,552.1107048,181129,67.33057376,22.99886147,-27.08910814,0.084770571,76.63389788,181210,3.090076527,6.789961292,0.37363532,,,
241,SPT2308DDB,SPT2308DDB,SPT2308DDB,550.3459391,181129,65.5173737,22.46657966,-27.0271897,0.084527129,78.9384808,181210,3.083534406,6.823766486,0.373649928,,,
242,SPT24524A,SPT24524A,SPT24524A,542.9840133,181206,66.2175626,25.49382466,-27.09452535,0.077275529,99.32226047,190208,4.087335822,6.442113917,0.283083497,,,
243,SPT24524B,SPT24524B,SPT24524B,512.1524368,181206,65.66056882,26.93169715,-26.93532781,0.076775486,86.57011995,190208,3.652747677,5.101271678,0.285463175,,,
244,SPT24524BDA,SPT24524BDA,SPT24524BDA,NA,NA,NA,NA,NA,NA,71.38408693,190228,3.158587917,5.011383573,0.322571664,3.126892994,4.982305886,0.322826191
245,SPT24524BDB,SPT24524BDB,SPT24524BDB,NA,NA,NA,NA,NA,NA,76.14187256,190228,3.095198072,4.953228198,0.323080719,,,
246,SPT24524C,SPT24524C,SPT24524C,507.3602333,181206,61.12773895,23.26181525,-26.70698718,0.076064914,94.80296679,190208,3.792118672,6.519837759,0.283044287,,,
247,SPT2454B,SPT2454B,SPT2454B,533.79813,181206,64.31302771,27.25566251,-27.33942483,0.078052013,72.40095844,190208,3.447664688,6.426671087,0.283092582,,,
248,SPT2454C,SPT2454C,SPT2454C,520.4593597,181206,62.70594695,28.54587388,-27.38033832,0.078182576,69.1264844,190208,3.142112927,6.49357932,0.283056317,,,
249,SPT2454DDA,SPT2454DDA,SPT2454DDA,504.8919732,181206,61.57219185,26.27498922,-26.98197801,0.076921625,74.43870679,190208,3.236465513,6.397249771,0.28311108,,,
250,SPT2454DDB,SPT2454DDB,SPT2454DDB,538.4975877,181206,64.87922743,25.47878805,-27.08162303,0.077234863,60.5892313,190208,2.818103781,6.032794625,0.283469282,,,
251,SPT2458A,SPT2458A,SPT2458A,510.1183673,181206,65.39979068,25.08361666,-27.3901103,0.078213795,76.36806659,190208,3.394136293,7.020318285,0.283052486,,,
252,SPT2458B,SPT2458B,SPT2458B,519.671568,181206,68.37783789,26.02167316,-26.97415835,0.076897106,77.34373262,190208,3.291222665,6.296710249,0.283186049,,,
253,SPT2458C,SPT2458C,SPT2458C,588.9176014,181206,69.28442369,24.37151614,-27.38320238,0.078191724,74.4049356,190208,3.2349972,6.711611238,0.28299409,,,
254,SPT26024A,SPT26024A,SPT26024A,484.7342171,181213,57.70645442,18.89799717,-27.68845057,0.101593839,98.02995157,190214,4.18931417,6.307738975,0.35370297,,,
255,SPT26024B,SPT26024B,SPT26024B,530.2173524,181213,63.88160872,20.26145987,-26.95857757,0.100010202,77.45046397,190214,3.872523199,6.309277581,0.353692551,,,
256,SPT26024C,SPT26024C,SPT26024C,NA,NA,NA,NA,NA,NA,89.95967581,190214,3.89435826,6.372750922,0.353266889,,,
257,SPT26024CDA,SPT26024CDA,SPT26024CDA,393.2407818,181213,49.15509773,20.41080772,-27.32792464,0.100798374,NA,NA,NA,NA,NA,,,
258,SPT26024CDB,SPT26024CDB,SPT26024CDB,447.0379862,181213,59.60506483,20.27505336,-27.45967096,0.1010861,NA,NA,NA,NA,NA,,,
259,SPT2604A,SPT2604A,SPT2604A,606.4214622,181213,75.80268278,21.94991735,-26.98981645,0.1000758,69.7814953,190214,3.524317944,5.816875352,0.357270414,,,
260,SPT2604B,SPT2604B,SPT2604B,526.287193,181213,69.24831487,22.50482314,-27.17877756,0.100476804,69.02475654,190214,3.400234312,6.073642114,0.355344123,,,
261,SPT2604C,SPT2604C,SPT2604C,517.3087491,181213,63.08643282,22.58707771,-27.30885284,0.100757007,NA,NA,NA,NA,NA,,,
262,SPT2604CDA,SPT2604CDA,SPT2604CDA,NA,NA,NA,NA,NA,NA,74.40183734,190214,3.509520629,6.321271723,0.353611488,,,
263,SPT2604CDB,SPT2604CDB,SPT2604CDB,NA,NA,NA,NA,NA,NA,77.62249515,190214,3.560664915,5.93243061,0.356387292,,,
264,SPT2608A,SPT2608A,SPT2608A,501.6386648,181213,64.31264933,21.46784289,-26.88089305,0.099847933,90.69762794,190214,3.892602058,6.15840298,0.354737138,,,
265,SPT2608B,SPT2608B,SPT2608B,456.985779,181213,58.58792038,21.447346,-27.11775971,0.100346529,92.46958753,190214,3.918202861,6.610387167,0.351746464,,,
266,SPT2608C,SPT2608C,SPT2608C,548.514395,181213,64.53110529,21.87677712,-27.60057162,0.101397598,93.28495237,190214,4.091445279,6.220828993,0.354299345,,,
267,SPT30024A,SPT30024A,SPT30024A,503.8346376,181219,59.980314,21.80513905,-26.55416231,0.072302419,145.7835011,190222,5.522102314,5.985988081,0.243534537,,,
268,SPT30024B,SPT30024B,SPT30024B,500.7885797,181219,65.89323417,20.02361434,-26.99489435,0.073418259,137.8642635,190222,5.51457054,5.668838628,0.24507935,,,
269,SPT30024CDA,SPT30024CDA,SPT30024CDA,549.4594712,181219,67.83450262,17.17590652,-26.9435985,0.073286261,142.9771808,190222,5.765208903,6.170922698,0.242697156,,,
270,SPT30024CDB,SPT30024CDB,SPT30024CDB,500.718978,181219,63.38214911,18.0897921,-26.81993537,0.072970326,136.5525137,190222,5.506149746,6.031562062,0.24332381,,,
271,SPT3004A,SPT3004A,SPT3004A,572.9214479,181219,69.02668047,24.17196612,-26.883885,0.0731333,92.72971606,190222,3.636459453,5.36717761,0.246674187,,,
272,SPT3004B,SPT3004B,SPT3004B,513.4017713,181219,65.82073991,22.24241392,-26.65933641,0.072564901,103.1550021,190222,4.02949227,6.205887503,0.242544142,,,
273,SPT3004C,SPT3004C,SPT3004C,532.2768053,181219,64.12973558,22.00561286,-26.90939209,0.073198547,118.4306267,190222,4.486008587,6.269426843,0.242270419,,,
274,SPT3008A,SPT3008A,SPT3008A,476.9699537,181219,61.14999406,25.17001063,-26.73262471,0.072749226,92.30083133,190222,3.87818619,6.080164585,0.243102223,,,
275,SPT3008B,SPT3008B,SPT3008B,544.9146947,181219,72.65529263,23.63065148,-27.08649672,0.073655345,104.3208101,190222,4.091012161,5.920214707,0.243843676,,,
276,SPT3008C,SPT3008C,SPT3008C,524.4784882,181219,67.24083182,22.27770808,-27.70146405,0.075291235,125.4911767,190222,5.039806293,6.608441742,0.240905353,,,
277,WHXX1,WHXX1,WHXX1,430.2887014,190308,43.90701035,33.47550702,-25.05751085,0.07282934,76.61225341,190228,1.882364949,4.899863457,0.323551202,,,
278,WHXX2,WHXX2,WHXX2,387.8658992,190308,38.02606855,32.92637872,-25.2511851,0.072945909,77.16153949,190228,1.886590208,4.017960064,0.331779793,,,
279,WHXX3,WHXX3,WHXX3,NA,NA,NA,NA,NA,NA,89.45702728,190228,2.29376993,3.254760339,0.339558109,,,
280,WHXX3DA,WHXX3DA,WHXX3DA,262.4426969,190308,25.98442544,33.44911741,-25.02242407,0.072810502,NA,NA,NA,NA,NA,,,
281,WHXX3DB,WHXX3DB,WHXX3DB,310.8923334,190308,31.08923334,32.56448845,-25.02068606,0.072809587,NA,NA,NA,NA,NA,,,